@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.3036,7.493,2.7373,17.2419,-0.8192,-1.9052,39.2304,6.2634,32.4842,-3.7317,0.6273,18.7991,4.3358,23.9476,-0.4658,5.7966,36.0374,6.0031,30.9292,0.0144,-0.1593,0.4839,0.0524,-3.037,-0.3287,0.1082,0.437,0.6313,0.456,1.4446,1.0434,0.7223,0.191,0.3986,0.2079,2.0868,1.0886,0.5217,0.3031,1.0202,-17.179,3.3663,-56.6847,-16.8389,1.3805,0.5801,0.302,0.4202,0.2188,0.5206,0.5308,0.72,0.5575,1.3565,1.0503,0.7743,0.0105,9.0104,-0.6788,0.3984,0.4248,-0.4833,-0.8265,0.7025,?,?,?,?,?,DIETRO_PANTALONI
-0.4649,7.8172,2.7959,20.8191,-1.847,-2.2175,38.2774,6.1869,30.5812,-3.2699,1.0024,31.8689,5.6453,32.232,-0.4035,6.6317,40.1227,6.3342,27.1649,0.027,0.2097,-0.4638,-0.0701,-2.2122,-0.3344,0.1512,0.4519,0.4953,0.4414,1.0959,0.9767,0.8912,0.2042,0.2453,0.1948,1.2011,0.954,0.7943,0.5767,1.4574,-17.9238,2.5271,-31.0784,-12.298,1.021,0.3184,0.2619,0.3119,0.2565,0.8226,0.6808,0.6459,0.7664,0.9488,1.1258,1.1865,0.0128,9.5851,0.4283,-0.577,-0.6031,-0.0257,-0.7403,0.4925,?,?,?,?,?,DIETRO_PANTALONI
-0.7098,11.8605,3.4439,18.6404,-1.3773,-2.0788,29.5592,5.4368,27.0221,-0.9982,0.5745,18.1029,4.2547,19.9679,-0.4488,6.0206,28.4307,5.332,18.1904,0.0134,0.3414,-1.2356,-0.1179,-3.6188,-0.3453,0.0954,0.6334,0.8094,0.6459,1.2778,1.0197,0.798,0.4012,0.6552,0.4172,1.6328,1.0397,0.6367,0.8,1.7458,-43.8041,2.1821,-54.7525,-25.0912,0.5798,0.5689,0.4253,0.9812,0.7335,0.7475,0.6898,0.9335,1.0247,1.3533,1.4855,1.0977,0.0116,9.3742,0.6455,0.0656,-0.5411,-0.2835,-0.669,0.4265,?,?,?,?,?,DIETRO_PANTALONI
0.9583,9.2594,3.0429,18.4193,-0.4944,-1.4024,27.1516,5.2107,32.8038,-3.9849,0.8675,28.5024,5.3388,31.688,-0.4262,5.2779,40.6951,6.3793,34.2296,0.0172,-0.6833,1.1047,0.1816,-1.6166,-0.2657,0.1644,0.584,0.57,0.477,0.976,0.8168,0.8369,0.341,0.3249,0.2275,0.9526,0.6672,0.7004,0.2324,0.6436,-10.1943,2.7694,-43.8696,-15.8408,1.873,0.5547,0.3539,0.2962,0.189,0.638,0.5615,0.5813,0.5381,1.0352,0.9583,0.9257,0.0098,8.0741,-0.4096,0.1151,0.4617,-0.7877,-0.8651,0.7658,?,?,?,?,?,DIETRO_PANTALONI
-1.2645,10.6947,3.2703,14.2563,-4.3845,-3.1069,31.0394,5.5713,20.1517,-10.4036,1.0165,13.8315,3.7191,19.1329,-0.262,5.0907,41.9359,6.4758,23.3288,0.0108,0.407,-1.244,-0.2484,-3.0565,-0.6103,0.1997,0.587,0.8793,0.505,1.498,0.8603,0.5743,0.3446,0.7732,0.255,2.2441,0.7402,0.3298,0.6314,2.9225,-45.6511,4.6284,-72.2973,-15.6204,1.4983,0.1746,0.1123,0.1166,0.0749,0.6429,0.7074,0.7451,0.6111,1.0532,0.8638,0.8201,0.0175,7.9483,0.8678,-0.3424,-0.8368,-0.5867,-0.9852,0.6681,?,?,?,?,?,DIETRO_PANTALONI
1.5351,3.8299,1.957,7.4827,-0.1238,-1.3843,15.0418,3.8784,14.0201,-3.5566,1.524,8.0218,2.8323,12.6997,-0.1971,4.1508,16.2598,4.0323,13.0676,0.0129,-1.109,1.0073,0.3698,-0.9083,-0.3335,0.3672,0.5046,0.691,0.4853,1.3693,0.9618,0.7024,0.2546,0.4774,0.2355,1.8751,0.9251,0.4934,0.0753,0.3942,-4.8439,5.234,-64.31,-12.287,2.164,0.6276,0.503,0.29,0.2324,0.8014,0.5337,0.5892,0.5726,1.104,1.0729,0.9718,0.0128,6.2659,-0.3496,0.7322,0.7765,-0.5298,-0.7217,0.8474,?,?,?,?,?,DIETRO_PANTALONI
-0.2799,0.2294,0.479,2.6564,-1.5748,0.296,0.5631,0.7504,5.677,-0.6386,-0.069,0.1248,0.3532,2.0146,-1.5937,0.8129,0.4271,0.6535,3.525,0.0139,-0.9456,4.0551,-0.3443,-4.2884,0.3641,-0.0849,0.6383,1.3561,0.7329,2.1244,1.1482,0.5405,0.4075,1.8391,0.5372,4.5132,1.3183,0.2921,0.7343,1.3125,-32.7113,1.7873,-44.546,-24.923,0.2978,1.3282,0.2886,4.4604,0.9692,0.2173,0.4679,1.3186,0.7536,2.8179,1.6105,0.5715,0.0021,1.1881,0.2775,-0.4599,-0.0846,-0.6949,0.5537,-0.4154,?,?,?,?,?,DIETRO_PANTALONI
-0.4556,5.455,2.3356,15.6879,-0.863,-0.0445,8.9774,2.9962,22.4203,-2.0046,0.2196,2.6757,1.6358,13.6144,-0.6821,3.1647,7.3506,2.7112,16.6865,0.0061,10.228,-2.0753,-0.144,-0.2029,-0.0141,0.0694,0.7795,1.4278,0.8615,1.8317,1.1051,0.6033,0.6076,2.0387,0.7421,3.3551,1.2213,0.364,0.4858,1.3163,-71.072,2.7096,-146.2966,-53.9927,1.1285,1.0404,0.5016,0.9219,0.4445,0.4821,0.6997,1.1523,0.9402,1.6468,1.3436,0.8159,0.0026,4.787,0.322,0.2296,0.0452,-0.1772,-0.4595,0.2939,?,?,?,?,?,DIETRO_PANTALONI
-0.9976,15.0822,3.8836,23.2376,-2.8288,-1.6546,37.3158,6.1087,33.3879,-3.3276,-0.0822,25.1679,5.0168,28.1817,-0.8344,5.6145,49.7826,7.0557,29.4878,0.0045,0.6029,12.1429,-0.1777,20.1403,-0.2947,-0.0146,0.6358,0.7741,0.5504,1.2176,0.8658,0.711,0.4042,0.5993,0.303,1.4827,0.7496,0.5056,0.6687,1.3393,-128.7491,2.0028,-192.5252,-96.1297,0.7867,0.395,0.2049,0.5022,0.2605,0.5186,0.696,0.8246,0.788,1.1847,1.1323,0.9557,0.01,8.7652,0.8054,-0.0322,-0.6499,0.0017,-0.6904,0.1519,?,?,?,?,?,DIETRO_PANTALONI
0.326,1.847,1.3591,7.8917,-0.7522,0.2895,5.6544,2.3779,12.1213,-1.0831,0.4971,4.0013,2.0003,13.2361,-0.1828,2.5811,5.2776,2.2973,11.2654,0.0033,1.1261,0.6558,0.1263,0.5823,0.1122,0.1926,0.5715,0.6794,0.5916,1.1887,1.0351,0.8707,0.3267,0.4616,0.35,1.4131,1.0714,0.7582,0.5375,1.6559,-89.9182,3.0807,-167.2826,-54.3001,0.774,0.4025,0.3985,0.52,0.5148,0.99,0.6511,0.5962,0.7005,0.9158,1.076,1.1749,0.0035,3.686,-0.1743,-0.0187,0.2172,0.2542,0.0984,0.592,?,?,?,?,?,DAVANTI_PANTALONI
-1.2587,7.7645,2.7865,13.5265,-1.4608,-1.3098,13.5393,3.6796,16.4235,-1.9423,0.4727,7.8383,2.7997,23.0302,-0.5569,4.09,15.9378,3.9922,17.2377,0.0141,0.961,-2.663,-0.3078,-2.7711,-0.3203,0.1156,0.7573,0.9953,0.698,1.3143,0.9217,0.7013,0.5735,0.9906,0.4872,1.7273,0.8495,0.4918,0.7406,0.9747,-32.5469,1.316,-43.9443,-33.3916,0.9848,0.3716,0.3144,0.3774,0.3192,0.846,0.8236,0.5873,0.7847,0.7131,0.9528,1.336,0.0101,6.4756,0.256,-0.4469,-0.6306,-0.2076,-0.6866,0.4828,?,?,?,?,?,DAVANTI_PANTALONI
0.3313,3.1508,1.775,13.4258,-0.5115,-1.5216,7.6843,2.7721,16.0908,-2.1143,0.2475,5.0358,2.2441,25.7789,-0.2151,2.856,10.2006,3.1938,23.9599,0.0032,-0.2177,1.3383,0.116,-6.1468,-0.5328,0.0867,0.6403,0.791,0.5558,1.2353,0.8679,0.7026,0.41,0.6257,0.3089,1.5259,0.7533,0.4937,0.4159,0.9956,-58.7567,2.3941,-141.2839,-59.0141,1.7192,0.4187,0.3695,0.2435,0.2149,0.8826,0.8344,0.5208,0.5603,0.6242,0.6716,1.0759,0.0083,4.338,0.0967,0.3179,0.3413,-0.1342,-0.7655,0.4431,?,?,?,?,?,DAVANTI_PANTALONI
-0.1299,7.8357,2.7992,12.6425,-0.7337,2.606,23.4669,4.8443,25.2496,-0.4245,0.7269,14.776,3.844,28.1639,-0.4652,6.269,14.1141,3.7569,25.7619,0.0181,-0.0499,-0.1787,-0.0207,3.5849,0.4157,0.116,0.5778,0.7282,0.7451,1.2602,1.2894,1.0232,0.3339,0.5303,0.5552,1.5882,1.6627,1.0469,0.7111,0.5984,-11.2461,0.8414,-15.815,-18.795,0.4114,0.3794,0.2779,0.9221,0.6756,0.7326,0.5007,0.4489,0.4907,0.8965,0.9801,1.0932,0.0145,9.2364,-0.501,0.2821,-0.1251,-0.0559,0.6178,0.4013,?,?,?,?,?,DAVANTI_PANTALONI
0.8658,7.7698,2.7874,19.2204,-0.4,-0.1322,32.4332,5.695,28.211,-0.8447,1.0819,16.2049,4.0255,30.2771,-0.2887,6.6928,13.5514,3.6812,25.1426,0.0486,-6.5475,0.8002,0.1294,-0.1222,-0.0198,0.1617,0.4895,0.6924,0.7572,1.4147,1.547,1.0935,0.2396,0.4795,0.5734,2.0014,2.3934,1.1958,0.4251,0.8096,-4.2748,1.9043,-10.0552,-5.2802,0.8977,0.5844,0.5195,0.6509,0.5787,0.889,0.6813,0.6348,0.7645,0.9318,1.122,1.2042,0.0074,9.9638,0.5208,0.0856,0.0831,-0.1607,-0.1106,0.4702,?,?,?,?,?,DAVANTI_PANTALONI
0.0593,0.0772,0.2779,1.0959,-0.7618,-0.3813,1.6861,1.2985,5.6072,-0.7623,-0.2912,1.0451,1.0223,4.6852,-0.6889,1.5365,0.6812,0.8253,3.9627,0.0625,-0.1555,-0.2036,0.0386,1.3095,-0.2481,-0.1895,0.214,0.2718,0.3367,1.2702,1.5733,1.2387,0.0458,0.0739,0.1133,1.6133,2.4753,1.5343,0.1954,0.248,-1.7933,1.2691,-9.1786,-7.2325,0.1955,0.2242,0.1472,1.147,0.7527,0.6563,0.1955,0.2339,0.2766,1.1968,1.415,1.1823,0.0026,2.3215,0.1245,0.0029,-0.137,0.9865,0.168,0.2011,?,?,?,?,?,DAVANTI_PANTALONI
-0.0499,1.3359,1.1558,5.2048,-0.4458,-0.7492,1.6867,1.2987,5.5096,-1.1936,-0.2264,1.6071,1.2677,5.4804,-0.9083,2.078,0.9268,0.9627,4.0815,0.0384,0.0666,0.2202,-0.024,3.3087,-0.3605,-0.109,0.89,0.9117,1.2006,1.0245,1.349,1.3168,0.792,0.8313,1.4414,1.0496,1.8199,1.734,0.5353,0.6152,-9.8408,1.1493,-18.3841,-15.9963,1.4333,1.2536,0.8482,0.8746,0.5917,0.6766,0.9447,0.9497,1.2752,1.0053,1.3499,1.3428,0.0042,3.1779,0.7806,-0.1374,0.3145,0.3112,0.0432,-0.3602,?,?,?,?,?,DAVANTI_PANTALONI
-0.0416,0.032,0.1788,1.8463,-3.2151,0.0181,0.0654,0.2556,1.9079,-0.9908,0.0059,0.0223,0.1494,0.9943,-0.4826,0.2824,0.042,0.2049,1.7962,0.0164,-2.2968,-7.0912,-0.1474,3.0875,0.0642,0.0208,0.6993,1.197,0.8724,1.7116,1.2474,0.7288,0.4891,1.4327,0.761,2.9294,1.556,0.5312,1.4831,4.3515,-47.0108,2.934,-31.6972,-10.8034,0.4571,0.6531,0.2399,1.4289,0.5248,0.3673,0.9677,1.8569,1.0279,1.9188,1.0622,0.5536,0.0002,0.4247,0.4199,-0.4518,-0.1888,-0.0836,0.3321,0.2115,?,?,?,?,?,DAVANTI_PANTALONI
-0.1135,0.3216,0.5671,2.417,-0.9414,-0.2199,0.7955,0.8919,3.717,-1.1691,-0.0015,0.3462,0.5884,3.6938,-0.6287,1.1214,0.2668,0.5166,2.3908,0.042,0.5161,74.1065,-0.1012,143.5948,-0.1961,-0.0014,0.6358,0.9637,1.0978,1.5158,1.7266,1.1391,0.4042,0.9288,1.2051,2.2976,2.9811,1.2975,0.585,0.822,-11.1921,1.405,-19.1303,-13.616,0.7265,0.549,0.4989,0.7556,0.6867,0.9088,0.6503,0.6544,1.011,1.0063,1.5547,1.545,0.0013,1.6468,0.0191,-0.321,0.0928,-0.1593,-0.3027,0.0808,?,?,?,?,?,DAVANTI_PANTALONI
0.0087,0.0203,0.1423,1.4363,-3.7104,-0.1062,0.1093,0.3306,3.3158,-0.2569,0.0267,0.0351,0.1874,1.9145,-0.1707,0.2431,0.1177,0.343,3.2161,0.0063,-0.0822,0.3263,0.0359,-3.9717,-0.4367,0.1099,0.4305,0.7595,0.415,1.7643,0.9639,0.5464,0.1853,0.5769,0.1722,3.1127,0.9292,0.2985,1.6695,4.0529,-55.7277,2.4276,-33.3803,-13.7502,0.1156,0.1864,0.0942,1.6132,0.8151,0.5053,0.4332,0.7502,0.4466,1.7319,1.031,0.5953,0.0006,0.3474,-0.8797,-0.8481,-0.755,0.8195,0.6894,0.8622,?,?,?,?,?,DAVANTI_PANTALONI
0.396,2.5782,1.6057,8.713,-0.9057,0.4664,5.555,2.3569,14.1963,-0.6503,0.476,4.6699,2.161,13.0746,-0.2625,2.78,5.6753,2.3823,12.5883,0.0026,0.8491,0.8319,0.1424,0.9797,0.1677,0.1712,0.6813,0.743,0.674,1.0907,0.9893,0.9071,0.4641,0.5521,0.4543,1.1895,0.9788,0.8228,0.7402,1.5231,-126.7712,2.0575,-171.2547,-83.2324,0.5315,0.4415,0.3623,0.8307,0.6816,0.8205,0.6138,0.6664,0.6921,1.0858,1.1277,1.0386,0.0042,3.9419,-0.0199,-0.1221,0.0113,0.4583,0.2861,0.6719,?,?,?,?,?,DAVANTI_PANTALONI
-1.2314,7.8901,2.8089,12.8741,-1.6065,-1.1464,11.8043,3.4357,16.0757,-1.452,0.8768,11.1058,3.3325,18.8325,-0.4772,4.8606,10.7741,3.2824,14.9673,0.01,1.0741,-1.4044,-0.2533,-1.3075,-0.2359,0.1804,0.8176,0.8429,0.8558,1.031,1.0467,1.0153,0.6684,0.7105,0.7323,1.0629,1.0956,1.0308,0.8335,1.3043,-52.297,1.5648,-62.7417,-40.0959,0.7534,0.3874,0.3267,0.5142,0.4336,0.8432,0.8008,0.6836,0.8602,0.8536,1.0741,1.2582,0.0103,7.6736,0.5523,-0.4,-0.4283,-0.0346,-0.5387,0.4608,?,?,?,?,?,DAVANTI_PANTALONI
1.1307,7.1319,2.6706,12.2046,-0.5707,-1.182,6.3529,2.5205,11.5027,-1.858,0.4047,3.1936,1.7871,11.7424,-0.3301,3.2094,9.2178,3.0361,11.8487,0.0034,-0.9566,2.794,0.3523,-2.9207,-0.3683,0.1261,1.0595,1.4944,0.8796,1.4104,0.8302,0.5886,1.1226,2.2332,0.7737,1.9893,0.6892,0.3465,0.593,1.5216,-108.3912,2.5658,-182.782,-71.2367,1.9306,0.8802,0.6535,0.4559,0.3385,0.7425,1.061,1.0394,1.03,0.9796,0.9708,0.991,0.0088,4.972,-0.3854,0.6547,0.6907,-0.1713,-0.6863,0.5651,?,?,?,?,?,DAVANTI_PANTALONI
1.1766,7.0508,2.6553,16.2694,-0.6313,1.752,44.9297,6.703,34.3347,-0.3824,0.7979,27.9695,5.2886,29.3225,-0.6283,8.0468,20.2903,4.5045,25.5604,0.0481,0.6715,1.4745,0.1462,2.1958,0.2177,0.0992,0.3961,0.5021,0.5895,1.2674,1.4881,1.1741,0.1569,0.2521,0.3475,1.6064,2.2143,1.3785,0.6629,0.5564,-4.87,0.8394,-7.347,-8.7524,0.4016,0.5539,0.3714,1.3792,0.9249,0.6706,0.4738,0.5548,0.6365,1.1709,1.3433,1.1472,0.0121,11.394,-0.3961,0.0623,-0.0862,0.3179,0.6581,0.4937,?,?,?,?,?,DAVANTI_PANTALONI
-0.4266,0.5539,0.7443,3.6732,-1.3702,0.1354,2.0261,1.4234,6.962,-0.8169,-0.1717,2.0958,1.4477,6.7517,-1.2439,2.0719,0.6129,0.7829,3.5291,0.1253,-3.15,2.484,-0.2059,-0.7886,0.0654,-0.0829,0.5229,0.5141,0.9507,0.9832,1.8182,1.8492,0.2734,0.2643,0.9038,0.9668,3.3059,3.4195,0.6784,0.5673,-4.2019,0.8363,-6.1941,-7.4062,0.4045,0.5151,0.3841,1.2735,0.9498,0.7458,0.5276,0.544,1.0408,1.0312,1.9727,1.9131,0.0026,3.0365,-0.2133,-0.1578,-0.144,0.3238,-0.0088,-0.328,?,?,?,?,?,DAVANTI_PANTALONI
-2.107,21.9969,4.6901,21.2297,-4.3946,0.3834,11.0636,3.3262,16.5937,-1.2571,1.8344,29.0665,5.3913,36.0395,-0.677,4.9532,45.5442,6.7486,21.5225,0.0018,-5.4958,-1.1486,-0.4254,0.209,0.0774,0.3703,1.41,0.8699,0.695,0.617,0.4929,0.7989,1.9882,0.7568,0.483,0.3806,0.2429,0.6382,1.8713,1.1887,-439.3839,0.6352,-234.8017,-369.626,0.5353,0.1831,0.1825,0.3421,0.341,0.9967,1.2794,0.5891,0.9864,0.4604,0.771,1.6745,0.0152,7.473,0.0172,-0.0635,-0.7324,0.4066,-0.1143,0.411,?,?,?,?,?,DAVANTI_PANTALONI
-0.2258,0.2354,0.4852,2.6399,-0.6778,-0.2346,0.7088,0.8419,3.4411,-0.8093,0.077,0.7324,0.8558,4.9461,-0.356,1.157,0.4499,0.6707,3.7246,0.0297,0.9625,-2.9337,-0.1951,-3.048,-0.2027,0.0665,0.5763,0.567,0.7234,0.9838,1.2552,1.2759,0.3322,0.3215,0.5234,0.9678,1.5756,1.628,0.6929,0.8214,-9.3449,1.1855,-13.4875,-11.3775,0.8273,0.4313,0.4099,0.5214,0.4955,0.9502,0.7671,0.5337,0.7088,0.6957,0.9239,1.328,0.0019,1.7381,0.5366,-0.2991,-0.1451,0.3106,0.1593,0.5804,?,?,?,?,?,DAVANTI_PANTALONI
-0.1581,0.0332,0.1821,1.2895,-1.4485,-0.2401,0.1246,0.353,2.9213,-0.8083,-0.0155,0.0116,0.1079,1.0182,-0.3876,0.3703,0.1152,0.3394,1.8436,0.0039,0.6586,10.182,-0.4271,15.4609,-0.6485,-0.0419,0.5159,1.6875,0.5365,3.271,1.0399,0.3179,0.2662,2.8478,0.2878,10.6991,1.0813,0.1011,0.5842,2.6819,-105.6368,4.5906,-180.8217,-39.3892,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4414,1.2664,0.6994,2.8691,1.5845,0.5523,0.0015,0.5436,0.8787,0.3826,-0.6689,0.5404,-0.5777,-0.0277,?,?,?,?,?,DAVANTI_PANTALONI
0.1959,0.6288,0.793,4.4485,-0.9218,0.2646,2.6645,1.6323,8.1197,-0.4025,0.1944,1.8865,1.3735,6.4244,-0.4162,1.6854,2.4854,1.5765,6.9632,0.0102,0.7406,1.008,0.1163,1.3611,0.157,0.1153,0.4858,0.5773,0.503,1.1884,1.0354,0.8712,0.236,0.3333,0.253,1.4124,1.072,0.759,0.9156,1.1302,-29.6623,1.2344,-32.3959,-26.2452,0.3998,0.5102,0.329,1.2762,0.8229,0.6448,0.5479,0.6924,0.6389,1.2639,1.1661,0.9226,0.0021,2.6316,0.4232,0.1778,0.2393,0.9164,0.7951,0.7799,?,?,?,?,?,DAVANTI_PANTALONI
0.1906,0.8234,0.9074,3.1227,-0.9472,0.4837,3.3457,1.8291,7.2921,-0.7026,0.1275,1.0573,1.0283,4.7834,-0.8059,2.0099,1.4733,1.2138,4.9435,0.0306,0.3942,1.4952,0.0949,3.7933,0.2407,0.0634,0.4961,0.8825,0.7476,1.7789,1.507,0.8471,0.2461,0.7788,0.5589,3.1643,2.2709,0.7177,0.5048,0.7116,-9.7467,1.4096,-19.3079,-13.6975,0.3744,0.6055,0.3145,1.617,0.8399,0.5194,0.4282,0.6528,0.6317,1.5245,1.4751,0.9676,0.0028,3.1067,0.8609,0.2922,0.2527,0.5541,0.4071,0.2394,?,?,?,?,?,DAVANTI_PANTALONI
-0.3806,1.8016,1.3422,8.957,-0.7261,-1.1764,4.4678,2.1137,12.5442,-1.6201,0.1213,3.2932,1.8147,16.2217,-0.4091,2.4761,4.9748,2.2304,13.1167,0.0123,0.3235,-3.1363,-0.1537,-9.6948,-0.4751,0.049,0.635,0.7396,0.6018,1.1648,0.9477,0.8136,0.4032,0.5471,0.3622,1.3567,0.8981,0.662,0.4858,0.8,-23.0798,1.647,-47.5116,-28.8481,1.0838,0.4507,0.3907,0.4159,0.3605,0.8669,0.714,0.5522,0.6829,0.7733,0.9564,1.2367,0.0067,3.8005,0.5385,0.0441,-0.0289,-0.0862,-0.6356,0.5189,?,?,?,?,?,DAVANTI_PANTALONI
-0.4321,6.0679,2.4633,12.8652,-0.9367,-0.5301,8.9156,2.9859,13.9843,-1.4774,-0.323,9.7513,3.1227,24.3438,-0.9101,4.3222,6.6257,2.574,13.986,0.0149,0.8153,1.3378,-0.1,1.6409,-0.1226,-0.0747,0.825,0.7888,0.957,0.9562,1.16,1.2131,0.6806,0.6223,0.9158,0.9143,1.3456,1.4717,0.7461,0.5364,-29.4857,0.719,-39.5185,-54.9653,1.1768,0.5212,0.4679,0.4429,0.3976,0.8977,0.92,0.5285,0.9199,0.5745,0.9999,1.7406,0.0041,6.4452,-0.3792,-0.2108,0.0172,0.0537,-0.3344,-0.0956,?,?,?,?,?,DAVANTI_PANTALONI
