@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.0952,0.0029,0.0543,0.2713,-4.4132,8.217,0.0032,0.0568,0.3087,0.9633,9.9762,0.0022,0.0471,0.2175,0.9785,12.9251,0.0039,0.0625,0.2827,0.9784,-0.0116,-0.0095,-0.0074,0.8237,0.6357,0.7718,0.956,1.1518,0.8683,1.2049,0.9083,0.7538,0.9139,1.3268,0.7539,1.4517,0.8249,0.5682,-0.0273,-0.0224,-0.0173,0.8188,0.6324,0.7724,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.2474,0.9599,1.4189,1.0919,0.7695,0.2693,18.2914,0.6657,-0.0426,0.3534,0.4961,0.8619,0.8701,0,0,0,0,0,?,?,?,?,?,PANTALONI
-0.6909,0.0471,0.217,0.9948,?,8.6698,0.6962,0.8344,3.7445,0.6783,9.3621,1.0301,1.0149,4.5366,0.6555,12.7824,1.6744,1.294,5.8168,0.6692,-0.0797,-0.0738,-0.0541,0.9261,0.6783,0.7324,0.2601,0.2138,0.1677,0.8221,0.6448,0.7844,0.0677,0.0457,0.0281,0.6759,0.4158,0.6152,-0.126,-0.1152,-0.0845,0.9146,0.6709,0.7335,0,0,0,0.8839,0.6619,0.7488,0.2657,0.2193,0.171,0.8254,0.6437,0.7799,0.2608,18.7228,0.0257,-0.0868,-0.0458,0.9451,0.9821,0.9897,0,0,0,0,0,?,?,?,?,?,PANTALONI
1.4122,0.7074,0.8411,3.3741,-0.2602,5.4233,1.0935,1.0457,4.0211,0.4583,10.1671,4.873,2.2075,8.7397,0.4576,11.6989,4.5854,2.1414,8.6798,0.4841,0.2604,0.1389,0.1207,0.5334,0.4636,0.8691,0.8043,0.381,0.3928,0.4737,0.4883,1.0309,0.6469,0.1452,0.1543,0.2244,0.2385,1.0627,-0.2048,-0.0945,-0.0856,0.4613,0.4178,0.9056,0.3607,0.1661,0.1591,0.4607,0.4412,0.9579,0.8391,0.3861,0.3887,0.4601,0.4633,1.0069,0.247,17.0727,0.7803,-0.2558,-0.0325,0.1499,0.394,0.9669,3.0638,0.9959,0.998,2,0.5,?,?,?,?,?,PANTALONI
0.0032,2.6625,1.6317,15.5375,-0.7963,-12.3587,0.5151,0.7177,15.7699,?,9.7674,0.0785,0.2801,2.0699,0.8039,15.8379,0.556,0.7456,5.2114,0.738,-0.0003,0.0003,0.0002,-1.2653,-0.7803,0.6167,2.2735,5.8255,2.1884,2.5624,0.9626,0.3757,5.1687,33.9368,4.7891,6.5658,0.9266,0.1411,0.4368,-0.8118,-0.4693,-1.8585,-1.0745,0.5782,0,0.8195,0.4349,0,0,0.5307,0.9853,7.5063,2.9814,7.6185,3.026,0.3972,0.3282,22.6577,-0.7313,-0.6222,0.5561,0.3196,-0.8924,-0.2228,0,0,0,0,0,?,?,?,?,?,PANTALONI
1.8114,4.449,2.1093,8.7583,-0.5728,0.0273,8.3881,2.8962,10.405,-0.3436,10.4596,25.0754,5.0075,16.1728,0.1606,11.1708,25.812,5.0806,16.4415,0.1628,66.43,0.1732,0.1622,0.0026,0.0024,0.9363,0.7283,0.4212,0.4152,0.5784,0.5701,0.9856,0.5304,0.1774,0.1724,0.3345,0.325,0.9715,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.7191,0.289,0.2836,0.402,0.3943,0.9811,0.8417,0.5415,0.5327,0.6434,0.6329,0.9837,0.2212,14.8807,-0.4746,-0.1502,-0.1057,0.6417,0.6616,0.9956,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.0518,0.158,0.3975,2.48,-11.6578,-12.94,0.1445,0.3801,13.7197,?,9.8137,0.0085,0.0921,0.4571,0.9546,16.2462,0.1259,0.3548,1.4679,0.9145,0.004,-0.0053,-0.0032,-1.3186,-0.7965,0.6041,1.0457,4.3147,1.1204,4.126,1.0714,0.2597,1.0935,18.6167,1.2554,17.0242,1.148,0.0674,0.1665,-0.2374,-0.1454,-1.4257,-0.8734,0.6126,0,0.0194,0.0114,0,0,0.5868,0.1808,5.425,1.6894,30.0121,9.3464,0.3114,0.3383,22.8979,0.4068,-0.5334,-0.4951,-0.7231,-0.9896,0.8058,0,0,0,0,0,?,?,?,?,?,PANTALONI
1.4849,6.7264,2.5935,8.8188,-0.8566,-0.8028,1.1736,1.0833,4.248,-2.3519,9.1246,6.244,2.4988,12.592,0.1569,9.726,5.6569,2.3784,12.368,0.1899,-1.8497,0.1627,0.1527,-0.088,-0.0825,0.9382,2.3941,1.0379,1.0904,0.4335,0.4555,1.0506,5.7315,1.0773,1.1891,0.188,0.2075,1.1038,1.365,-1.7362,-1.4031,-1.2719,-1.0279,0.8082,3.7481,0.318,0.3111,0.0849,0.083,0.9782,2.076,0.7004,0.713,0.3374,0.3435,1.0181,0.1933,12.9385,0.0305,-0.3603,-0.3065,-0.2729,-0.3022,0.9888,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.3138,13.7205,3.7041,15.4055,-0.5855,1.1307,8.4403,2.9052,14.0175,-0.4862,9.4381,35.154,5.9291,16.3113,0.0366,10.8722,29.5658,5.4374,17.7482,0.0839,0.2775,0.0333,0.0289,0.1198,0.104,0.8681,1.275,0.6247,0.6812,0.49,0.5343,1.0904,1.6256,0.3903,0.4641,0.2401,0.2855,1.189,1.2407,-9.1709,-3.5003,-7.3919,-2.8213,0.3817,1.0302,0.5739,0.5015,0.5571,0.4869,0.874,1.099,0.9445,0.868,0.8594,0.7898,0.919,0.1981,14.8736,0.0512,0.6679,0.7036,-0.0833,-0.0765,0.9798,205.5625,11245.1182,106.043,303,0.1416,?,?,?,?,?,PANTALONI
0.2283,6.4807,2.5457,10.9167,-1.3188,2.6856,18.8124,4.3373,13.4591,-0.5042,9.8845,14.4874,3.8062,11.9293,0.2993,11.6699,8.5606,2.9259,10.3083,0.3972,0.085,0.0231,0.0196,0.2717,0.2301,0.847,0.5869,0.6688,0.8701,1.1395,1.4824,1.3009,0.3445,0.4473,0.757,1.2985,2.1975,1.6923,1.3762,-1.2183,-0.9142,-0.8853,-0.6642,0.7503,0.5262,0.2765,0.2753,0.5255,0.5232,0.9956,0.8111,0.9151,1.059,1.1282,1.3057,1.1573,0.2134,16.0945,0.3141,-0.4503,-0.6057,-0.8392,-0.704,0.9567,6.875,0.1094,0.3307,1,0.8571,?,?,?,?,?,PANTALONI
2.1172,2.3127,1.5208,6.5384,-0.2946,-3.3944,5.8368,2.4159,9.3513,-10.6211,9.7232,3.5811,1.8924,6.5299,0.5147,10.8997,3.4722,1.8634,6.6756,0.5348,-0.6237,0.2177,0.1942,-0.3491,-0.3114,0.8921,0.6295,0.8036,0.8161,1.2767,1.2965,1.0156,0.3962,0.6458,0.6661,1.6299,1.681,1.0314,0.1741,-0.2149,-0.1939,-1.2342,-1.1137,0.9024,6.2764,0.3754,0.352,0.0598,0.0561,0.9376,0.6992,1.0013,0.9794,1.4321,1.4008,0.9782,0.219,15.5674,-0.6412,-0.1114,0.348,0.2027,-0.3896,0.7894,2,0,0,0,1,?,?,?,?,?,PANTALONI
-0.978,14.4044,3.7953,19.8271,-0.3119,-3.2227,40.51,6.3647,30.342,-0.7791,10.4179,40.6345,6.3745,21.0214,0.1215,12.8664,49.8791,7.0625,25.1099,0.1586,0.3035,-0.0939,-0.076,-0.3093,-0.2505,0.8097,0.5963,0.5954,0.5374,0.9985,0.9012,0.9026,0.3556,0.3545,0.2888,0.9969,0.8122,0.8147,0.3548,-1.6216,-0.9958,-4.5708,-2.8069,0.6141,0.8862,0.6316,0.5064,0.7128,0.5715,0.8018,0.6535,0.9432,0.7896,1.4434,1.2084,0.8372,0.2234,18.7202,0.6738,0.4919,0.4919,-0.1165,-0.1676,0.9406,2.2449,0.1849,0.43,1,0.6667,?,?,?,?,?,PANTALONI
0.3971,0.6163,0.7851,3.518,-1.5142,-1.7874,1.5175,1.2319,4.9593,-3.7919,10.4174,1.2519,1.1189,4.0245,0.6711,10.6686,1.4394,1.1998,4.1475,0.6647,-0.2222,0.0381,0.0372,-0.1716,-0.1675,0.9764,0.6373,0.7017,0.6544,1.101,1.0267,0.9326,0.4062,0.4923,0.4282,1.2121,1.0542,0.8697,0.5399,-0.258,-0.2577,-0.478,-0.4773,0.9986,1.352,0.1144,0.1131,0.0846,0.0837,0.9892,0.7094,0.8741,0.8482,1.2323,1.1957,0.9704,0.2404,13.053,0.3358,-0.235,-0.2982,-0.4937,-0.6082,0.9886,7.4091,25.3781,5.0377,12,0,?,?,?,?,?,PANTALONI
-1.2815,2.4922,1.5787,5.3677,-1.4492,-3.394,10.6896,3.2695,10.1564,-5.2702,10.5437,3.6808,1.9185,6.8607,0.4942,11.6041,6.5389,2.5571,9.2209,0.4296,0.3776,-0.1215,-0.1104,-0.3219,-0.2925,0.9086,0.4828,0.8229,0.6174,1.7042,1.2786,0.7503,0.2331,0.6771,0.3811,2.9042,1.6348,0.5629,0.3721,-0.4738,-0.4573,-1.2735,-1.2292,0.9652,1.353,0.1616,0.1356,0.1194,0.1002,0.8391,0.5285,0.7824,0.5821,1.4804,1.1015,0.744,0.2534,16.1158,-0.7693,0.6665,0.755,-0.8551,-0.9444,0.973,18.5455,68.4297,8.2722,24,0,?,?,?,?,?,PANTALONI
-0.2673,0.7649,0.8746,3.6486,-0.8966,-4.6616,20.1164,4.4851,12.7008,-17.1865,10.7371,9.087,3.0145,8.9302,0.4116,12.1198,20.1664,4.4907,13.0249,0.3242,0.0574,-0.0249,-0.0221,-0.4342,-0.3846,0.8859,0.195,0.2901,0.1948,1.4879,0.9988,0.6713,0.038,0.0842,0.0379,2.2138,0.9975,0.4506,0.1437,-0.2761,-0.276,-1.9211,-1.9208,0.9998,2.7547,0.1267,0.0998,0.046,0.0362,0.7875,0.2873,0.4086,0.2801,1.4222,0.9751,0.6856,0.2661,16.233,0.0924,-0.0549,-0.036,-0.9578,-0.9825,0.9915,1,0,0,0,1,?,?,?,?,?,PANTALONI
0.0179,25.1097,5.011,15.7637,-2.0627,-5.0428,5.4634,2.3374,10.4469,?,11.7569,26.4945,5.1473,16.4847,0.2067,13.807,30.087,5.4852,17.6701,0.2036,-0.0035,0.0015,0.0013,-0.4289,-0.3652,0.8515,2.1438,0.9735,0.9135,0.4541,0.4261,0.9384,4.596,0.9477,0.8346,0.2062,0.1816,0.8806,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0,0.2477,0.232,0,0,0.9365,1.5089,0.9563,0.8921,0.6337,0.5912,0.9329,0.2907,21.0126,-0.0235,-0.6222,-0.652,-0.4501,-0.5909,0.9715,1,0,0,0,1,?,?,?,?,?,PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,2.2273,4.7665,2.1832,6,0,?,?,?,?,?,PANTALONI
0.9436,2.5008,1.5814,6.3108,-0.3457,-1.8631,17.5179,4.1854,11.5142,-2.2284,8.6069,27.2159,5.2169,20.416,0.0195,10.09,23.8663,4.8853,18.2554,0.1319,-0.5065,0.1096,0.0935,-0.2165,-0.1846,0.853,0.3778,0.3031,0.3237,0.8023,0.8567,1.0679,0.1428,0.0919,0.1048,0.6437,0.734,1.1403,0.204,-3.9951,-0.5842,-19.5873,-2.8643,0.1462,1.3149,0.2252,0.223,0.1713,0.1696,0.9901,0.5481,0.3091,0.3457,0.564,0.6307,1.1184,0.1771,13.7862,-0.8288,-0.0036,0.1952,0.1398,-0.1202,0.9477,30.7717,267.0545,16.3418,45.0137,0.0843,?,?,?,?,?,PANTALONI
1.4607,1.1519,1.0733,6.2444,-0.3277,4.9703,3.1365,1.771,6.6483,0.232,8.6054,1.2132,1.1015,4.1949,0.5911,10.2311,1.7156,1.3098,4.9703,0.6161,0.2939,0.1697,0.1428,0.5776,0.4858,0.8411,0.606,0.9744,0.8194,1.6079,1.3521,0.8409,0.3672,0.9495,0.6714,2.5853,1.8283,0.7072,-0.7674,-0.2542,-0.1932,0.3313,0.2518,0.76,0.5433,0.4585,0.3632,0.8439,0.6686,0.7923,0.9392,1.4886,1.2563,1.5849,1.3376,0.844,0.2009,15.1053,-0.3475,-0.5522,-0.4694,0.2308,0.8055,0.7411,4.0472,0,0,0,1,?,?,?,?,?,PANTALONI
1.2936,1.2816,1.1321,4.6009,-0.516,-0.188,3.6156,1.9015,8.7344,-0.6671,8.5933,5.9085,2.4307,8.4287,0.3525,8.9846,5.637,2.3742,8.4012,0.3679,-6.88,0.1505,0.144,-0.0219,-0.0209,0.9565,0.5954,0.4657,0.4768,0.7823,0.8009,1.0238,0.3545,0.2169,0.2274,0.6119,0.6414,1.0482,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.5793,0.2332,0.2283,0.4025,0.3942,0.9794,0.5268,0.5459,0.5476,1.0363,1.0397,1.0033,0.1738,11.6875,-0.0189,-0.4913,-0.4543,-0.3468,-0.2957,0.9923,30.4579,41.5057,6.4425,20.9613,0.435,?,?,?,?,?,PANTALONI
1.9659,5.2332,2.2876,7.0342,-0.157,0.3179,9.9254,3.1505,10.1186,-1.0429,7.4481,10.5108,3.242,11.2799,0.2172,8.4614,13.5151,3.6763,12.0184,0.2105,6.1841,0.264,0.2323,0.0427,0.0376,0.8802,0.7261,0.7056,0.6223,0.9718,0.857,0.8819,0.5273,0.4979,0.3872,0.9443,0.7344,0.7777,0.1848,-0.3049,-0.2979,-1.65,-1.6121,0.977,1.2275,0.4219,0.3994,0.3437,0.3254,0.9467,0.6952,0.6236,0.5853,0.897,0.8419,0.9386,0.1542,12.4859,-0.8611,0.6844,0.7702,-0.3716,-0.4667,0.9832,31.5396,59.832,7.7351,25.3598,0.3401,?,?,?,?,?,PANTALONI
0.4693,7.322,2.7059,9.5793,-0.5549,-12.412,9.84,3.1369,19.8584,?,9.7093,7.3814,2.7169,12.386,0.1978,16.0323,16.0558,4.007,18.0488,0.2828,-0.0378,0.0483,0.0293,-1.2784,-0.7742,0.6056,0.8626,0.996,0.6753,1.1546,0.7829,0.678,0.7441,0.9919,0.456,1.3331,0.6129,0.4597,0.1721,-1.1192,-0.4803,-6.5013,-2.7903,0.4292,0,0.399,0.2448,0,0,0.6136,0.4824,0.7734,0.5307,1.6033,1.1003,0.6863,0.3091,24.3825,0.3065,-0.3259,-0.2731,-0.9557,-0.9878,0.9846,4.2064,0.3393,0.5825,3.803,0.5126,?,?,?,?,?,PANTALONI
0.0092,10.398,3.2246,19.0168,-0.4589,-3.306,14.6029,3.8214,22.2558,-3.0262,8.3011,7.203,2.6838,16.21,0.0895,10.0613,10.8118,3.2881,17.7273,0.2398,-0.0028,0.0011,0.0009,-0.3983,-0.3286,0.8251,0.8438,1.2015,0.9807,1.4238,1.1622,0.8162,0.712,1.4436,0.9617,2.0273,1.3506,0.6662,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.1824,14.3708,-0.4173,0.2817,0.5905,-0.1008,-0.6605,0.6887,0,0,0,0,0,?,?,?,?,?,PANTALONI
-0.209,2.8944,1.7013,6.9155,-0.9163,-1.9007,5.8034,2.409,10.5893,-4.0131,10.15,4.414,2.1009,11.2546,0.2819,10.6757,5.8197,2.4124,12.377,0.3065,0.1099,-0.0206,-0.0196,-0.1873,-0.178,0.9508,0.7062,0.8098,0.7052,1.1466,0.9986,0.8709,0.4987,0.6557,0.4973,1.3148,0.9972,0.7584,0.3901,-0.7486,-0.6044,-1.9189,-1.5495,0.8075,1.7084,0.2303,0.2022,0.1348,0.1184,0.8781,0.6531,0.6145,0.5587,0.9409,0.8556,0.9093,0.2066,13.9608,-0.2931,-0.0045,-0.0027,-0.7174,-0.8111,0.9784,0,0,0,0,0,?,?,?,?,?,PANTALONI
-0.0737,9.1815,3.0301,14.1041,-1.4892,-7.8761,63.9919,7.9995,32.6126,-2.5394,9.6727,26.5321,5.1509,19.2803,-0.0448,14.1162,56.0391,7.4859,28.9298,0.0303,0.0094,-0.0076,-0.0052,-0.8143,-0.5579,0.6852,0.3788,0.5883,0.4048,1.553,1.0686,0.6881,0.1435,0.3461,0.1638,2.4119,1.1419,0.4735,0.3606,10.212,-9.3328,28.3175,-25.8795,-0.9139,0.6149,0.307,0.1899,0.4993,0.3088,0.6186,0.4325,0.7315,0.4875,1.6915,1.1273,0.6665,0.2495,21.498,-0.4795,0.1604,0.1471,-0.8287,-0.8578,0.9367,0,0,0,0,0,?,?,?,?,?,PANTALONI
-0.6008,2.5143,1.5857,6.9155,-0.8916,2.4197,12.0355,3.4692,12.4309,-0.4294,10.2948,8.8757,2.9792,11.1804,0.3418,11.1477,11.3539,3.3696,12.9015,0.3336,-0.2483,-0.0584,-0.0539,0.235,0.2171,0.9235,0.4571,0.5322,0.4706,1.1645,1.0296,0.8842,0.2089,0.2833,0.2214,1.356,1.06,0.7817,0.8729,-0.5613,-0.5047,-0.643,-0.5782,0.8992,0.4204,0.2152,0.1888,0.5119,0.4492,0.8775,0.5563,0.6185,0.536,1.1119,0.9635,0.8666,0.2254,15.0544,0.4381,-0.1247,-0.0587,0.5401,0.6585,0.9765,3.5106,0.4201,0.6482,2,0.5,?,?,?,?,?,PANTALONI
-1.0048,3.7749,1.9429,7.2142,-1.755,1.4925,16.5164,4.064,14.9941,-0.7552,10.4583,8.3321,2.8865,9.6696,0.387,11.4811,9.4216,3.0695,9.2074,0.4395,-0.6732,-0.0961,-0.0875,0.1427,0.13,0.9109,0.4781,0.6731,0.633,1.4079,1.324,0.9404,0.2286,0.4531,0.4007,1.9823,1.753,0.8844,0.7123,-0.7529,-0.6366,-1.057,-0.8937,0.8455,0.3065,0.166,0.1594,0.5416,0.52,0.9602,0.4811,0.7461,0.7835,1.5506,1.6285,1.0502,0.2307,16.0359,0.5863,0.1883,0.1775,0.7727,0.7703,0.964,1.9348,0.5392,0.7343,2,0.3333,?,?,?,?,?,PANTALONI
-0.9316,7.6132,2.7592,14.2564,-4.5859,11.5478,110.1827,10.4968,50.0725,-0.0212,9.4628,24.9958,4.9996,25.7103,0.1047,15.8622,114.9456,10.7213,49.1568,0.0731,-0.0807,-0.0984,-0.0587,1.2203,0.728,0.5966,0.2629,0.5519,0.2574,2.0995,0.9791,0.4663,0.0691,0.3046,0.0662,4.408,0.9586,0.2175,11.2392,-3.8913,-3.0175,-0.3462,-0.2685,0.7754,0.0521,0.0889,0.0481,1.7073,0.9245,0.5415,0.2847,0.5545,0.29,1.9476,1.0186,0.523,0.3183,22.8215,-0.5924,-0.5938,-0.6856,0.5664,0.9603,0.7583,0.2766,0.2001,0.4473,1,0,?,?,?,?,?,PANTALONI
0.209,22.2734,4.7195,25.395,-1.7393,1.1899,10.6897,3.2695,16.6351,-0.6011,9.4545,30.7183,5.5424,44.3412,-0.7794,11.5045,22.1763,4.7092,26.2772,0.1432,0.1756,0.0221,0.0182,0.1259,0.1034,0.8218,1.4435,0.8515,1.0022,0.5899,0.6943,1.1769,2.0836,0.7251,1.0044,0.348,0.482,1.3852,2.5818,0.8302,-3.6701,0.3216,-1.4215,-4.4207,0.8923,0.372,0.3023,0.4169,0.3387,0.8125,1.5266,0.5727,0.9664,0.3752,0.6331,1.6874,0.1986,16.2072,-0.8972,-0.5997,-0.5464,0.5076,0.4372,0.3667,0.8542,0.1246,0.3529,1,0,?,?,?,?,?,PANTALONI
-0.1051,0.0172,0.131,0.5619,-3.5842,13.4288,0.015,0.1225,0.5477,0.96,9.8618,0.0088,0.0936,0.3815,0.962,16.6619,0.0235,0.1533,0.656,0.9614,-0.0078,-0.0107,-0.0063,1.3617,0.806,0.5919,1.0691,1.3992,0.8549,1.3087,0.7996,0.611,1.143,1.9578,0.7309,1.7128,0.6394,0.3733,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0089,0.0122,0.0072,1.3643,0.807,0.5916,1.026,1.4729,0.8565,1.4357,0.8348,0.5815,0.3545,23.4216,0.0097,-0.2141,-0.078,0.968,0.9936,0.9899,1,0,0,0,1,?,?,?,?,?,PANTALONI
-0.1036,0.0047,0.0683,0.3281,-4.4922,13.0095,0.0182,0.1349,0.6314,0.9527,9.8673,0.0119,0.1091,0.4674,0.9538,16.3287,0.0292,0.171,0.7576,0.9547,-0.008,-0.0105,-0.0063,1.3184,0.7967,0.6043,0.5064,0.6263,0.3996,1.2366,0.789,0.6381,0.2565,0.3922,0.1597,1.5292,0.6226,0.4071,-0.0211,-0.0278,-0.0168,1.3192,0.7965,0.6038,0.0045,0.0059,0.0036,1.3206,0.7982,0.6044,0.5196,0.7019,0.4331,1.3509,0.8334,0.617,0.3474,22.9853,0.1309,0.1741,0.147,0.9431,0.9938,0.9763,1,0,0,0,1,?,?,?,?,?,PANTALONI
0.786,0.0258,0.1607,0.635,0.3923,6.514,0.3958,0.6291,2.6022,0.6698,9.5066,0.0885,0.2976,1.2323,0.8773,11.5632,0.2267,0.4761,1.8914,0.8507,0.1207,0.0827,0.068,0.6852,0.5633,0.8221,0.2554,0.54,0.3375,2.1143,1.3213,0.6249,0.0652,0.2916,0.1139,4.4703,1.7458,0.3905,0.0777,0.0465,0.038,0.5993,0.4898,0.8173,0.1326,0.1041,0.0825,0.7849,0.6221,0.7926,0.244,0.5153,0.3357,2.1116,1.3758,0.6516,0.2511,16.8066,-0.4038,0.432,-0.0584,0.2411,0.8619,0.6986,0,0,0,0,0,?,?,?,?,?,PANTALONI
