@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.6285,12.7041,3.5643,17.029,-1.1149,5.2294,2.2997,1.5165,7.9756,0.3211,0.6285,12.7041,3.5643,17.029,-1.1149,6.709,10.8345,3.2916,13.4345,0.2233,0.1202,1,0.0937,8.3199,0.7795,0.0937,2.3504,1,1.0828,0.4255,0.4607,1.0828,5.5242,1,1.1726,0.181,0.2123,1.1726,-2.3801,1,-2.3244,-0.4201,0.9766,-2.3244,0.6854,1,0.4655,1.4589,0.6792,0.4655,2.1352,1,1.2676,0.4684,0.5937,1.2676,0.0265,10.0199,-0.0902,1,0.3621,-0.0902,0.8253,0.3621,-16.6436,69.7818,8.3536,32.1466,?,-15.2262,149.6823,12.2345,38.6878,?,-35.4768,75.2023,8.6719,44.298,?,1.0931,0.4691,0.4292,0.6828,0.9633,1.4108,0.4662,0.9279,1.9904,0.8309,0.7257,0.8734,1,1,1,0.8309,0.7257,0.8734,0.2102,67.3466,0.5993,-0.7723,-0.9306,DAVANTI_PANTALONI
0.0298,2.6773,1.6363,8.5079,-0.705,-9.1724,4.7508,2.1796,17.6088,?,0.0298,2.6773,1.6363,8.5079,-0.705,9.4572,4.7998,2.1908,13.1782,0.2541,-0.0032,1,0.0032,-307.7663,-0.9699,0.0032,0.7507,1,0.7469,1.3321,0.9949,0.7469,0.5635,1,0.5578,1.7745,0.9898,0.5578,0.1998,1,-0.7836,5.0056,-3.9223,-0.7836,0,1,0.2824,0,0,0.2824,0.4832,1,0.6456,2.0697,1.3362,0.6456,0.0456,11.6569,0.2146,1,-0.1323,0.2146,-0.9793,-0.1323,-14.5409,6.3933,2.5285,19.2466,?,33.9633,4.8087,2.1929,8.2881,0.7782,19.4324,23.0642,4.8025,18.1338,0.38,-0.4281,-0.7483,1.7478,1.1531,0.5265,0.4566,1.3295,0.2772,0.2085,-0.6619,-1.7314,2.6159,0,0,1.2775,2.3222,1.0614,0.4571,0.2077,67.9365,-0.5527,0.8088,-0.8388,DAVANTI_PANTALONI
-8.546,34.1335,5.8424,20.7307,-20.6087,-0.7388,20.1956,4.494,19.6904,-1.4626,-8.546,34.1335,5.8424,20.7307,-20.6087,13.5484,51.517,7.1775,29.4127,0.0287,11.5673,1,-0.6308,0.0865,-0.0545,-0.6308,1.3001,1,0.814,0.7692,0.6261,0.814,1.6901,1,0.6626,0.5917,0.392,0.6626,1.6906,1,-22.7118,0.5915,-13.4341,-22.7118,0.12,1,0.0317,8.3343,0.264,0.0317,1.0528,1,0.7048,0.9498,0.6695,0.7048,0.0308,20.6962,0.8318,1,-0.9611,0.8318,-0.7483,-0.9611,33.2841,178.5749,13.3632,37.1323,0.1948,-14.5466,343.4004,18.5311,57.1854,-2.8351,7.5177,192.9219,13.8896,44.7189,-0.5689,-2.2881,4.4274,-1.935,0.7211,0.9621,1.3342,0.52,0.9256,1.78,-0.2125,-0.554,2.607,3.0927,1.6179,0.5231,0.6493,0.8303,1.2788,0.0944,65.5332,0.8891,0.7874,0.714,DAVANTI_PANTALONI
-8.1549,20.8266,4.5636,27.1577,-2.6767,-3.4844,17.8945,4.2302,21.421,-2.1203,-8.1549,20.8266,4.5636,27.1577,-2.6767,12.9175,37.8298,6.1506,27.9367,0.0313,2.3404,1,-0.6313,0.4273,-0.2697,-0.6313,1.0788,1,0.742,0.9269,0.6878,0.742,1.1639,1,0.5505,0.8592,0.473,0.5505,1.3583,1,-21.8845,0.7362,-16.1118,-21.8845,1.076,1,0.2561,0.9294,0.238,0.2561,1.2678,1,0.9721,0.7888,0.7668,0.9721,0.0303,20.8443,0.4506,1,-0.933,0.4506,-0.5931,-0.933,35.1736,127.1733,11.2771,33.8974,0.2802,-6.9396,285.6384,16.9008,59.8953,-1.7257,4.2772,469.946,21.6782,64.4119,-1.0424,-5.0685,8.2234,-1.6224,0.6673,0.5202,0.7796,0.4452,0.2706,0.6078,-0.3479,-0.4013,1.1535,2.143,1.4932,0.6968,0.5659,0.5263,0.9299,0.0909,70.3574,0.6826,0.7475,0.8319,DAVANTI_PANTALONI
3.0696,23.3645,4.8337,21.1984,-0.2433,2.8413,6.2886,2.5077,12.0578,-0.4056,3.0696,23.3645,4.8337,21.1984,-0.2433,7.32,26.3543,5.1336,23.265,0.0371,1.0803,1,0.4193,0.9256,0.3882,0.4193,1.9275,1,0.9416,0.5188,0.4885,0.9416,3.7154,1,0.8866,0.2692,0.2386,0.8866,1.1922,1,-4.6261,0.8388,-3.8803,-4.6261,1.9876,1,0.7057,0.5031,0.355,0.7057,1.7581,1,0.9112,0.5688,0.5183,0.9112,0.0143,11.0888,-0.1276,1,0.9353,-0.1276,0.0257,0.9353,-1.7137,592.2028,24.3352,64.8575,-2.5212,-30.5254,60.6117,7.7854,42.54,?,-14.0121,249.2532,15.7878,49.4385,-0.9855,0.0561,0.1223,2.1785,3.1258,1.5414,0.4931,9.7704,2.3759,0.2432,1.0916,1.8924,1.7336,0,0.7397,0,1.5246,1.3119,0.8605,0.0926,72.6326,-0.7211,-0.8151,0.5991,DAVANTI_PANTALONI
6.3141,28.1413,5.3048,33.2633,-0.5069,3.3667,21.8999,4.6797,30.6532,-0.1593,6.3141,28.1413,5.3048,33.2633,-0.5069,11.2401,42.9116,6.5507,37.3617,0.0365,1.8755,1,0.5617,0.5332,0.2995,0.5617,1.1336,1,0.8098,0.8822,0.7144,0.8098,1.285,1,0.6558,0.7782,0.5103,0.6558,2.657,1,-7.9011,0.3764,-2.9737,-7.9011,0.8348,1,0.5692,1.1979,0.6819,0.5692,1.0851,1,0.8903,0.9215,0.8204,0.8903,0.0259,17.7014,-0.238,1,0.6944,-0.238,0.3297,0.6944,-33.7714,79.5995,8.9219,49.4995,?,3.6051,290.3,17.0382,50.9384,-0.9883,-15.6181,565.4418,23.779,78.3585,-1.173,-9.3677,2.1623,-0.2308,0.5236,0.3752,0.7165,0.2742,0.1408,0.5134,1.955,1.1702,0.5986,0,0,0.7105,0.9718,0.6317,0.6501,0.1013,75.2404,0.3467,-0.5246,-0.82,DAVANTI_PANTALONI
7.4145,0.4352,0.6597,3.2766,0.6398,6.4868,0.1946,0.4412,2.1388,0.7241,7.4145,0.4352,0.6597,3.2766,0.6398,12.3405,0.8065,0.898,4.5219,0.6969,1.143,1,0.6008,0.8749,0.5257,0.6008,1.4954,1,0.7346,0.6687,0.4913,0.7346,2.2361,1,0.5397,0.4472,0.2413,0.5397,1.0371,1,0.5598,0.9642,0.5397,0.5598,1.1737,1,0.6097,0.852,0.5195,0.6097,1.532,1,0.7246,0.6527,0.473,0.7246,0.0339,21.3158,0.355,0.9999,0.9692,0.355,0.5734,0.9692,-44.1087,2.587,1.6084,46.7987,?,-10.1477,2.8927,1.7008,13.0188,?,-1.2032,4.0506,2.0126,7.5592,-1.4708,4.3467,36.6599,8.434,0.9457,0.7992,0.8451,0.8943,0.6387,0.7141,3.5947,10.4001,2.8932,1,0,0,3.5947,6.191,1.7222,0.1244,56.2446,0.1408,-0.7946,-0.365,DAVANTI_PANTALONI
7.5552,0.6121,0.7823,4.2775,0.5693,6.3202,0.2227,0.472,2.3851,0.6827,7.5552,0.6121,0.7823,4.2775,0.5693,12.4294,1.064,1.0315,5.3608,0.6618,1.1954,1,0.6079,0.8365,0.5085,0.6079,1.6576,1,0.7585,0.6033,0.4576,0.7585,2.7478,1,0.5753,0.3639,0.2094,0.5753,1.1019,1,0.539,0.9076,0.4892,0.539,1.3213,1,0.6265,0.7568,0.4742,0.6265,1.7934,1,0.7979,0.5576,0.4449,0.7979,0.0336,21.4306,0.2351,1,0.9736,0.2351,0.4496,0.9736,-43.2161,1.0301,1.0149,44.8792,?,-6.4648,1.9785,1.4066,10.199,?,10.4699,25.2213,5.0221,14.8788,0.1015,6.6848,-4.1277,-0.6175,0.7216,0.2021,0.2801,0.5206,0.0408,0.0784,4.4004,-26.7139,-6.0708,1,0,0,4.4004,3.0163,0.6855,0.1218,60.1508,-0.401,0.6721,-0.4976,DAVANTI_PANTALONI
5.6457,15.4294,3.928,16.7021,-0.2098,6.3372,2.0935,1.4469,6.5935,0.3778,5.6457,15.4294,3.928,16.7021,-0.2098,11.339,8.2868,2.8787,14.2528,0.2906,0.8909,1,0.4979,1.1225,0.5589,0.4979,2.7148,1,1.3645,0.3683,0.5026,1.3645,7.3702,1,1.8619,0.1357,0.2526,1.8619,-0.7233,1,-0.4961,-1.3826,0.6858,-0.4961,1.3028,1,0.6872,0.7676,0.5275,0.6872,2.5331,1,1.1719,0.3948,0.4626,1.1719,0.051,18.2168,-0.8124,1,0.8855,-0.8124,-0.5532,0.8855,-18.2591,344.5516,18.5621,45.4,-4.128,-35.3145,32.0919,5.665,46.3908,?,3.8477,266.7216,16.3316,44.0682,-1.2454,0.517,-4.7455,-9.1781,3.2766,1.1366,0.3469,10.7364,1.2918,0.1203,0.7878,1.4952,1.898,0,0.4511,0,0.9786,1.0302,1.0527,0.1997,73.773,-0.7325,-0.9743,0.6265,DIETRO_PANTALONI
4.8025,14.0993,3.7549,18.6431,-0.221,3.906,9.3637,3.06,12.9326,-0.1587,4.8025,14.0993,3.7549,18.6431,-0.221,8.9629,18.6139,4.3144,21.8491,0.0227,1.2295,1,0.5358,0.8133,0.4358,0.5358,1.2271,1,0.8703,0.8149,0.7093,0.8703,1.5057,1,0.7575,0.6641,0.503,0.7575,1.905,1,-6.6371,0.5249,-3.4841,-6.6371,1.368,1,0.6829,0.731,0.4992,0.6829,1.4416,1,0.8533,0.6937,0.5919,0.8533,0.0212,14.3359,0.1007,1,0.9039,0.1007,0.3885,0.9039,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DIETRO_PANTALONI
2.1291,23.2358,4.8203,23.3276,-0.2127,5.5219,5.1303,2.265,11.84,-0.2528,2.1291,23.2358,4.8203,23.3276,-0.2127,8.0517,26.3293,5.1312,27.335,0.0477,0.3856,1,0.2644,2.5935,0.6858,0.2644,2.1282,1,0.9394,0.4699,0.4414,0.9394,4.5292,1,0.8825,0.2208,0.1948,0.8825,1.7128,1,-2.987,0.5838,-1.7439,-2.987,2.0353,1,0.6701,0.4913,0.3292,0.6701,1.9702,1,0.8534,0.5076,0.4331,0.8534,0.0169,11.2101,0.1369,1,0.9299,0.1369,0.4156,0.9299,-24.6404,35.4437,5.9535,38.6993,?,-25.3853,102.213,10.11,35.5789,?,-22.1601,6.8009,2.6079,28.2593,?,0.9707,1.1119,1.1455,0.5889,2.2829,3.8768,0.3468,5.2116,15.0293,1.0877,1.3694,1.259,1,1,1,1.0877,1.3694,1.259,0.1119,72.1857,-0.9011,0.1057,-0.469,DIETRO_PANTALONI
1.9869,12.6006,3.5497,18.5598,-0.1674,1.9197,4.7218,2.173,11.8804,-0.489,1.9869,12.6006,3.5497,18.5598,-0.1674,5.0205,16.298,4.0371,22.2249,0.0266,1.035,1,0.3958,0.9662,0.3824,0.3958,1.6336,1,0.8793,0.6122,0.5383,0.8793,2.6686,1,0.7731,0.3747,0.2897,0.7731,0.6821,1,-4.3744,1.466,-6.4131,-4.3744,1.9926,1,0.6963,0.5019,0.3494,0.6963,1.5622,1,0.8351,0.6401,0.5346,0.8351,0.0091,7.6359,0.175,1,0.9359,0.175,0.3076,0.9359,6.9745,61.2949,7.8291,32.2784,-0.9852,3.9313,77.2005,8.7864,41.4581,-2.6563,-35.7767,18.2941,4.2772,38.4598,?,1.7741,-0.1949,-0.1099,0.891,1.8304,2.0543,0.794,3.3505,4.22,0.5318,0.4165,0.7831,1.434,0,0,0.7786,0.8393,1.078,0.0986,52.7968,0.7404,-0.6931,-0.9063,DIETRO_PANTALONI
8.1798,1.1142,1.0556,6.0604,0.4617,5.654,1.3638,1.1678,4.6655,0.4514,8.1798,1.1142,1.0556,6.0604,0.4617,12.9547,1.5542,1.2467,5.9081,0.6492,1.4467,1,0.6314,0.6912,0.4364,0.6314,0.9039,1,0.8467,1.1064,0.9368,0.8467,0.817,1,0.7169,1.224,0.8775,0.7169,1.3538,1,0.4753,0.7387,0.3511,0.4753,1.3237,1,0.6684,0.7555,0.505,0.6684,1.299,1,1.0258,0.7698,0.7897,1.0258,0.0333,22.0135,-0.2945,1,0.8946,-0.2945,0.1555,0.8946,-30.1017,73.3735,8.5658,49.3195,?,-29.9107,179.1702,13.3854,40.86,?,14.6613,58.0851,7.6214,22.8607,0.1438,1.0064,-2.0531,-2.0401,0.6399,1.1239,1.7563,0.4095,1.2632,3.0846,1.207,-12.8466,-10.6431,1,0,0,1.207,2.1574,1.7873,0.116,74.6736,-0.9967,-0.362,0.4275,DIETRO_PANTALONI
8.7763,0.6739,0.8209,4.3751,0.6123,4.6281,0.4921,0.7015,3.173,0.535,8.7763,0.6739,0.8209,4.3751,0.6123,13.2806,0.9309,0.9648,5.4954,0.6675,1.8963,1,0.6608,0.5273,0.3485,0.6608,1.1703,1,0.8509,0.8545,0.7271,0.8509,1.3695,1,0.724,0.7302,0.5286,0.724,1.8926,1,0.6264,0.5284,0.331,0.6264,1.6537,1,0.6828,0.6047,0.4129,0.6828,1.3788,1,0.7961,0.7252,0.5774,0.7961,0.0342,22.1806,-0.5644,1,0.9716,-0.5644,-0.355,0.9716,-25.8394,7.2768,2.6975,35.9985,?,-35.2322,22.2858,4.7208,38.9389,?,18.803,27.8847,5.2806,20.2194,0.3136,0.7334,-1.3742,-1.8738,0.5714,0.5108,0.894,0.3265,0.261,0.7992,0.9245,-3.8963,-4.2145,1,0,0,0.9245,1.7804,1.9258,0.1229,79.8746,-0.9897,-0.8182,0.8573,DIETRO_PANTALONI
8.1889,0.9806,0.9903,6.0342,0.503,5.4891,0.7127,0.8442,3.567,0.5107,8.1889,0.9806,0.9903,6.0342,0.503,12.8646,1.4227,1.1928,7.3037,0.5977,1.4919,1,0.6365,0.6703,0.4267,0.6365,1.173,1,0.8302,0.8525,0.7078,0.8302,1.3759,1,0.6893,0.7268,0.501,0.6893,1.6399,1,0.5627,0.6098,0.3431,0.5627,1.6653,1,0.6687,0.6005,0.4016,0.6687,1.6917,1,0.8262,0.5911,0.4884,0.8262,0.0345,21.867,-0.3038,1,0.9507,-0.3038,0.0035,0.9507,-24.6011,11.9535,3.4574,35.8795,?,-34.4473,33.5578,5.7929,39.5996,?,13.0446,52.465,7.2433,20.0409,0.1629,0.7142,-1.8859,-2.6407,0.5968,0.4773,0.7998,0.3562,0.2278,0.6396,0.9061,-9.2031,-10.1573,1,0,0,0.9061,1.7903,1.9759,0.1191,72.093,-0.9639,-0.7615,0.8895,DIETRO_PANTALONI
2.7578,8.9777,2.9963,25.0344,-1.0758,8.0425,27.9797,5.2896,41.9326,-0.0722,2.7578,8.9777,2.9963,25.0344,-1.0758,9.9744,26.3384,5.1321,41.3184,0.0435,0.3429,1,0.2765,2.9163,0.8063,0.2765,0.5664,1,0.5838,1.7654,1.0307,0.5838,0.3209,1,0.3409,3.1166,1.0623,0.3409,4.5933,1,-6.9015,0.2177,-1.5025,-6.9015,0.3084,1,0.2792,3.2427,0.9053,0.2792,0.597,1,0.6059,1.675,1.0149,0.6059,0.0231,14.4105,-0.2803,1,0.0624,-0.2803,0.8989,0.0624,-8.7579,14.828,3.8507,19.6198,-3.3601,-42.1256,199.3676,14.1198,57.5394,?,-106.7861,39.0962,6.2527,115.4999,?,0.2079,0.082,0.3945,0.2727,0.6158,2.2582,0.0744,0.3793,5.0994,0.2628,0.1309,0.4982,0,0,1,0.341,0.1699,0.4982,0.2975,157.8318,0.0831,0.1639,-0.9407,TASCA_GIACCA_ALTA
1.5745,7.5589,2.7493,15.8342,-0.4084,5.3272,7.4714,2.7334,15.8771,-0.0793,1.5745,7.5589,2.7493,15.8342,-0.4084,6.5521,12.9963,3.605,20.7283,0.0295,0.2956,1,0.2403,3.3835,0.8131,0.2403,1.0058,1,0.7626,0.9942,0.7582,0.7626,1.0117,1,0.5816,0.9884,0.5749,0.5816,3.9357,1,-7.2954,0.2541,-1.8537,-7.2954,0.7643,1,0.5264,1.3085,0.6888,0.5264,0.9973,1,0.7639,1.0027,0.766,0.7639,0.0144,9.7195,0.5968,1,0.8142,0.5968,0.8958,0.8142,2.5988,76.5521,8.7494,25.7385,-1.2001,-22.1716,57.8324,7.6048,39.0594,?,-113.6887,0.3203,0.566,115.1993,?,-0.1172,-0.0229,0.195,1.1505,15.4586,13.4362,1.3237,238.9683,180.532,0.3594,0.1219,0.3391,0,0,1,0.659,0.2234,0.3391,0.2896,144.41,0.938,-0.0364,-0.145,TASCA_GIACCA_ALTA
2.2447,7.0466,2.6546,12.6576,-0.2852,5.1437,7.0693,2.6588,13.0182,-0.0525,2.2447,7.0466,2.6546,12.6576,-0.2852,6.8369,10.9538,3.3096,13.5514,0.1194,0.4364,1,0.3283,2.2915,0.7523,0.3283,0.9984,1,0.8021,1.0016,0.8034,0.8021,0.9968,1,0.6433,1.0032,0.6454,0.6433,4.3282,1,-1.5287,0.231,-0.3532,-1.5287,0.7962,1,0.64,1.2559,0.8038,0.64,0.9723,1,0.934,1.0285,0.9607,0.934,0.0154,10.412,0.3541,1,0.8372,0.3541,0.7376,0.8372,0.145,189.7172,13.7738,39.238,-1.4586,-23.8155,20.6715,4.5466,37.7396,?,-110.8343,3.1274,1.7684,113.6398,?,-0.0061,-0.0013,0.2149,3.0295,7.7887,2.571,9.1777,60.6637,6.6099,0.6168,0.2048,0.3321,0,0,1,1.0397,0.3453,0.3321,0.2892,147.4445,0.7937,-0.8803,-0.7225,TASCA_GIACCA_ALTA
2.7578,8.9777,2.9963,25.0344,-1.0758,8.0425,27.9797,5.2896,41.9326,-0.0722,2.7578,8.9777,2.9963,25.0344,-1.0758,9.9744,26.3384,5.1321,41.3184,0.0435,0.3429,1,0.2765,2.9163,0.8063,0.2765,0.5664,1,0.5838,1.7654,1.0307,0.5838,0.3209,1,0.3409,3.1166,1.0623,0.3409,4.5933,1,-6.9015,0.2177,-1.5025,-6.9015,0.3084,1,0.2792,3.2427,0.9053,0.2792,0.597,1,0.6059,1.675,1.0149,0.6059,0.0231,14.4105,-0.2803,1,0.0624,-0.2803,0.8989,0.0624,-8.7579,14.828,3.8507,19.6198,-3.3601,-42.1256,199.3676,14.1198,57.5394,?,-106.7861,39.0962,6.2527,115.4999,?,0.2079,0.082,0.3945,0.2727,0.6158,2.2582,0.0744,0.3793,5.0994,0.2628,0.1309,0.4982,0,0,1,0.341,0.1699,0.4982,0.2975,157.8318,0.0831,0.1639,-0.9407,TASCA_GIACCA_ALTA
