@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.5528,4.9002,2.2136,13.4729,-1.0742,0.6194,6.7012,2.5887,10.815,-0.6313,-0.326,10.855,3.2947,14.6107,-0.9879,4.4468,3.4776,1.8648,8.5656,0.0595,0.8925,-1.6956,0.1243,-1.8999,0.1393,-0.0733,0.8551,0.6719,1.187,0.7857,1.3882,1.7668,0.7312,0.4514,1.4091,0.6173,1.927,3.1214,1.6671,0.961,-12.8686,0.5764,-7.719,-13.3912,0.9798,0.8838,0.7132,0.902,0.7279,0.807,1.2458,0.9221,1.5729,0.7402,1.2626,1.7057,0.0046,6.5932,0.2137,0.1861,0.2273,-0.0369,0.2755,0.2427,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.7372,4.2329,2.0574,11.8642,-2.0529,0.5587,3.2682,1.8078,9.8512,-0.8111,-0.851,5.814,2.4112,14.4983,-3.1787,3.1418,5.024,2.2414,11.5331,0.0381,-1.3194,0.8663,-0.2346,-0.6566,0.1778,-0.2709,1.1381,0.8533,0.9179,0.7498,0.8066,1.0758,1.2952,0.7281,0.8425,0.5621,0.6505,1.1572,1.8083,0.7234,-17.474,0.4,-9.663,-24.1558,0.7145,1.1201,0.3241,1.5677,0.4537,0.2894,1.2043,0.8183,1.0287,0.6795,0.8542,1.2571,0.0067,4.6868,0.0879,0.6349,-0.6055,-0.2296,0.3743,-0.751,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.9689,5.4663,2.338,13.9225,-2.2836,-0.5011,6.3775,2.5254,13.0107,-1.2927,-1.6142,5.25,2.2913,12.4489,-2.8909,4.0022,4.8717,2.2072,12.0141,0.0138,1.9336,0.6002,-0.2421,0.3104,-0.1252,-0.4033,0.9258,1.0204,1.0593,1.1022,1.1442,1.0381,0.8571,1.0412,1.1221,1.2148,1.3091,1.0776,1.3199,1.0468,-57.7515,0.7931,-43.7547,-55.1683,0.7472,1.3252,0.3481,1.7737,0.4658,0.2626,1.0701,1.1184,1.1589,1.0451,1.083,1.0362,0.0104,5.9711,0.0666,0.4207,-0.5565,0.0009,-0.101,-0.587,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0945,1.3678,1.1695,6.5027,-0.5907,-0.0387,0.4782,0.6915,3.075,-0.6522,0.0533,0.5138,0.7168,3.8142,-0.9124,1.3385,0.5816,0.7626,3.9986,0.0255,2.4411,-1.7729,-0.0706,-0.7263,-0.0289,0.0398,1.6913,1.6316,1.5336,0.9647,0.9068,0.94,2.8606,2.6621,2.352,0.9306,0.8222,0.8835,1.9893,1.3269,-23.1221,0.667,-11.6232,-17.4256,2.1965,2.0498,0.9963,0.9332,0.4536,0.4861,2.1147,1.7049,1.6262,0.8062,0.769,0.9539,0.0007,2.0152,-0.2398,-0.4091,0.0769,0.1497,0.2499,0.1001,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-0.0992,1.2269,1.1077,6.1188,-0.7116,0.0196,0.4901,0.7001,3.236,-0.8591,0.0916,0.6642,0.815,4.0882,-1.436,1.3455,0.5894,0.7677,3.6019,0.0315,-5.0523,-1.0835,-0.0738,0.2145,0.0146,0.0681,1.5822,1.3591,1.4428,0.859,0.9119,1.0616,2.5032,1.8473,2.0817,0.7379,0.8316,1.1269,1.7012,1.0556,-21.6957,0.6205,-12.7533,-20.5536,2.0538,2.1302,0.9612,1.0372,0.468,0.4512,1.8909,1.4967,1.6988,0.7915,0.8984,1.135,0.0007,2.0376,0.2326,-0.183,0.0812,0.1886,0.2824,-0.2734,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.9105,5.0417,2.2454,11.2381,-0.3479,-1.047,11.9601,3.4583,17.2148,-2.6324,-0.4606,13.5421,3.68,18.0882,-0.5737,4.9661,8.0189,2.8318,11.8955,0.101,-0.8696,-1.9765,0.1833,2.2728,-0.2108,-0.0928,0.6493,0.6102,0.7929,0.9398,1.2213,1.2995,0.4215,0.3723,0.6287,0.8832,1.4915,1.6888,0.2325,0.4399,-2.17,1.8919,-9.3332,-4.9332,1.7592,0.7254,0.6301,0.4123,0.3582,0.8686,0.6528,0.6213,0.9447,0.9517,1.4472,1.5206,0.0077,7.1278,-0.3097,0.0943,0.5224,0.1758,-0.6676,0.2017,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
1.0163,5.9387,2.4369,13.5425,-0.4965,-1.2991,8.6589,2.9426,15.3884,-1.6417,-0.2447,6.5754,2.5643,14.0741,-1.1646,4.1335,6.8678,2.6207,10.179,0.0948,-0.7823,-4.1528,0.2459,5.3081,-0.3143,-0.0592,0.8282,0.9504,0.9299,1.1475,1.1229,0.9785,0.6859,0.9032,0.8647,1.3169,1.2608,0.9574,0.4698,0.5934,-4.2148,1.2629,-8.9709,-7.1031,1.5535,1.3918,0.8047,0.8959,0.518,0.5782,0.88,0.9622,1.3304,1.0934,1.5118,1.3827,0.0088,6.1641,-0.1828,-0.0461,0.6345,-0.119,-0.6047,0.2097,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
0.9105,5.0417,2.2454,11.2381,-0.3479,-1.047,11.9601,3.4583,17.2148,-2.6324,-0.4606,13.5421,3.68,18.0882,-0.5737,4.9661,8.0189,2.8318,11.8955,0.101,-0.8696,-1.9765,0.1833,2.2728,-0.2108,-0.0928,0.6493,0.6102,0.7929,0.9398,1.2213,1.2995,0.4215,0.3723,0.6287,0.8832,1.4915,1.6888,0.2325,0.4399,-2.17,1.8919,-9.3332,-4.9332,1.7592,0.7254,0.6301,0.4123,0.3582,0.8686,0.6528,0.6213,0.9447,0.9517,1.4472,1.5206,0.0077,7.1278,-0.3097,0.0943,0.5224,0.1758,-0.6676,0.2017,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
1.0163,5.9387,2.4369,13.5425,-0.4965,-1.2991,8.6589,2.9426,15.3884,-1.6417,-0.2447,6.5754,2.5643,14.0741,-1.1646,4.1335,6.8678,2.6207,10.179,0.0948,-0.7823,-4.1528,0.2459,5.3081,-0.3143,-0.0592,0.8282,0.9504,0.9299,1.1475,1.1229,0.9785,0.6859,0.9032,0.8647,1.3169,1.2608,0.9574,0.4698,0.5934,-4.2148,1.2629,-8.9709,-7.1031,1.5535,1.3918,0.8047,0.8959,0.518,0.5782,0.88,0.9622,1.3304,1.0934,1.5118,1.3827,0.0088,6.1641,-0.1828,-0.0461,0.6345,-0.119,-0.6047,0.2097,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
-1.2533,13.1563,3.6272,27.7059,-5.0577,0.1556,5.2111,2.2828,14.0629,-0.5526,-0.6986,12.5468,3.5421,44.8722,-5.2255,3.1617,23.0011,4.7959,44.1432,0.0017,-8.0524,1.794,-0.3964,-0.2228,0.0492,-0.221,1.5889,1.024,0.7563,0.6445,0.476,0.7386,2.5247,1.0486,0.572,0.4153,0.2266,0.5455,4.6216,0.6142,-304.6111,0.1329,-65.9103,-495.975,0.505,0.6345,0.1034,1.2567,0.2048,0.163,1.9701,0.6174,0.6276,0.3134,0.3186,1.0165,0.0076,4.9542,-0.3365,0.5637,-0.8848,0.087,0.2838,-0.7145,?,?,?,?,?,1100,0,0,0,1,TASCA_GIACCA
