@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.7152,13.0586,3.6137,21.7549,-2.1949,-2.5271,50.1417,7.0811,36.6368,-1.4487,0.0637,36.5255,6.0436,30.365,-0.4525,7.5928,48.976,6.9983,24.8519,0.0176,0.283,-11.223,-0.0942,-39.656,-0.3328,0.0084,0.5103,0.5979,0.5164,1.1717,1.0118,0.8636,0.2604,0.3575,0.2666,1.3728,1.0238,0.7458,0.6895,1.5799,-33.6512,2.2913,-48.8034,-21.2991,0.4551,0.3257,0.2692,0.7157,0.5915,0.8264,0.5938,0.7164,0.8754,1.2065,1.4742,1.2218,0.018,11.2548,0.5012,-0.3918,-0.5292,0.3552,-0.4126,0.4196,309.2877,30145.4375,173.6244,570,0.1231,?,?,?,?,?,DESTRA_PANTALONI
0.3619,15.6006,3.9498,19.4689,-0.6003,-2.9897,13.6017,3.6881,15.0908,-3.7048,0.2663,20.3364,4.5096,19.7346,-0.7275,6.244,19.6911,4.4375,14.9371,0.0048,-0.1211,1.3589,0.058,-11.2248,-0.4788,0.0427,1.071,0.8759,0.8901,0.8178,0.8311,1.0163,1.147,0.7671,0.7923,0.6688,0.6908,1.0328,0.6146,0.8787,-101.8091,1.4298,-165.6604,-115.8598,3.7929,1.065,0.8106,0.2808,0.2137,0.7611,1.2901,0.9865,1.3034,0.7647,1.0103,1.3212,0.0207,9.6879,0.3306,0.433,0.1086,0.2254,-0.8027,0.2131,17.4589,17.2483,4.1531,25,0.0385,?,?,?,?,?,DESTRA_PANTALONI
0.1889,12.3428,3.5132,21.9074,-1.3285,-2.628,31.6615,5.6269,29.7469,-6.0944,0.4506,31.0952,5.5763,28.1504,-0.4197,6.065,45.4608,6.7425,31.3833,0.0143,-0.0719,0.4191,0.0311,-5.8317,-0.4333,0.0743,0.6244,0.63,0.5211,1.0091,0.8345,0.827,0.3898,0.3969,0.2715,1.0182,0.6965,0.684,0.4891,1.5019,-27.4382,3.0706,-56.0967,-18.2687,2.2438,0.4745,0.2955,0.2115,0.1317,0.6228,0.7365,0.7782,0.6981,1.0567,0.9479,0.897,0.0183,9.3505,-0.2545,-0.3382,0.1335,-0.5843,-0.8978,0.6733,439.2069,2732.8955,52.2771,216,0.5325,?,?,?,?,?,DESTRA_PANTALONI
-0.517,9.1449,3.024,15.1074,-1.1479,-2.3385,9.9047,3.1472,11.8935,-9.8621,-0.0944,12.5161,3.5378,16.6544,-0.5334,4.568,16.4435,4.0551,14.618,0.0296,0.2211,5.4749,-0.1132,24.7621,-0.5119,-0.0207,0.9609,0.8548,0.7457,0.8896,0.7761,0.8724,0.9233,0.7307,0.5561,0.7914,0.6024,0.7612,0.7477,1.3936,-18.1264,1.864,-24.2441,-13.0065,6.4237,0.6476,0.4669,0.1008,0.0727,0.721,1.2702,0.9071,1.0335,0.7141,0.8136,1.1393,0.016,7.164,0.6877,0.257,-0.3895,-0.0687,-0.9072,0.2755,6.5416,32.2002,5.6745,22.6253,0.1533,?,?,?,?,?,DESTRA_PANTALONI
0.0505,4.7284,2.1745,9.7367,-1.1154,-1.0755,11.5658,3.4008,14.2365,-1.3977,0.0121,4.7946,2.1896,8.1431,-0.7577,4.0623,5.7457,2.397,9.0054,0.0492,-0.0469,4.187,0.0124,-89.2355,-0.2648,0.003,0.6394,0.9931,0.9072,1.5531,1.4188,0.9135,0.4088,0.9862,0.823,2.4123,2.0129,0.8345,0.6186,1.4625,-11.0276,2.3642,-17.8262,-7.5401,0.7752,0.9935,0.486,1.2816,0.6269,0.4892,0.6839,1.1957,1.0812,1.7483,1.5809,0.9042,0.0072,6.3098,-0.229,-0.3399,-0.2065,-0.6254,-0.5024,0.5952,21.1343,326.7674,18.0767,40.6131,0.0926,?,?,?,?,?,DESTRA_PANTALONI
0.433,0.0298,0.1725,1.0026,-0.0108,-0.5789,0.1903,0.4362,3.5472,-4.179,-0.1134,0.03,0.1731,0.9559,-0.8907,0.8137,0.1233,0.3512,2.7707,0.0468,-0.748,-3.8203,0.5322,5.107,-0.7114,-0.1393,0.3955,0.9967,0.4913,2.52,1.242,0.4929,0.1564,0.9935,0.2413,6.3505,1.5426,0.2429,0.0038,0.0239,-0.079,6.3563,-21.0483,-3.3114,1.4481,1.9618,0.3412,1.3547,0.2356,0.1739,0.2826,1.0489,0.3619,3.7109,1.2803,0.345,0.0049,1.2092,0.0724,-0.1142,0.2455,-0.6687,-0.8511,0.542,4.1762,0.381,0.6173,6.2178,0.3915,?,?,?,?,?,DESTRA_PANTALONI
0.0076,1.08,1.0392,9.4795,-0.6128,-0.0413,2.7571,1.6604,12.9072,-1.1,0.0448,1.834,1.3542,13.9265,-0.7538,1.3943,3.7307,1.9315,10.9297,0.0038,-0.1844,0.1702,0.0055,-0.9231,-0.0296,0.0321,0.6259,0.7674,0.538,1.2261,0.8597,0.7011,0.3917,0.5889,0.2895,1.5033,0.739,0.4916,0.5327,0.6017,-87.3196,1.1295,-163.9117,-145.1173,0.9563,0.7402,0.5358,0.774,0.5602,0.7238,0.7344,0.6807,0.8673,0.9268,1.1809,1.2742,0.0004,2.1526,0.0863,-0.2809,0.1696,-0.7792,-0.085,-0.0166,0,0,0,0,0,?,?,?,?,?,DESTRA_PANTALONI
-0.47,26.2054,5.1191,28.9428,-1.7584,-1.8647,58.2023,7.629,38.6951,-2.2674,-0.0414,32.2475,5.6787,29.3114,-1.0594,7.8095,59.3661,7.7049,31.9057,0.0064,0.252,11.3432,-0.0602,45.0072,-0.2388,-0.0053,0.671,0.9015,0.6644,1.3435,0.9901,0.737,0.4502,0.8126,0.4414,1.8049,0.9804,0.5432,0.6871,1.2236,-89.6821,1.7808,-130.5233,-73.2943,0.886,0.7372,0.3268,0.8321,0.3688,0.4432,0.748,0.9874,0.9071,1.3201,1.2128,0.9187,0.0139,12.2449,0.8862,0.0863,-0.3592,0.3208,-0.5324,0.0675,3.0345,36.585,6.0486,25,0,?,?,?,?,?,DESTRA_PANTALONI
0.2032,0.6913,0.8314,5.069,-0.8008,-0.3203,6.9145,2.6295,11.5319,-0.9704,-0.1022,4.0456,2.0114,12.1263,-0.4379,2.9216,3.2698,1.8083,8.2198,0.0277,-0.6345,-1.9889,0.0696,3.1344,-0.1096,-0.035,0.3162,0.4134,0.4598,1.3073,1.4542,1.1123,0.1,0.1709,0.2114,1.7091,2.1147,1.2373,0.3969,0.6104,-9.614,1.538,-24.2224,-15.7495,0.481,0.3338,0.3329,0.694,0.6923,0.9975,0.4396,0.418,0.6167,0.951,1.4029,1.4752,0.0027,4.0549,-0.4174,0.0218,0.0963,0.2523,-0.0093,0.3347,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.4231,4.1363,2.0338,10.2963,-0.6854,-1.4029,8.3018,2.8813,17.2273,-2.1765,-0.3451,10.1992,3.1936,33.3029,-0.3918,3.7804,10.6125,3.2577,23.8982,0.023,0.3016,1.2261,-0.1119,4.0652,-0.3711,-0.0913,0.7059,0.6368,0.6243,0.9022,0.8845,0.9803,0.4982,0.4055,0.3898,0.814,0.7823,0.9611,0.3547,0.4466,-7.4391,1.259,-20.9713,-16.6573,1.1264,0.2553,0.2497,0.2267,0.2217,0.9782,0.5977,0.3092,0.4308,0.5173,0.7209,1.3935,0.0108,5.7612,-0.5428,-0.2704,0.2798,0.3076,-0.5504,0.0765,0.5214,0.2495,0.4995,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1262,2.8125,1.6771,10.7127,-0.9871,-0.4666,2.501,1.5814,11.7897,-0.8203,-0.1949,5.6271,2.3722,25.3289,-0.2928,2.3885,5.5073,2.3468,20.3873,0.0012,0.2704,0.6474,-0.0528,2.3941,-0.1954,-0.0816,1.0605,0.707,0.7146,0.6667,0.6739,1.0108,1.1246,0.4998,0.5107,0.4444,0.4541,1.0218,1.0016,0.9278,-218.6009,0.9263,-218.2491,-235.6221,0.8324,0.2752,0.2641,0.3306,0.3173,0.9599,0.9086,0.4229,0.5255,0.4655,0.5783,1.2424,0.0036,3.688,0.3067,0.2041,0.2354,0.0812,-0.2933,0.2729,6.1748,13.2631,3.6419,13,0,?,?,?,?,?,SINISTRA_PANTALONI
0.7151,3.3489,1.83,9.175,-0.7842,-1.9323,14.0541,3.7489,20.7491,-1.1569,-0.2312,14.0562,3.7492,21.3995,-0.5214,5.176,8.9665,2.9944,16.5989,0.0521,-0.3701,-3.0929,0.1382,8.358,-0.3733,-0.0447,0.4881,0.4881,0.6111,0.9999,1.252,1.2521,0.2383,0.2383,0.3735,0.9999,1.5674,1.5676,0.3624,0.5499,-4.42,1.5175,-12.1979,-8.0384,0.5345,0.3656,0.2937,0.6839,0.5494,0.8032,0.4422,0.4287,0.5527,0.9696,1.25,1.2892,0.0148,7.8364,-0.6237,0.1156,0.2475,0.024,-0.4603,0.2242,1.7071,0.2928,0.5411,2,0.3333,?,?,?,?,?,SINISTRA_PANTALONI
-0.8136,6.7717,2.6023,18.388,-0.7301,-1.5507,11.7319,3.4252,21.1833,-0.931,0.4745,12.9031,3.5921,23.7217,-0.402,5.0058,9.64,3.1048,16.9707,0.0443,0.5247,-1.7146,-0.1625,-3.2681,-0.3098,0.0948,0.7597,0.7244,0.8381,0.9535,1.1032,1.1569,0.5772,0.5248,0.7025,0.9092,1.217,1.3385,0.7597,1.1408,-9.854,1.5015,-12.97,-8.638,0.9689,0.6282,0.5985,0.6484,0.6177,0.9528,0.868,0.7752,1.0835,0.893,1.2482,1.3978,0.013,7.4177,0.5398,-0.0727,-0.2625,0.1894,-0.093,0.382,1.6286,1.7763,1.3328,4,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.319,0.1567,0.3958,1.4568,-3.055,-0.328,1.4305,1.1961,6.2937,-0.9165,-0.035,0.9521,0.9757,5.1308,-0.6119,1.3368,0.9629,0.9813,4.5702,0.0055,0.9727,9.1046,-0.2387,9.3604,-0.2454,-0.0262,0.331,0.4057,0.4034,1.2258,1.2189,0.9943,0.1095,0.1646,0.1627,1.5026,1.4856,0.9887,0.3647,0.5635,-43.3986,1.5452,-119.0097,-77.0175,0.1094,0.1129,0.0782,1.0317,0.7146,0.6927,0.2315,0.2839,0.3188,1.2267,1.3771,1.1227,0.0033,2.0475,-0.0909,-0.2706,-0.4026,0.9755,-0.0561,0.0286,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.2137,0.9708,0.9853,4.0168,-0.388,-0.5547,1.4917,1.2213,5.2427,-1.2736,-0.1032,1.1527,1.0737,5.5219,-0.7247,1.7691,0.8496,0.9217,3.587,0.0077,-0.3852,-2.0712,0.1208,5.3771,-0.3136,-0.0583,0.8067,0.9177,1.0689,1.1375,1.325,1.1648,0.6508,0.8422,1.1427,1.294,1.7557,1.3568,0.3823,0.4839,-40.4545,1.2657,-105.8112,-83.5971,1.2551,0.9039,0.8006,0.7202,0.6379,0.8857,0.7662,0.7274,1.1198,0.9494,1.4616,1.5394,0.0043,2.5799,0.3999,-0.1333,0.4035,0.6992,0.129,0.2074,1.4245,0.2443,0.4943,1,0.5,?,?,?,?,?,SINISTRA_PANTALONI
0.018,0.0128,0.1131,0.5412,-0.7935,-0.26,0.0252,0.1588,0.773,-4.2353,0.0213,0.0173,0.1316,0.7028,-0.8408,0.3277,0.0164,0.1279,0.6289,0.0405,-0.0693,0.8461,0.055,-12.2017,-0.7936,0.065,0.7123,0.8589,0.8843,1.2059,1.2415,1.0296,0.5073,0.7377,0.782,1.4541,1.5414,1.06,0.3829,0.746,-9.0095,1.9482,-23.529,-12.0776,2.0439,0.7905,0.4604,0.3868,0.2253,0.5824,0.7002,0.7702,0.8606,1.0999,1.2291,1.1174,0.0018,0.4695,0.1011,-0.1862,-0.0711,0.0179,-0.8542,0.1057,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.031,0.2252,0.4745,1.797,-0.9716,0.1187,0.323,0.5684,2.3271,-0.5924,-0.063,0.2579,0.5078,3.0763,-0.646,0.8024,0.1813,0.4257,1.9444,0.0758,0.2615,-0.4929,0.0387,-1.8848,0.1479,-0.0785,0.8349,0.9345,1.1146,1.1193,1.335,1.1927,0.6971,0.8732,1.2423,1.2527,1.7822,1.4226,1.0229,0.7334,-5.5508,0.7171,-5.4268,-7.5682,0.6237,0.4877,0.4332,0.7819,0.6946,0.8883,0.7722,0.5841,0.9242,0.7565,1.1968,1.5822,0.001,1.2089,0.3817,-0.3854,0.3497,-0.1904,0.5333,0.0924,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0807,0.0232,0.1522,1.4197,-2.4311,0.0959,0.1167,0.3416,3.0363,-0.1461,0.0339,0.048,0.2192,1.893,-0.1695,0.2409,0.1467,0.383,3.1695,0.0103,0.8419,2.38,0.3352,2.8271,0.3982,0.1408,0.4456,0.6944,0.3974,1.5585,0.8917,0.5722,0.1986,0.4823,0.1579,2.4288,0.7952,0.3274,2.5985,3.6673,-30.4545,1.4113,-11.7202,-8.3044,0.1562,0.2556,0.1292,1.6367,0.8272,0.5054,0.4676,0.75,0.4479,1.604,0.958,0.5972,0.0009,0.3687,-0.9122,-0.8888,-0.8778,0.8708,0.9202,0.9134,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1415,0.9799,0.9899,4.8445,-1.4624,-0.317,7.0192,2.6494,12.2099,-0.8371,-0.0062,5.1338,2.2658,13.7109,-0.4085,3.1745,3.1762,1.7822,11.6523,0.0214,-0.4463,-22.7854,0.0446,51.0497,-0.0999,-0.002,0.3736,0.4369,0.5554,1.1693,1.4866,1.2713,0.1396,0.1909,0.3085,1.3673,2.2099,1.6163,0.5171,0.7236,-11.276,1.3992,-21.805,-15.5836,0.296,0.2021,0.1652,0.6827,0.5582,0.8175,0.3968,0.3533,0.4158,0.8905,1.0479,1.1767,0.0025,4.4397,-0.0303,0.1807,-0.0738,0.2758,0.1691,0.495,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.645,3.793,1.9476,12.538,-0.6189,-1.4842,7.7435,2.7827,17.5494,-3.209,-0.2608,9.2779,3.046,17.7977,-1.0122,4.0056,7.4566,2.7307,15.5612,0.0355,0.4346,2.4729,-0.161,5.69,-0.3705,-0.0651,0.6999,0.6394,0.7132,0.9136,1.0191,1.1155,0.4898,0.4088,0.5087,0.8346,1.0385,1.2442,0.3582,0.5354,-8.3794,1.4945,-23.3903,-15.6506,1.8575,0.8756,0.48,0.4714,0.2584,0.5483,0.7144,0.7045,0.8057,0.986,1.1278,1.1437,0.0119,6.1427,0.4159,0.0985,0.0084,0.6285,-0.6084,-0.2342,0.3913,0.586,0.7655,3,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0245,4.7608,2.1819,8.8755,-0.9295,-0.4477,4.3385,2.0829,11.7434,-0.6643,-0.1155,3.0895,1.7577,12.443,-0.3822,3.0693,2.9828,1.7271,12.1582,0.0098,-0.0548,-0.2126,0.008,3.8781,-0.1459,-0.0376,1.0475,1.2413,1.2633,1.185,1.206,1.0177,1.0973,1.5409,1.596,1.4043,1.4545,1.0358,0.9122,1.2426,-35.4819,1.3623,-38.8987,-28.5542,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7558,0.7133,0.73,0.9438,0.9659,1.0234,0.0032,4.7399,0.475,0.5256,0.0512,0.649,0.0314,0.1259,5.4583,42.0122,6.4817,18,0,?,?,?,?,?,SINISTRA_PANTALONI
0.2622,4.0194,2.0049,11.2417,-0.6224,-0.1534,29.8808,5.4663,29.5438,-0.7258,0.395,24.3692,4.9365,26.0313,-0.7783,6.7626,12.7853,3.5757,17.3004,0.0756,-1.7085,0.6638,0.0388,-0.3885,-0.0227,0.0584,0.3668,0.4061,0.5607,1.1073,1.5288,1.3806,0.1345,0.1649,0.3144,1.2262,2.3371,1.906,0.3471,0.3785,-3.0497,1.0906,-8.7865,-8.0563,0.4048,0.4733,0.3703,1.1694,0.9147,0.7822,0.3805,0.4319,0.6498,1.1349,1.7077,1.5047,0.0036,9.7964,0.1245,-0.1286,0.0001,0.3063,0.1833,0.3638,2.9143,0.4498,0.6707,3,0.25,?,?,?,?,?,SINISTRA_PANTALONI
-0.437,0.4033,0.6351,3.4419,-1.772,-0.1036,2.0455,1.4302,6.8234,-1.366,-0.0021,1.0124,1.0062,5.3737,-0.7043,1.6805,0.839,0.916,3.7796,0.0715,4.2183,205.5265,-0.26,48.7231,-0.0616,-0.0013,0.444,0.6312,0.6933,1.4214,1.5614,1.0985,0.1972,0.3984,0.4807,2.0205,2.4381,1.2067,0.5585,0.9908,-7.5651,1.774,-13.5452,-7.6354,0.4305,0.3938,0.305,0.9147,0.7085,0.7746,0.5044,0.6405,0.9107,1.2698,1.8054,1.4218,0.0033,2.5126,-0.1697,-0.0929,-0.1146,0.4877,-0.3063,-0.0013,2.2246,0.1742,0.4173,1,0.6667,?,?,?,?,?,SINISTRA_PANTALONI
-0.0514,5.2291,2.2867,16.8308,-0.6688,-2.7846,33.7067,5.8057,21.7349,-50.7672,-0.2367,46.0122,6.7832,41.9203,-0.8109,4.8385,69.3495,8.3276,28.1605,0.0026,0.0185,0.2171,-0.0106,11.7626,-0.5755,-0.0489,0.3939,0.3371,0.2746,0.8559,0.6972,0.8145,0.1551,0.1136,0.0754,0.7326,0.486,0.6635,0.3164,0.3593,-90.3755,1.1355,-285.5988,-251.5182,24.0219,0.4357,0.3572,0.0181,0.0149,0.8199,0.7744,0.4015,0.5977,0.5185,0.7718,1.4886,0.0201,7.189,-0.211,0.0793,0.2276,0.507,-0.9107,-0.1399,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.085,0.3887,0.6235,2.4261,-1.0325,-0.4992,0.9572,0.9784,3.5448,-1.7792,0.2585,0.8796,0.9379,4.5272,-0.2006,1.3801,0.6441,0.8026,3.6733,0.0451,0.1702,-0.3286,-0.0616,-1.931,-0.3617,0.1873,0.6373,0.6648,0.7768,1.0432,1.219,1.1685,0.4061,0.4419,0.6034,1.0882,1.486,1.3655,0.5431,1.6293,-7.1072,3.0001,-13.0869,-4.3622,0.9359,0.3166,0.3103,0.3383,0.3316,0.9802,0.6844,0.5359,0.6605,0.783,0.965,1.2324,0.0043,1.9923,0.8354,-0.1254,-0.6197,0.2708,-0.3362,0.5578,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0432,0.0051,0.0713,0.4571,-0.7151,-0.2608,0.0377,0.1941,1.8578,-2.7737,-0.0485,0.014,0.1184,1.0195,-5.3369,0.3076,0.0344,0.1854,1.5214,0.0182,-0.1658,-0.8921,0.1406,5.38,-0.8478,-0.1576,0.3676,0.6026,0.3848,1.6395,1.0468,0.6385,0.1351,0.3631,0.148,2.688,1.0958,0.4077,0.1396,0.222,-6.7607,1.5903,-48.4367,-30.4576,0.5414,1.6565,0.172,3.0598,0.3177,0.1038,0.2461,0.4484,0.3005,1.8222,1.2212,0.6702,0.0019,0.4169,0.3653,0.2019,-0.3068,0.5851,-0.8539,-0.6695,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.3753,0.4241,0.6513,3.1917,-1.491,-0.0551,3.0847,1.7563,7.1773,-0.3792,0.2193,1.9091,1.3817,5.8243,-0.3968,1.9097,1.9629,1.401,6.2202,0.0332,6.8065,-1.711,-0.1965,-0.2514,-0.0289,0.1149,0.3708,0.4713,0.4648,1.2711,1.2536,0.9862,0.1375,0.2222,0.2161,1.6158,1.5715,0.9726,0.9681,1.1546,-8.9418,1.1926,-9.2361,-7.7447,0.2462,0.3073,0.1992,1.2481,0.8089,0.6481,0.4447,0.548,0.5131,1.2323,1.1539,0.9364,0.0031,2.9725,0.4955,0.2247,0.0786,0.9439,0.6781,0.7364,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1932,0.4814,0.6938,2.4024,-0.4262,-0.2642,0.9152,0.9567,3.5503,-0.6288,-0.0258,0.8271,0.9094,4.0958,-0.7188,1.4159,0.3268,0.5716,2.784,0.0953,-0.7314,-7.487,0.1365,10.2362,-0.1866,-0.0182,0.7253,0.7629,1.2138,1.052,1.6736,1.5909,0.526,0.5821,1.4733,1.1066,2.8009,2.5311,0.5239,0.4191,-2.4478,0.8001,-4.6728,-5.84,0.7728,0.7069,0.5474,0.9147,0.7083,0.7743,0.6767,0.5865,0.8629,0.8668,1.2753,1.4712,0.0023,2.1462,0.8934,0.2179,0.6569,0.5076,0.6666,0.4017,4.7887,0.1666,0.4082,1,0.8,?,?,?,?,?,SINISTRA_PANTALONI
-0.4527,1.635,1.2787,7.2321,-2.0533,-0.7084,3.5171,1.8754,11.9235,-1.6492,0.073,3.3381,1.8271,13.7838,-0.3945,2.4933,2.9858,1.7279,12.8524,0.0325,0.6391,-6.1977,-0.1816,-9.6979,-0.2841,0.0293,0.6818,0.6999,0.74,1.0265,1.0853,1.0574,0.4649,0.4898,0.5476,1.0536,1.178,1.118,0.6552,1.2473,-11.2774,1.9037,-17.2118,-9.0415,0.5263,0.2396,0.1783,0.4553,0.3388,0.7441,0.6065,0.5247,0.5627,0.865,0.9277,1.0725,0.0061,3.8724,0.5588,-0.2278,-0.3319,0.0763,-0.3208,0.5541,3.6286,0.2335,0.4832,1,0.75,?,?,?,?,?,SINISTRA_PANTALONI
-0.1405,5.9219,2.4335,10.8183,-0.7745,-0.942,8.5654,2.9267,13.1872,-1.5098,-0.918,9.2113,3.035,20.4059,-1.4143,4.3206,6.7813,2.6041,11.5565,0.0347,0.1491,0.153,-0.0325,1.0261,-0.218,-0.2125,0.8315,0.8018,0.9345,0.9643,1.1239,1.1655,0.6914,0.6429,0.8733,0.9299,1.2631,1.3583,0.5952,0.395,-11.3783,0.6636,-19.1169,-28.8069,1.1603,0.7213,0.5093,0.6217,0.4389,0.706,0.8204,0.5302,0.9361,0.6462,1.1411,1.7658,0.0094,6.5069,-0.6395,0.0011,0.217,0.158,-0.2998,-0.3962,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
