@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.6365,13.268,3.6425,22.4492,-2.1194,-0.2846,49.2214,7.0158,31.2746,-2.4772,9.7769,37.4548,6.12,30.2799,0.0017,12.1609,48.13,6.9376,32.8474,0.0449,2.2368,-0.0651,-0.0523,-0.0291,-0.0234,0.804,0.5192,0.5952,0.525,1.1464,1.0113,0.8822,0.2696,0.3542,0.2757,1.3142,1.0227,0.7782,0.6846,-294.8051,-9.8774,-430.6426,-14.4286,0.0335,0.8001,0.2373,0.2093,0.2965,0.2615,0.882,0.7178,0.7414,0.6834,1.0328,0.9521,0.9218,0.0671,17.1881,0.6646,-0.3393,-0.5427,0.0979,-0.3585,0.8586,309.2877,30145.4375,173.6244,570,0.1231,?,?,?,?,?,DESTRA_PANTALONI
0.3233,15.7872,3.9733,19.7543,-0.6272,1.31,90.4811,9.5122,29.8789,-1.1501,9.9701,20.609,4.5397,19.9587,0.0578,14.1199,28.7297,5.36,25.3136,0.0759,0.2468,0.0324,0.0229,0.1314,0.0928,0.7061,0.4177,0.8752,0.7413,2.0953,1.7747,0.847,0.1745,0.766,0.5495,4.3904,3.1494,0.7173,0.4764,-6.2242,-3.6625,-13.065,-7.6878,0.5884,0.8736,0.5731,0.4432,0.656,0.5073,0.7733,0.6611,0.9898,0.7804,1.497,1.1804,0.7885,0.0689,21.6835,-0.3527,0.4469,0.5565,-0.3411,-0.4172,0.9586,17.4589,17.2483,4.1531,25,0.0385,?,?,?,?,?,DESTRA_PANTALONI
0.3169,13.8679,3.724,22.0728,-1.1952,-2.3884,52.9318,7.2754,35.4662,-5.5995,10.3112,32.1814,5.6729,27.9743,0.0504,12.1178,64.2669,8.0167,40.1927,0.0358,-0.1327,0.0307,0.0261,-0.2316,-0.1971,0.8509,0.5119,0.6565,0.4645,1.2825,0.9075,0.7076,0.262,0.4309,0.2158,1.6448,0.8236,0.5007,0.3994,-8.0933,-8.0516,-20.2652,-20.1608,0.9948,1.871,0.3413,0.2412,0.1824,0.1289,0.7067,0.6224,0.789,0.5492,1.2678,0.8824,0.696,0.073,16.7763,-0.0836,-0.2882,-0.0746,-0.7368,-0.895,0.9438,439.2069,2732.8955,52.2771,216,0.5325,?,?,?,?,?,DESTRA_PANTALONI
-0.6137,8.9462,2.991,15.2216,-1.1641,1.8725,95.8612,9.7909,30.0193,-1.812,9.6722,12.5482,3.5423,16.6545,0.1943,13.8729,22.3332,4.7258,24.1338,0.1506,-0.3278,-0.0635,-0.0442,0.1936,0.135,0.6972,0.3055,0.8444,0.6329,2.764,2.0718,0.7496,0.0933,0.7129,0.4006,7.6394,4.2923,0.5619,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6589,0.3403,0.2476,0.5164,0.3757,0.7276,0.5071,0.914,0.6307,1.8025,1.2439,0.6901,0.0658,21.0262,0.2843,0.2483,0.0031,-0.4138,-0.571,0.9269,6.5416,32.2002,5.6745,22.6253,0.1533,?,?,?,?,?,DESTRA_PANTALONI
0.0944,4.8111,2.1934,9.7366,-1.1153,-4.329,70.68,8.4071,25.7697,-3.0806,9.8111,4.7847,2.1874,8.1441,0.4352,13.0816,24.1551,4.9148,17.1531,0.2838,-0.0218,0.0096,0.0072,-0.4412,-0.3309,0.75,0.2609,1.0028,0.4463,3.8434,1.7106,0.4451,0.0681,1.0055,0.1992,14.772,2.9261,0.1981,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.071,19.0924,0.497,-0.3207,-0.587,-0.6612,-0.8879,0.8754,21.1343,326.7674,18.0767,40.6131,0.0926,?,?,?,?,?,DESTRA_PANTALONI
0.4249,0.0296,0.172,0.995,-0.0163,-7.1129,0.2639,0.5137,9.7105,?,9.6946,0.0308,0.1754,1.0015,0.9029,12.0379,0.1705,0.4129,3.1076,0.7804,-0.0597,0.0438,0.0353,-0.7337,-0.5909,0.8053,0.3349,0.9809,0.4167,2.9289,1.2441,0.4248,0.1122,0.9622,0.1736,8.5787,1.5478,0.1804,0.0016,-0.0017,-0.0014,-1.0425,-0.8793,0.8435,0,0.0949,0.0692,0,0,0.729,0.1025,0.9935,0.3202,9.6959,3.1247,0.3223,0.0797,17.2326,0.0457,-0.1137,-0.0565,-0.6179,-0.9631,0.8045,4.1762,0.381,0.6173,6.2178,0.3915,?,?,?,?,?,DESTRA_PANTALONI
0.0184,1.0854,1.0418,11.2251,-1.1133,-6.2692,6.9027,2.6273,16.5242,?,9.5107,1.91,1.382,13.7769,0.2254,11.5839,5.4668,2.3381,18.1701,0.2262,-0.0029,0.0019,0.0016,-0.6592,-0.5412,0.821,0.3965,0.7538,0.4456,1.9011,1.1237,0.5911,0.1572,0.5683,0.1985,3.614,1.2626,0.3494,0.3579,-1.4751,-1.1132,-4.1221,-3.1106,0.7546,0,0.2986,0.2262,0,0,0.7574,0.6793,0.8148,0.6178,1.1994,0.9094,0.7582,0.077,16.313,-0.0431,-0.1497,-0.0235,-0.4335,-0.9039,0.7669,0,0,0,0,0,?,?,?,?,?,DESTRA_PANTALONI
-0.5984,25.9104,5.0902,29.6916,-1.8523,3.1859,66.0683,8.1282,37.6648,-1.7078,9.6765,31.2061,5.5862,30.3993,-0.2545,13.8905,34.382,5.8636,25.9776,0.1388,-0.1878,-0.0618,-0.0431,0.3292,0.2294,0.6966,0.6262,0.9112,0.8681,1.455,1.3862,0.9527,0.3922,0.8303,0.7536,2.1172,1.9216,0.9076,0.8117,3.1266,-4.6054,3.8519,-5.6738,-1.473,0.7484,0.4296,0.3451,0.574,0.4611,0.8033,0.7883,0.9767,1.143,1.239,1.4499,1.1702,0.0704,20.7321,0.6357,0.0886,-0.3086,0.1083,-0.3126,0.7121,3.0345,36.585,6.0486,25,0,?,?,?,?,?,DESTRA_PANTALONI
0.1965,0.8061,0.8978,5.7034,-1.1516,0.4866,7.5089,2.7402,14.1603,-1.0058,9.9252,3.9578,1.9894,11.7296,0.3491,10.3325,4.2968,2.0729,11.4184,0.3671,0.4039,0.0198,0.019,0.049,0.0471,0.9606,0.3276,0.4513,0.4331,1.3774,1.3219,0.9597,0.1073,0.2037,0.1876,1.8972,1.7476,0.9211,0.4299,-0.4852,-0.4609,-1.1286,-1.072,0.9498,0.3755,0.1471,0.1469,0.3918,0.3913,0.9988,0.4028,0.4862,0.4995,1.2072,1.2401,1.0273,0.0695,12.8007,-0.2076,-0.0584,-0.0183,0.2537,0.2777,0.9696,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.4949,4.0166,2.0041,10.1894,-0.7012,3.2622,30.2088,5.4963,23.0964,-0.8224,9.7545,10.5941,3.2549,33.2805,0.0199,11.67,14.6676,3.8298,33.5605,0.0367,-0.1517,-0.0507,-0.0424,0.3344,0.2795,0.8359,0.3646,0.6157,0.5233,1.6886,1.4351,0.8499,0.133,0.3791,0.2738,2.8515,2.0596,0.7223,0.4029,-6.2066,-3.2813,-15.403,-8.1433,0.5287,0.4726,0.1764,0.1719,0.3732,0.3638,0.9746,0.4412,0.3062,0.3036,0.694,0.6882,0.9917,0.0736,17.0734,-0.0124,-0.2839,-0.4237,-0.0971,-0.056,0.942,0.5214,0.2495,0.4995,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.125,3.0008,1.7323,11.8478,-0.7888,3.7451,10.8725,3.2973,16.7714,-0.3661,9.9462,5.9691,2.4432,25.3595,0.1463,11.2235,6.8439,2.6161,25.4211,0.1582,-0.0334,-0.0126,-0.0111,0.3765,0.3337,0.8862,0.5254,0.709,0.6622,1.3496,1.2604,0.9339,0.276,0.5027,0.4385,1.8215,1.5886,0.8722,1.1623,-1.2019,-1.0936,-1.034,-0.9408,0.9099,0.5395,0.223,0.2193,0.4133,0.4065,0.9837,0.7064,0.4672,0.4661,0.6613,0.6597,0.9976,0.0743,15.5812,0.1815,0.2565,0.3745,0.0688,0.2886,0.9467,6.1748,13.2631,3.6419,13,0,?,?,?,?,?,SINISTRA_PANTALONI
0.6944,3.3493,1.8301,8.9669,-0.7653,-0.0651,28.951,5.3806,30.5656,-0.9001,9.8874,15.8463,3.9807,22.8646,0.1138,11.2256,20.3781,4.5142,26.9301,0.1154,-10.6611,0.0702,0.0619,-0.0066,-0.0058,0.8808,0.3401,0.4597,0.4054,1.3517,1.1919,0.8818,0.1157,0.2114,0.1644,1.827,1.4207,0.7776,0.2685,-1.3235,-1.1065,-4.9294,-4.121,0.836,0.3158,0.1969,0.1668,0.6235,0.5284,0.8475,0.2934,0.3922,0.333,1.3368,1.135,0.849,0.0708,15.6411,-0.5555,0.1013,0.215,-0.2919,-0.2757,0.9532,1.7071,0.2928,0.5411,2,0.3333,?,?,?,?,?,SINISTRA_PANTALONI
-0.8295,5.8479,2.4182,13.0618,-1.568,1.8828,37.4061,6.116,34.1424,-0.4982,10.6682,12.421,3.5243,23.3195,0.1322,12.4124,19.6511,4.433,23.1504,0.168,-0.4406,-0.0778,-0.0668,0.1765,0.1517,0.8595,0.3954,0.6862,0.5455,1.7354,1.3797,0.795,0.1563,0.4708,0.2976,3.0115,1.9035,0.6321,0.7025,-2.2457,-1.7065,-3.1968,-2.4293,0.7599,0.2232,0.1893,0.1828,0.8481,0.819,0.9657,0.3826,0.5601,0.5642,1.4641,1.4748,1.0073,0.0776,17.2425,0.2254,-0.0913,0.018,0.0571,0.4672,0.8566,1.6286,1.7763,1.3328,4,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.3169,0.1536,0.392,1.4211,-3.3965,11.2812,1.4351,1.198,5.9815,0.5951,9.7267,0.9612,0.9804,5.0524,0.6096,14.9047,2.3731,1.5405,7.8028,0.6028,-0.0281,-0.0326,-0.0213,1.1598,0.7569,0.6526,0.3272,0.3998,0.2544,1.2219,0.7777,0.6364,0.1071,0.1598,0.0647,1.493,0.6047,0.4051,-0.1249,-0.1392,-0.0927,1.1147,0.7425,0.6661,0.0219,0.025,0.0165,1.1417,0.7521,0.6587,0.2376,0.2813,0.1821,1.1839,0.7666,0.6475,0.1072,21.3733,-0.0974,-0.2338,-0.162,0.9804,0.9962,0.9937,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.2158,0.9758,0.9878,4.015,-0.3747,6.9117,2.2338,1.4946,6.1603,0.3795,9.8173,1.181,1.0868,5.5286,0.5797,12.0831,2.585,1.6078,6.7881,0.5777,0.0312,0.022,0.0179,0.704,0.572,0.8125,0.6609,0.9089,0.6144,1.3753,0.9296,0.6759,0.4368,0.8262,0.3775,1.8914,0.8641,0.4569,-0.2906,-0.1435,-0.1179,0.494,0.4057,0.8211,0.2942,0.222,0.1817,0.7547,0.6176,0.8183,0.6518,0.7262,0.5915,1.1143,0.9075,0.8145,0.0864,17.4531,0.3257,-0.0986,0.1642,0.6483,0.909,0.9039,1.4245,0.2443,0.4943,1,0.5,?,?,?,?,?,SINISTRA_PANTALONI
0.0123,0.0133,0.1153,0.5435,-0.7511,6.4136,0.0363,0.1906,0.89,0.8695,9.8715,0.0167,0.1291,0.6769,0.9338,11.7739,0.0235,0.1532,0.6797,0.9442,0.0019,0.0012,0.001,0.6497,0.5447,0.8384,0.605,0.8932,0.7529,1.4765,1.2445,0.8429,0.366,0.7979,0.5668,2.1801,1.5488,0.7104,-0.0393,-0.0244,-0.0203,0.6215,0.5157,0.8297,0.0455,0.0304,0.0255,0.6674,0.5599,0.839,0.6107,0.803,0.7997,1.3148,1.3095,0.9959,0.0806,16.3804,-0.1451,-0.278,-0.2935,0.0484,0.7087,0.7405,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0249,0.2321,0.4818,1.919,-0.9739,5.5592,0.6518,0.8074,3.0379,0.5652,9.8789,0.2626,0.5124,3.0902,0.7395,11.3714,0.3359,0.5796,2.6139,0.7987,0.0045,0.0025,0.0022,0.5627,0.4889,0.8687,0.5968,0.9402,0.8313,1.5756,1.393,0.8841,0.3561,0.884,0.691,2.4824,1.9404,0.7817,-0.2397,-0.1079,-0.0913,0.4502,0.3809,0.8462,0.1391,0.0819,0.0749,0.589,0.5382,0.9139,0.6317,0.621,0.7341,0.9831,1.1622,1.1822,0.081,15.8554,0.0316,-0.3623,-0.242,-0.0349,0.6589,0.7273,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1181,0.0195,0.1398,1.7031,-0.2089,3.9306,0.1223,0.3497,4.1196,0.189,9.9275,0.0557,0.236,2.9214,0.7254,10.6827,0.0953,0.3088,3.7299,0.6794,0.0301,0.0119,0.0111,0.3959,0.3679,0.9293,0.3996,0.5923,0.4527,1.4821,1.1327,0.7642,0.1597,0.3508,0.2049,2.1967,1.283,0.5841,-0.3065,-0.0381,-0.0372,0.1244,0.1215,0.9765,0.2773,0.1324,0.1211,0.4775,0.4367,0.9145,0.4134,0.583,0.4566,1.4102,1.1045,0.7832,0.0747,13.9834,-0.8966,-0.8903,-0.9202,0.848,0.9398,0.9764,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1774,0.9328,0.9658,5.2167,-1.6333,0.1383,6.6752,2.5836,12.1694,-0.6885,10.1285,5.1297,2.2649,12.4275,0.3299,10.4797,5.5506,2.356,13.57,0.3115,1.2832,0.0175,0.0169,0.0137,0.0132,0.9665,0.3738,0.4264,0.4099,1.1407,1.0966,0.9613,0.1397,0.1818,0.1681,1.3013,1.2026,0.9242,0.6521,-0.529,-0.5271,-0.8112,-0.8084,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.4287,0.4198,0.3844,0.9792,0.8968,0.9158,0.0734,12.8174,0.0283,0.1117,0.0965,0.3979,0.4254,0.9849,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.646,3.8868,1.9715,12.5065,-0.5864,2.1955,27.174,5.2129,21.1342,-0.6652,9.9461,10.2491,3.2014,18.5985,0.0514,11.5853,11.2545,3.3548,17.744,0.1095,-0.2942,-0.065,-0.0558,0.2207,0.1895,0.8585,0.3782,0.6158,0.5877,1.6283,1.5539,0.9543,0.143,0.3792,0.3454,2.6514,2.4145,0.9107,0.5476,-4.5866,-2.1179,-8.3764,-3.8678,0.4618,0.6212,0.4021,0.3956,0.6473,0.6369,0.9839,0.5918,0.6724,0.7048,1.1363,1.1911,1.0482,0.074,16.0152,0.1185,0.0928,-0.0162,0.0276,0.3665,0.8694,0.3913,0.586,0.7655,3,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0048,4.6788,2.163,8.8639,-0.928,-0.4919,8.0752,2.8417,13.2993,-1.7491,9.9434,2.6586,1.6305,9.1509,0.4187,10.5592,3.0283,1.7402,9.4058,0.4278,-0.0098,0.0005,0.0005,-0.0495,-0.0466,0.9417,0.7612,1.3266,1.243,1.7428,1.633,0.937,0.5794,1.7599,1.545,3.0374,2.6666,0.8779,0.5042,-0.6474,-0.6067,-1.284,-1.2033,0.9372,0.9504,0.2921,0.2797,0.3073,0.2943,0.9576,0.6665,0.9686,0.9424,1.4533,1.4139,0.9729,0.0691,14.001,0.1895,0.5083,0.5673,0.2213,0.0259,0.9466,5.4583,42.0122,6.4817,18,0,?,?,?,?,?,SINISTRA_PANTALONI
0.2051,4.1403,2.0348,11.1303,-0.6424,3.4923,47.6275,6.9013,33.9946,-0.1933,10.5737,23.3714,4.8344,24.6928,-0.0573,12.6857,38.2542,6.185,30.7727,0.0852,0.0587,0.0194,0.0162,0.3303,0.2753,0.8335,0.2948,0.4209,0.329,1.4275,1.1158,0.7816,0.0869,0.1772,0.1082,2.0379,1.245,0.611,0.7906,3.2543,-1.5185,4.1162,-1.9207,-0.4666,0.2379,0.2902,0.2015,1.2198,0.8469,0.6943,0.3274,0.4508,0.3617,1.3767,1.1047,0.8024,0.0796,17.4817,-0.0691,-0.1722,-0.1482,0.2296,0.6403,0.85,2.9143,0.4498,0.6707,3,0.25,?,?,?,?,?,SINISTRA_PANTALONI
-0.4574,0.4064,0.6375,3.3052,-1.4774,4.6559,2.9752,1.7249,7.5862,0.0595,10.1496,1.024,1.012,5.3706,0.5975,11.2914,1.8109,1.3457,6.2138,0.5637,-0.0982,-0.0451,-0.0405,0.4587,0.4123,0.8989,0.3696,0.6299,0.4737,1.7045,1.2818,0.752,0.1366,0.3968,0.2244,2.9054,1.643,0.5655,-4.1051,-0.2472,-0.2455,0.0602,0.0598,0.9931,0.1654,0.1,0.0937,0.6045,0.5663,0.9369,0.4357,0.6154,0.5319,1.4125,1.2209,0.8643,0.081,15.4482,-0.1367,-0.0693,-0.1322,0.4001,0.7791,0.8817,2.2246,0.1742,0.4173,1,0.6667,?,?,?,?,?,SINISTRA_PANTALONI
-0.0047,6.0996,2.4697,17.4767,-0.6766,3.3455,33.8311,5.8165,22.0622,-0.696,10.0323,45.6029,6.753,41.9187,-0.2395,12.939,29.9565,5.4732,31.6051,0.0685,-0.0014,-0.0005,-0.0004,0.3335,0.2586,0.7754,0.4246,0.3657,0.4512,0.8613,1.0627,1.2338,0.1803,0.1338,0.2036,0.7419,1.1293,1.5223,0.779,0.8707,-3.0334,1.1177,-3.8941,-3.484,0.8013,0.3082,0.3072,0.3846,0.3834,0.9967,0.7922,0.4169,0.553,0.5263,0.6981,1.3263,0.0761,16.792,-0.3753,0.1063,0.268,0.0308,0.1061,0.7984,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0939,0.3934,0.6272,2.4538,-1.0469,5.0078,0.9369,0.9679,4.4127,0.3472,10.12,0.8474,0.9205,4.5964,0.6647,11.3465,0.9358,0.9673,4.8674,0.6694,-0.0187,-0.0093,-0.0083,0.4948,0.4413,0.8919,0.648,0.6813,0.6484,1.0515,1.0006,0.9516,0.4199,0.4642,0.4204,1.1056,1.0012,0.9056,-0.5346,-0.1377,-0.1273,0.2576,0.2382,0.9244,0.1773,0.0875,0.0814,0.4932,0.4591,0.931,0.5561,0.5338,0.5041,0.96,0.9066,0.9443,0.0843,15.6513,0.8979,-0.1185,0.2817,0.1086,0.5216,0.903,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0397,0.0056,0.0748,0.4375,-0.8898,6.4562,0.0488,0.2208,1.8583,0.7323,9.8893,0.0135,0.116,1.0317,0.8976,11.8117,0.0357,0.1889,1.7428,0.8575,0.0061,0.004,0.0034,0.6528,0.5466,0.8373,0.3386,0.6445,0.3958,1.9034,1.169,0.6141,0.1146,0.4153,0.1567,3.623,1.3665,0.3772,-0.0405,-0.0228,-0.0196,0.5621,0.4847,0.8623,0.0334,0.023,0.0189,0.689,0.5675,0.8238,0.2355,0.4241,0.2511,1.8011,1.0663,0.592,0.0826,16.4132,0.3627,0.2098,0.3387,0.524,0.9015,0.8427,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.3663,0.4335,0.6584,3.217,-1.4864,10.4366,3.5352,1.8802,8.3792,0.4901,9.9374,1.9203,1.3858,5.7802,0.583,14.4408,5.1596,2.2715,9.5197,0.5521,-0.0351,-0.0369,-0.0254,1.0502,0.7227,0.6881,0.3502,0.4751,0.2899,1.3568,0.8278,0.6101,0.1226,0.2258,0.084,1.841,0.6852,0.3722,-0.2388,-0.238,-0.1639,0.9967,0.6864,0.6887,0.0787,0.0933,0.0609,1.1856,0.7732,0.6522,0.3839,0.5566,0.3379,1.4496,0.8802,0.6072,0.103,21.0544,0.5349,0.2267,0.4173,0.9065,0.9845,0.9663,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1876,0.4792,0.6922,2.4488,-0.4426,5.183,1.3238,1.1506,3.9371,0.4942,9.9971,0.869,0.9322,4.0975,0.6706,11.3199,1.3728,1.1717,4.6601,0.6761,0.0362,0.0188,0.0166,0.5185,0.4579,0.8831,0.6016,0.7426,0.5908,1.2343,0.982,0.7956,0.362,0.5514,0.349,1.5234,0.9643,0.633,-0.1953,-0.0901,-0.0772,0.4613,0.3955,0.8575,0.2181,0.1365,0.118,0.6258,0.5411,0.8645,0.622,0.5976,0.5255,0.9609,0.8449,0.8793,0.0793,15.7496,0.9221,0.3029,0.6645,0.4179,0.7811,0.8927,4.7887,0.1666,0.4082,1,0.8,?,?,?,?,?,SINISTRA_PANTALONI
-0.4364,1.8117,1.346,7.8473,-2.1014,2.7818,8.0619,2.8393,14.0884,-0.6505,10.28,4.1575,2.039,13.3945,0.3409,11.0926,4.593,2.1431,14.2422,0.3433,-0.1569,-0.0424,-0.0393,0.2706,0.2508,0.9267,0.4741,0.6601,0.6281,1.3925,1.3249,0.9514,0.2247,0.4358,0.3945,1.9391,1.7552,0.9052,0.9576,-0.7675,-0.7141,-0.8015,-0.7458,0.9305,0.2964,0.1245,0.1167,0.42,0.3936,0.9371,0.557,0.5859,0.551,1.0518,0.9892,0.9405,0.0761,14.9936,0.4709,-0.2045,-0.0558,-0.1649,0.013,0.968,3.6286,0.2335,0.4832,1,0.75,?,?,?,?,?,SINISTRA_PANTALONI
-0.0579,5.6291,2.3726,11.0557,-0.791,2.3279,16.2168,4.027,17.8096,-0.8417,9.232,9.6433,3.1054,20.438,-0.1032,10.5226,11.4177,3.379,18.5623,0.0425,-0.0249,-0.0063,-0.0055,0.2522,0.2212,0.8774,0.5892,0.764,0.7021,1.2968,1.1918,0.919,0.3471,0.5837,0.493,1.6817,1.4203,0.8446,0.5999,2.5529,-5.9259,4.2556,-9.8782,-2.3212,0.6383,0.3332,0.3184,0.522,0.4988,0.9556,0.6208,0.5409,0.5956,0.8714,0.9595,1.101,0.068,15.0144,-0.2383,-0.0249,-0.1572,0.2063,0.3097,0.9512,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
