@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.4836,0.059,0.243,1.3833,-0.1482,-0.615,0.3461,0.5883,4.4456,-1.8078,-0.1315,0.0565,0.2377,1.6437,-1.3852,0.9372,0.2127,0.4612,2.7801,0.0435,-0.7864,-3.6766,0.516,4.6755,-0.6562,-0.1404,0.413,1.0224,0.5268,2.4755,1.2755,0.5152,0.1706,1.0454,0.2775,6.128,1.6269,0.2655,0.0624,0.187,-1.4105,2.9984,-22.6161,-7.5426,0.7609,1.7482,0.4145,2.2975,0.5447,0.2371,0.3112,0.8415,0.4976,2.7046,1.5991,0.5912,0.004,1.3956,-0.1972,-0.1154,0.5402,-0.5034,-0.6969,0.2517,?,?,?,?,?,DESTRA_PANTALONI
0.1314,3.7723,1.9422,16.7811,-1.3289,-0.1472,6.3012,2.5102,22.8131,-2.1909,-0.0354,2.7308,1.6525,15.1765,-0.8353,2.3071,7.5216,2.7426,18.8978,0.0026,-0.893,-3.7168,0.057,4.1622,-0.0638,-0.0153,0.7737,1.1753,0.7082,1.519,0.9153,0.6025,0.5987,1.3814,0.5015,2.3074,0.8377,0.3631,0.6113,1.3863,-191.2116,2.2677,-312.7918,-137.9342,1.0079,0.8714,0.3803,0.8646,0.3773,0.4364,0.7356,1.1057,0.888,1.5032,1.2072,0.8031,0.001,3.4946,0.338,0.2999,-0.0397,-0.1321,-0.2554,-0.013,?,?,?,?,?,DESTRA_PANTALONI
-0.1421,19.9996,4.4721,28.9428,-1.7584,-1.3853,44.364,6.6606,38.6951,-2.2674,-0.0029,24.2223,4.9216,29.3114,-1.0594,6.1025,53.2846,7.2996,31.9057,0.0064,0.1026,49.0609,-0.0233,478.384,-0.227,-0.0005,0.6714,0.9087,0.6126,1.3533,0.9125,0.6742,0.4508,0.8257,0.3753,1.8315,0.8326,0.4546,0.6871,1.2236,-89.6821,1.7808,-130.5233,-73.2943,0.886,0.7372,0.3268,0.8321,0.3688,0.4432,0.748,0.9874,0.9071,1.3201,1.2128,0.9187,0.0076,9.531,0.8872,0.0866,-0.3764,0.3201,-0.5332,0.056,?,?,?,?,?,DESTRA_PANTALONI
0.18,0.4923,0.7017,4.7543,-0.93,-0.2992,5.076,2.253,11.645,-0.952,-0.1181,2.8231,1.6802,11.7392,-0.4618,2.2331,3.5404,1.8816,8.1338,0.0036,-0.6015,-1.5237,0.0806,2.533,-0.134,-0.0529,0.3114,0.4176,0.3729,1.3409,1.1974,0.893,0.097,0.1744,0.1391,1.798,1.4337,0.7974,0.4034,0.6178,-78.8293,1.5315,-195.42,-127.5982,0.4129,0.3067,0.3018,0.7428,0.7308,0.9838,0.4083,0.405,0.5845,0.992,1.4317,1.4433,0.0019,3.1201,-0.4387,-0.009,0.1246,0.2742,-0.0434,0.2395,?,?,?,?,?,SINISTRA_PANTALONI
-0.6228,3.3448,1.8289,9.6159,-0.8078,-0.8548,7.1801,2.6796,16.7235,-2.0657,-0.139,5.8384,2.4163,19.8394,-0.916,3.2173,7.1501,2.674,14.3959,0.0295,0.7285,4.4807,-0.1936,6.1502,-0.2657,-0.0432,0.6825,0.7569,0.684,1.109,1.0021,0.9036,0.4658,0.5729,0.4678,1.2298,1.0042,0.8166,0.3813,0.453,-9.8191,1.188,-25.7511,-21.6754,0.9751,0.5137,0.3586,0.5268,0.3677,0.698,0.575,0.4847,0.668,0.8429,1.1617,1.3781,0.0057,4.9144,-0.6062,-0.3293,0.3142,0.4838,-0.5613,-0.2667,?,?,?,?,?,SINISTRA_PANTALONI
-0.1243,2.1226,1.4569,10.7127,-0.9871,-0.404,1.9117,1.3826,11.7897,-0.8203,-0.1781,4.2563,2.0631,25.3289,-0.2928,1.91,4.8528,2.2029,20.3873,0.0012,0.3076,0.6977,-0.0651,2.2678,-0.2115,-0.0933,1.0537,0.7062,0.6614,0.6702,0.6276,0.9365,1.1103,0.4987,0.4374,0.4491,0.3939,0.8771,1.0016,0.9278,-218.6009,0.9263,-218.2491,-235.6221,0.8324,0.2752,0.2641,0.3306,0.3173,0.9599,0.9086,0.4229,0.5255,0.4655,0.5783,1.2424,0.0024,2.9517,0.3083,0.2043,0.2145,0.0864,-0.3025,0.2447,?,?,?,?,?,SINISTRA_PANTALONI
0.5791,2.9216,1.7093,9.071,-0.7804,-1.7843,13.3626,3.6555,28.9527,-0.6332,-0.1362,13.1843,3.631,22.7099,-0.4294,4.821,9.7641,3.1248,23.1306,0.0307,-0.3246,-4.2521,0.1201,13.1006,-0.3701,-0.0283,0.4676,0.4707,0.547,1.0067,1.1698,1.162,0.2186,0.2216,0.2992,1.0135,1.3685,1.3503,0.3542,0.5828,-5.4241,1.6455,-15.3138,-9.3065,0.2874,0.3207,0.2135,1.1158,0.7429,0.6658,0.3133,0.3994,0.3922,1.2749,1.2517,0.9818,0.0101,7.2534,-0.588,0.055,0.2344,0.0896,-0.2309,0.3058,?,?,?,?,?,SINISTRA_PANTALONI
-0.6656,4.7657,2.183,13.0341,-1.584,-1.3959,9.714,3.1167,21.3148,-0.9017,0.0498,12.894,3.5908,26.0533,-0.3951,4.6267,8.3617,2.8917,19.0324,0.0364,0.4769,-13.3695,-0.1439,-28.0366,-0.3017,0.0108,0.7004,0.608,0.7549,0.868,1.0778,1.2418,0.4906,0.3696,0.5699,0.7534,1.1617,1.542,0.7906,1.0829,-11.1065,1.3698,-14.0484,-10.2559,0.45,0.2701,0.2554,0.6002,0.5675,0.9455,0.6115,0.5003,0.6848,0.8181,1.1199,1.3689,0.0083,6.8311,0.478,-0.1271,-0.3716,0.2689,-0.1588,0.2582,?,?,?,?,?,SINISTRA_PANTALONI
-0.4375,0.1664,0.4079,1.5164,-3.2208,-0.5846,1.4564,1.2068,6.6877,-1.0364,-0.1858,0.9,0.9487,5.4853,-0.7233,1.4438,1.0058,1.0029,4.5702,0.0055,0.7483,2.355,-0.303,3.147,-0.4049,-0.1287,0.338,0.43,0.4067,1.2721,1.2033,0.946,0.1142,0.1849,0.1654,1.6181,1.448,0.8949,0.34,0.5026,-45.7537,1.4784,-134.5859,-91.0334,0.1094,0.1129,0.0782,1.0317,0.7146,0.6927,0.2267,0.2764,0.3318,1.2192,1.4633,1.2002,0.0041,2.2337,0.1343,-0.0568,-0.4048,0.9754,-0.2845,-0.2053,?,?,?,?,?,SINISTRA_PANTALONI
0.2162,0.8069,0.8983,4.0168,-0.388,-0.3047,1.5071,1.2276,5.4961,-1.1475,-0.3151,1.0822,1.0403,5.5219,-0.7247,1.6908,0.7763,0.8811,3.587,0.0077,-0.7095,-0.6861,0.1279,0.967,-0.1802,-0.1864,0.7317,0.8635,1.0195,1.1801,1.3933,1.1807,0.5354,0.7456,1.0394,1.3925,1.9414,1.3941,0.3823,0.4839,-40.4545,1.2657,-105.8112,-83.5971,1.1308,0.9039,0.8006,0.7994,0.708,0.8857,0.7309,0.7274,1.1198,0.9953,1.5322,1.5394,0.0026,2.4909,0.4284,-0.1427,0.4422,0.4096,0.1475,0.1562,?,?,?,?,?,SINISTRA_PANTALONI
-0.0056,0.0272,0.1651,1.6523,-4.3094,-0.3132,0.0494,0.2222,2.0795,-9.2959,0.0124,0.02,0.1416,0.7909,-0.8229,0.3884,0.0441,0.21,2.2569,0.0315,0.018,-0.4562,-0.0145,-25.319,-0.8064,0.0319,0.7428,1.1658,0.786,1.5695,1.0581,0.6742,0.5517,1.3591,0.6178,2.4633,1.1196,0.4545,0.7143,3.7562,-18.249,5.2585,-25.5481,-4.8584,1.5408,0.7173,0.1335,0.4655,0.0867,0.1862,0.7946,2.0891,0.7321,2.6292,0.9214,0.3504,0.0016,0.5472,0.3025,-0.3922,-0.42,-0.0102,-0.8911,0.1224,?,?,?,?,?,SINISTRA_PANTALONI
0.0134,0.2096,0.4578,1.9194,-0.9729,0.1124,0.3233,0.5686,2.6871,-0.9178,-0.0437,0.3154,0.5616,3.3829,-0.5522,0.8252,0.1821,0.4267,2.4317,0.0623,0.1195,-0.3076,0.0163,-2.5751,0.1363,-0.0529,0.8051,0.8152,1.0728,1.0125,1.3326,1.3161,0.6481,0.6645,1.151,1.0252,1.7759,1.7322,0.736,0.7864,-5.8539,1.0685,-7.9533,-7.4435,0.6944,0.4464,0.3751,0.6429,0.5403,0.8404,0.7143,0.5674,0.7893,0.7943,1.105,1.3912,0.0007,1.2446,0.2553,-0.3315,0.2773,-0.2463,0.3985,0.1828,?,?,?,?,?,SINISTRA_PANTALONI
0.109,0.0149,0.122,1.7007,-0.2087,-0.0033,0.0842,0.2902,4.1119,-2.427,-0.0279,0.0406,0.2015,2.6381,-5.6801,0.2076,0.1093,0.3306,3.9246,0.0029,-33.467,-3.9025,0.5249,0.1166,-0.0157,-0.1345,0.4204,0.6055,0.3691,1.4402,0.8779,0.6096,0.1768,0.3666,0.1362,2.0742,0.7707,0.3716,0.1008,0.1309,-25.823,1.2982,-256.0903,-197.2663,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4334,1.5587,1.0477,0.6722,0.0006,0.3183,-0.8599,-0.8537,0.8234,0.8447,-0.7415,-0.857,?,?,?,?,?,SINISTRA_PANTALONI
0.1346,0.7406,0.8606,4.8445,-1.4624,-0.2227,5.4286,2.3299,12.2099,-0.8371,-0.0055,3.8573,1.964,13.7109,-0.4085,2.4897,3.8956,1.9737,11.8739,0.0028,-0.6047,-24.5528,0.0541,40.6032,-0.0894,-0.0022,0.3694,0.4382,0.436,1.1863,1.1805,0.9951,0.1364,0.192,0.1901,1.4073,1.3935,0.9902,0.5171,0.7236,-85.6443,1.3992,-165.6147,-118.3615,0.296,0.2021,0.1652,0.6827,0.5582,0.8175,0.3968,0.3533,0.408,0.8905,1.0283,1.1547,0.0014,3.4834,-0.0262,0.1811,-0.0521,0.2772,0.0824,0.3849,?,?,?,?,?,SINISTRA_PANTALONI
-0.5531,3.1759,1.7821,12.538,-0.6189,-1.2488,6.8033,2.6083,17.5494,-3.209,-0.3851,7.2876,2.6996,17.7977,-1.0122,3.5231,6.8683,2.6207,15.9697,0.0101,0.4429,1.4365,-0.157,3.2433,-0.3545,-0.1093,0.6832,0.6601,0.68,0.9662,0.9953,1.0301,0.4668,0.4358,0.4624,0.9335,0.9905,1.061,0.3582,0.5354,-29.3086,1.4945,-81.8123,-54.7413,1.8575,0.8756,0.48,0.4714,0.2584,0.5483,0.7144,0.7045,0.7851,0.986,1.0989,1.1145,0.0077,5.4189,0.2898,0.0584,0.0217,0.613,-0.6324,-0.2248,?,?,?,?,?,SINISTRA_PANTALONI
0.0545,3.5684,1.889,8.8755,-0.9295,-0.3595,3.2781,1.8106,11.7434,-0.6643,-0.0784,2.323,1.5241,12.443,-0.3822,2.3637,3.7209,1.929,12.1838,0.0077,-0.1515,-0.6946,0.023,4.5845,-0.1521,-0.0332,1.0433,1.2394,0.9793,1.1879,0.9386,0.7901,1.0886,1.5361,0.959,1.4112,0.881,0.6243,0.9122,1.2426,-45.0564,1.3623,-49.3951,-36.2593,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7558,0.7133,0.7285,0.9438,0.9639,1.0213,0.0019,3.6528,0.4745,0.525,0.0227,0.647,-0.0294,0.0707,?,?,?,?,?,SINISTRA_PANTALONI
-0.0145,3.5815,1.8925,11.2417,-0.6224,-0.5106,23.4537,4.8429,29.5438,-0.7258,-0.0834,20.892,4.5708,26.0313,-0.7783,6.0304,11.829,3.4393,18.2943,0.0225,0.0284,0.1737,-0.0024,6.121,-0.0847,-0.0138,0.3908,0.414,0.5503,1.0595,1.4081,1.329,0.1527,0.1714,0.3028,1.1226,1.9827,1.7662,0.3471,0.3785,-10.2619,1.0906,-29.5659,-27.1091,0.4048,0.4733,0.3703,1.1694,0.9147,0.7822,0.3805,0.4319,0.6145,1.1349,1.6149,1.4229,0.0028,8.8208,0.1698,-0.0506,0.0651,0.3232,0.1969,0.3493,?,?,?,?,?,SINISTRA_PANTALONI
-0.4204,0.3972,0.6302,3.4419,-1.772,-0.1868,1.5954,1.2631,6.8234,-1.366,-0.3797,1.4067,1.186,6.1028,-0.9356,1.7317,0.7564,0.8697,3.7796,0.0715,2.2499,1.1071,-0.2428,0.4921,-0.1079,-0.2193,0.499,0.5314,0.7246,1.065,1.4523,1.3637,0.249,0.2824,0.5251,1.1342,2.1091,1.8596,0.5585,0.7459,-7.5651,1.3355,-13.5452,-10.1425,0.4305,0.3938,0.305,0.9147,0.7085,0.7746,0.5044,0.564,0.9107,1.1181,1.8054,1.6147,0.0032,2.5375,-0.1339,-0.1434,-0.0371,0.3972,-0.282,-0.2048,?,?,?,?,?,SINISTRA_PANTALONI
0.0022,3.9391,1.9847,16.8308,-0.6688,-2.0524,26.9477,5.1911,21.7349,-50.7672,-0.1831,34.5844,5.8809,41.9203,-0.8109,3.7061,55.9818,7.4821,28.1605,0.0026,-0.0011,-0.012,0.0006,11.2124,-0.5538,-0.0494,0.3823,0.3375,0.2653,0.8827,0.6938,0.786,0.1462,0.1139,0.0704,0.7792,0.4814,0.6178,0.3164,0.3593,-90.3755,1.1355,-285.5988,-251.5182,24.0219,0.4357,0.3572,0.0181,0.0149,0.8199,0.7744,0.4015,0.5977,0.5185,0.7718,1.4886,0.0111,5.5138,-0.1928,0.08,0.207,0.4952,-0.9163,-0.1391,?,?,?,?,?,SINISTRA_PANTALONI
0.0495,0.371,0.6091,2.5223,-0.9613,-0.5953,0.8245,0.908,3.4851,-1.7565,0.1406,0.7602,0.8719,4.7451,-0.2551,1.352,0.5044,0.7102,3.6279,0.0598,-0.0832,0.3522,0.0366,-4.2336,-0.4403,0.104,0.6708,0.6986,0.8577,1.0414,1.2785,1.2276,0.45,0.4881,0.7356,1.0846,1.6346,1.5071,0.5567,1.2816,-5.3583,2.3023,-9.6256,-4.1808,1.0172,0.3402,0.3333,0.3344,0.3277,0.9797,0.7237,0.5316,0.6952,0.7345,0.9606,1.3079,0.0034,1.9187,0.6926,-0.2249,-0.5895,0.263,-0.3125,0.5387,?,?,?,?,?,SINISTRA_PANTALONI
0.0719,0.0156,0.1249,0.8242,-0.4007,-0.3023,0.0854,0.2922,2.6326,-0.6966,-0.0628,0.013,0.1139,0.9952,-0.3939,0.3924,0.0605,0.246,1.7652,0.0229,-0.2378,-1.1451,0.1832,4.8152,-0.7705,-0.16,0.4274,1.0967,0.5077,2.5661,1.1879,0.4629,0.1826,1.2027,0.2577,6.5847,1.411,0.2143,0.2181,0.8384,-5.6965,3.8435,-26.1157,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.3131,0.8281,0.4669,2.6453,1.4914,0.5638,0.0017,0.5392,0.4338,0.1483,0.1021,0.6971,-0.3383,-0.131,?,?,?,?,?,SINISTRA_PANTALONI
-0.2205,0.4715,0.6867,3.3022,-1.3819,0.0678,2.5927,1.6102,7.089,-0.3998,0.2651,1.7959,1.3401,5.8046,-0.3956,1.7743,1.8355,1.3548,6.198,0.0211,-3.2509,-0.8319,-0.1243,0.2559,0.0382,0.1494,0.4265,0.5124,0.5068,1.2015,1.1885,0.9891,0.1819,0.2626,0.2569,1.4437,1.4125,0.9784,0.9462,1.1643,-14.3513,1.2306,-15.1676,-12.3257,0.2738,0.3333,0.219,1.2176,0.7998,0.6569,0.4658,0.5689,0.5328,1.2213,1.1437,0.9365,0.0019,2.7534,0.4367,0.204,0.0037,0.9304,0.6493,0.7327,?,?,?,?,?,SINISTRA_PANTALONI
0.3397,0.4867,0.6976,2.4024,-0.4262,0.0596,1.3789,1.1743,4.511,-0.8271,0.1591,0.9586,0.9791,4.3484,-0.65,1.5566,0.5456,0.7386,3.1451,0.0853,5.6969,2.135,0.2182,0.3748,0.0383,0.1022,0.5941,0.7125,0.9445,1.1993,1.5898,1.3256,0.353,0.5077,0.8921,1.4384,2.5274,1.7571,0.3516,0.4191,-2.4478,1.1921,-6.962,-5.84,0.6822,0.6391,0.4899,0.9368,0.718,0.7665,0.5326,0.5525,0.7639,1.0374,1.4343,1.3826,0.002,2.3935,0.8732,0.3415,0.6183,0.6275,0.7122,0.6052,?,?,?,?,?,SINISTRA_PANTALONI
-0.4084,1.4095,1.1872,7.7332,-2.1709,-0.7098,2.672,1.6346,13.0602,-1.8104,-0.0351,3.0127,1.7357,15.0027,-0.4664,2.1237,3.2558,1.8044,14.1639,0.0071,0.5754,11.6515,-0.1923,20.2489,-0.3342,-0.0165,0.7263,0.684,0.658,0.9418,0.9059,0.9619,0.5275,0.4679,0.4329,0.8869,0.8207,0.9253,0.6293,1.1096,-52.4077,1.7632,-83.2789,-47.2316,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.546,0.8705,0.9221,1.0592,0.0044,3.3211,0.6366,-0.3388,-0.3679,-0.2025,-0.5199,0.5817,?,?,?,?,?,SINISTRA_PANTALONI
-0.1922,4.3142,2.0771,10.8047,-0.8226,-0.6086,7.3067,2.7031,13.0297,-1.2702,-0.5903,11.5581,3.3997,29.1402,-0.6964,4.0417,7.5993,2.7567,17.1984,0.0208,0.3158,0.3256,-0.0476,1.031,-0.1506,-0.1461,0.7684,0.611,0.7535,0.7951,0.9806,1.2333,0.5904,0.3733,0.5677,0.6322,0.9615,1.5209,0.6689,0.4077,-13.3236,0.6094,-19.9183,-32.6826,1.0329,0.3451,0.3375,0.3341,0.3268,0.978,0.8292,0.3708,0.6282,0.4471,0.7576,1.6944,0.0047,5.9781,-0.6855,-0.0972,0.0679,0.2434,-0.1404,0.0236,?,?,?,?,?,SINISTRA_PANTALONI
0.3946,7.6607,2.7678,14.6035,-0.6264,-0.8246,23.2916,4.8261,28.1235,-2.488,-0.1559,17.4289,4.1748,32.1511,-0.5717,6.0372,12.7938,3.5768,21.3295,0.0476,-0.4785,-2.5306,0.0654,5.2882,-0.1366,-0.0258,0.5735,0.663,0.7738,1.156,1.3493,1.1672,0.3289,0.4395,0.5988,1.3364,1.8205,1.3623,0.2804,0.4809,-5.2779,1.7152,-18.8249,-10.975,1.1136,0.439,0.4009,0.3942,0.36,0.9134,0.5193,0.4542,0.6847,0.8747,1.3185,1.5074,0.005,8.6426,0.245,0.0146,0.1689,0.171,-0.426,0.1056,?,?,?,?,?,SINISTRA_PANTALONI
-0.0962,0.0149,0.122,0.678,-1.6577,-0.1105,0.0096,0.098,0.5432,-1.9676,-0.038,0.0073,0.0853,0.4888,-2.1382,0.2056,0.0124,0.1113,0.4626,0.039,0.8708,2.5345,-0.4678,2.9106,-0.5372,-0.1846,1.245,1.4313,1.0967,1.1496,0.8809,0.7662,1.5501,2.0486,1.2028,1.3216,0.7759,0.5871,1.1743,1.2699,-22.5078,1.0814,-19.1673,-17.7241,1.3939,1.638,0.5299,1.1752,0.3802,0.3235,1.2483,1.3872,1.4656,1.1113,1.1741,1.0565,0.0008,0.3141,0.2606,-0.1879,-0.541,0.8568,-0.7403,-0.5052,?,?,?,?,?,SINISTRA_PANTALONI
-0.0845,0.257,0.507,2.2334,-1.0512,-0.2894,0.5222,0.7226,3.1324,-1.1935,-0.0979,0.5629,0.7502,4.0531,-0.6138,1.1166,0.1956,0.4423,2.3092,0.1102,0.292,0.8627,-0.0757,2.9543,-0.2591,-0.0877,0.7016,0.6758,1.1462,0.9632,1.6337,1.6962,0.4923,0.4567,1.3138,0.9277,2.669,2.877,0.6715,0.7424,-4.0001,1.1056,-5.9566,-5.3878,0.7625,0.4335,0.4195,0.5686,0.5502,0.9677,0.713,0.551,0.9672,0.7728,1.3565,1.7552,0.0017,1.6672,0.2117,-0.3635,0.0529,-0.0391,-0.1785,0.4251,?,?,?,?,?,SINISTRA_PANTALONI
-0.1188,0.0035,0.0591,0.3344,-5.783,-0.0749,0.0033,0.0576,0.3146,-2.0733,0.0319,0.003,0.0544,0.3289,-0.4508,0.1616,0.0044,0.0663,0.3199,0.0793,1.5854,-3.72,-0.7352,-2.3464,-0.4637,0.1976,1.0247,1.086,0.8903,1.0598,0.8688,0.8198,1.05,1.1795,0.7926,1.1233,0.7549,0.672,1.3433,2.7906,-10.3433,2.0775,-7.7002,-3.7065,0.4816,0.2175,0.1419,0.4517,0.2947,0.6524,1.0629,1.017,1.0455,0.9568,0.9837,1.0281,0.0008,0.2501,0.6183,-0.3026,-0.9345,0.4606,-0.6155,0.2483,?,?,?,?,?,SINISTRA_PANTALONI
-0.5196,0.1144,0.3382,1.8053,-6.972,-0.4328,1.3823,1.1757,4.8077,-0.6615,-0.1373,1.0869,1.0425,4.7258,-0.4153,1.5379,0.6944,0.8333,3.9812,0.0536,1.2006,3.7839,-0.3378,3.1517,-0.2814,-0.0893,0.2877,0.3244,0.4059,1.1277,1.4109,1.2511,0.0828,0.1053,0.1648,1.2718,1.9907,1.5653,0.8249,1.1387,-6.9959,1.3804,-8.4811,-6.144,0.0783,0.0678,0.0538,0.8666,0.6878,0.7937,0.3755,0.382,0.4535,1.0173,1.2076,1.187,0.0036,2.4259,-0.2068,-0.3354,-0.2582,0.953,0.4761,0.5549,?,?,?,?,?,SINISTRA_PANTALONI
0.1252,1.3207,1.1492,4.4555,-0.677,-0.0492,2.7704,1.6644,6.5714,-0.6447,0.173,2.4158,1.5543,8.6992,-0.4089,2.3161,1.1907,1.0912,5.8018,0.066,-2.5416,0.7236,0.054,-0.2847,-0.0213,0.0747,0.6904,0.7394,1.0532,1.0709,1.5254,1.4244,0.4767,0.5467,1.1092,1.1468,2.3267,2.0289,0.6983,0.7124,-4.3871,1.0203,-6.2829,-6.158,0.665,0.4303,0.4277,0.6471,0.6432,0.994,0.678,0.5122,0.7679,0.7554,1.1326,1.4994,0.0012,3.3676,0.6995,0.0099,0.378,0.2866,0.5583,0.6541,?,?,?,?,?,SINISTRA_PANTALONI
-0.0272,0.9622,0.9809,10.6695,-1.8267,-0.0274,2.8471,1.6873,13.2284,-0.807,0.0911,2.0186,1.4208,8.9169,-1.1543,1.7072,2.9231,1.7097,9.3922,0.0046,0.9936,-0.2989,-0.016,-0.3009,-0.0161,0.0534,0.5813,0.6904,0.5737,1.1876,0.9869,0.831,0.338,0.4767,0.3292,1.4104,0.974,0.6906,1.1671,1.4431,-157.5118,1.2365,-134.9612,-109.1459,0.5156,0.9119,0.4,1.7686,0.7758,0.4386,0.8066,1.1966,1.136,1.4835,1.4084,0.9494,0.0005,2.5372,0.1331,-0.2335,0.1002,-0.7518,0.1345,0.0484,?,?,?,?,?,SINISTRA_PANTALONI
