@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.084,5.9853,2.4465,20.4757,-1.8864,3.3861,15.9021,3.9877,19.5747,-0.4245,9.9972,6.3784,2.5255,19.392,0.143,11.4134,9.4178,3.0688,21.4974,0.1868,0.0248,0.0084,0.0074,0.3387,0.2967,0.8759,0.6135,0.9687,0.7972,1.579,1.2994,0.823,0.3764,0.9384,0.6355,2.4931,1.6885,0.6773,2.2941,-4.1356,-2.7098,-1.8027,-1.1812,0.6552,0.5162,0.3135,0.2683,0.6073,0.5198,0.856,1.046,1.0559,0.9525,1.0094,0.9106,0.9021,0.0285,16.171,-0.2674,-0.3485,-0.5212,0.142,0.3866,0.9169,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.271,10.1704,3.1891,17.7661,-1.0059,5.3602,24.9483,4.9948,25.2749,-0.2451,10.0749,14.7064,3.8349,18.6324,0.1521,12.457,24.9572,4.9957,23.7828,0.1553,-0.0506,-0.0269,-0.0218,0.532,0.4303,0.8088,0.6385,0.8316,0.6384,1.3025,0.9998,0.7676,0.4077,0.6916,0.4075,1.6964,0.9996,0.5893,1.7907,-2.6655,-2.0371,-1.4886,-1.1376,0.7643,0.4363,0.403,0.3146,0.9238,0.721,0.7805,0.7029,0.9535,0.747,1.3565,1.0627,0.7834,0.031,18.497,-0.1313,-0.4228,-0.3386,0.5214,0.7243,0.9419,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3155,1.1417,1.0685,5.3093,-1.2266,6.5934,4.5515,2.1334,8.2649,0.2752,10.1237,3.1888,1.7857,7.8482,0.4825,12.2401,5.1223,2.2633,8.8735,0.4865,-0.0479,-0.0312,-0.0258,0.6513,0.5387,0.8271,0.5008,0.5984,0.4721,1.1947,0.9426,0.789,0.2508,0.358,0.2229,1.4273,0.8886,0.6225,-0.9319,-0.3997,-0.3479,0.4289,0.3733,0.8704,0.2091,0.1572,0.138,0.7519,0.6599,0.8776,0.6424,0.6765,0.5983,1.0531,0.9314,0.8845,0.0325,17.6464,0.4821,0.0305,0.255,0.4357,0.8061,0.8812,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0987,0.7984,0.8935,4.9058,-0.5837,6.6472,2.6903,1.6402,7.2674,0.3367,9.7483,3.2387,1.7996,8.2367,0.4661,11.8853,4.69,2.1656,9.0608,0.4815,-0.0148,-0.0101,-0.0083,0.6819,0.5593,0.8202,0.5447,0.4965,0.4126,0.9114,0.7574,0.831,0.2968,0.2465,0.1702,0.8307,0.5736,0.6906,-0.4902,-0.2514,-0.2149,0.5129,0.4383,0.8546,0.2827,0.2008,0.1773,0.7101,0.6269,0.8828,0.675,0.5956,0.5414,0.8823,0.8021,0.909,0.0318,17.1187,0.5238,-0.069,0.1948,0.5484,0.8176,0.9291,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0191,0.8106,0.9003,3.5838,-1.1698,7.4492,4.3691,2.0902,9.1495,0.2584,10.1993,3.5013,1.8712,8.2206,0.4588,12.7239,6.3005,2.5101,9.5521,0.4745,0.0026,0.0019,0.0015,0.7304,0.5855,0.8016,0.4307,0.4812,0.3587,1.1171,0.8327,0.7455,0.1855,0.2315,0.1287,1.2479,0.6935,0.5557,-0.6061,-0.2772,-0.224,0.4574,0.3695,0.8079,0.1339,0.1087,0.0909,0.8122,0.6787,0.8356,0.3917,0.436,0.3752,1.113,0.9579,0.8606,0.0327,18.433,0.6628,0.1778,0.4177,0.6945,0.8952,0.941,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3463,3.0268,1.7398,9.4999,-1.2406,7.6932,10.4751,3.2365,20.4796,0.028,10.0363,3.8672,1.9665,12.671,0.319,12.9627,9.3724,3.0614,17.7658,0.2831,-0.045,-0.0345,-0.0267,0.7665,0.5935,0.7742,0.5375,0.8847,0.5683,1.6458,1.0572,0.6424,0.289,0.7827,0.3229,2.7087,1.1177,0.4126,-8.917,-0.8862,-0.7498,0.0994,0.0841,0.8461,0.2012,0.2279,0.1711,1.1324,0.8502,0.7508,0.4639,0.7497,0.5347,1.6163,1.1528,0.7132,0.0339,18.9823,-0.7262,0.0353,-0.4598,0.3206,0.8692,0.7266,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.3588,3.1533,1.7758,10.8277,-0.7848,6.1119,8.847,2.9744,15.4271,-0.132,9.9221,3.3311,1.8251,10.9738,0.3354,12.0973,4.9192,2.2179,12.5339,0.3504,-0.0587,-0.0362,-0.0297,0.616,0.5052,0.8202,0.597,0.9729,0.8006,1.6297,1.3411,0.8229,0.3564,0.9466,0.641,2.6559,1.7985,0.6772,2.6466,-0.8595,-0.7041,-0.3248,-0.266,0.8191,0.4452,0.3674,0.3144,0.8253,0.7063,0.8558,0.7019,0.9867,0.8639,1.4058,1.2308,0.8755,0.0313,17.3817,-0.7873,0.0563,-0.3989,-0.0137,0.6764,0.6572,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
0.0296,0.7513,0.8668,4.2701,-0.5283,8.5724,2.447,1.5643,7.189,0.4427,9.8964,1.909,1.3817,6.9611,0.5192,13.1594,3.3628,1.8338,8.2218,0.5595,0.0035,0.003,0.0023,0.8662,0.6514,0.752,0.5541,0.6274,0.4727,1.1322,0.853,0.7534,0.307,0.3936,0.2234,1.2819,0.7277,0.5677,-0.2585,-0.1964,-0.1413,0.7598,0.5469,0.7198,0.2166,0.193,0.1497,0.891,0.6911,0.7757,0.594,0.6134,0.5194,1.0327,0.8744,0.8467,0.0355,19.1713,0.5575,0.0955,0.3774,0.5682,0.8854,0.8843,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.1495,0.6882,0.8296,3.635,-0.6938,8.1929,3.149,1.7745,7.6627,0.4197,9.8655,2.1269,1.4584,6.4873,0.5452,12.8881,4.3338,2.0818,9.2356,0.5243,-0.0182,-0.0152,-0.0116,0.8305,0.6357,0.7655,0.4675,0.5689,0.3985,1.2168,0.8524,0.7005,0.2186,0.3236,0.1588,1.4806,0.7266,0.4908,-0.2687,-0.1914,-0.1462,0.7126,0.5443,0.7639,0.1625,0.1504,0.1105,0.9257,0.6801,0.7347,0.4744,0.5603,0.3936,1.1812,0.8297,0.7024,0.0347,18.7519,0.6034,0.0085,0.337,0.7255,0.9287,0.928,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.3849,5.711,2.3898,10.7231,-1.14,2.951,10.8523,3.2943,15.9316,-0.5272,9.6772,4.8057,2.1922,9.7877,0.3733,10.8855,5.3784,2.3191,11.8476,0.3403,-0.1304,-0.0398,-0.0354,0.3049,0.2711,0.889,0.7254,1.0901,1.0305,1.5027,1.4205,0.9453,0.5262,1.1884,1.0618,2.2582,2.0177,0.8935,1.0386,-0.9799,-0.9345,-0.9435,-0.8998,0.9536,0.4803,0.3209,0.279,0.668,0.5808,0.8695,0.6731,1.0956,0.9051,1.6277,1.3447,0.8261,0.0266,15.3669,-0.5233,0.2031,-0.1057,0.3008,0.5441,0.8988,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
-0.6119,1.1957,1.0935,5.0814,-1.753,8.0876,4.5414,2.1311,7.6865,0.3751,10.0531,3.1277,1.7685,7.9439,0.4811,13.0334,5.8446,2.4176,10.5294,0.462,-0.0757,-0.0609,-0.047,0.8045,0.6205,0.7713,0.5131,0.6183,0.4523,1.205,0.8815,0.7315,0.2633,0.3823,0.2046,1.452,0.777,0.5352,-0.7013,-0.4393,-0.3578,0.6264,0.5102,0.8145,0.1501,0.1206,0.0943,0.8034,0.6285,0.7822,0.6611,0.6397,0.4826,0.9676,0.73,0.7544,0.0343,19.1773,0.5845,-0.0923,0.2497,0.6114,0.8856,0.9074,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
-0.1677,0.6582,0.8113,5.3675,-0.9537,6.3508,3.4896,1.868,9.7087,0.1961,9.6246,3.4522,1.858,8.4851,0.4598,11.6222,5.5176,2.349,9.196,0.4852,-0.0264,-0.0174,-0.0144,0.6598,0.5464,0.8281,0.4343,0.4366,0.3454,1.0054,0.7953,0.791,0.1886,0.1907,0.1193,1.0108,0.6325,0.6257,-1.1061,-0.3627,-0.3023,0.3279,0.2733,0.8334,0.2275,0.1749,0.1538,0.7689,0.6761,0.8793,0.5529,0.6326,0.5837,1.1442,1.0557,0.9227,0.0303,16.6243,0.5241,0.0721,0.279,0.6179,0.852,0.9367,?,?,?,?,?,0.0684,0.0637,0.2525,1,0,TASCA_GIACCA
-0.4158,6.4917,2.5479,10.8618,-1.2715,4.4089,15.3668,3.9201,19.9489,-0.5351,10.125,5.0178,2.2401,12.2599,0.2829,11.8254,9.164,3.0272,13.0218,0.2792,-0.0943,-0.0411,-0.0352,0.4354,0.3728,0.8562,0.65,1.1374,0.8417,1.75,1.2949,0.74,0.4225,1.2937,0.7084,3.0624,1.6769,0.5476,0.8744,-1.2569,-1.2052,-1.4374,-1.3784,0.9589,0.368,0.2797,0.2647,0.7601,0.7193,0.9464,0.5445,0.886,0.8341,1.6272,1.532,0.9415,0.0294,17.0203,-0.3176,-0.2372,-0.4801,0.3188,0.6386,0.8792,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
0.0221,0.5826,0.7633,3.7894,-0.7051,6.4344,3.0978,1.7601,6.6448,0.3226,9.6355,3.2825,1.8118,8.2535,0.4767,11.704,4.2232,2.055,9.2688,0.4779,0.0034,0.0023,0.0019,0.6678,0.5498,0.8233,0.4337,0.4213,0.3714,0.9715,0.8565,0.8816,0.1881,0.1775,0.138,0.9437,0.7335,0.7773,-0.4953,-0.2085,-0.1847,0.4209,0.3729,0.8861,0.2266,0.1409,0.1252,0.622,0.5525,0.8884,0.5703,0.4591,0.4088,0.8051,0.7169,0.8905,0.0305,16.6971,0.3346,-0.1544,0.0524,0.3326,0.7198,0.8926,?,?,?,?,?,0.0579,0.0545,0.2335,1,0,TASCA_GIACCA
