@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.3774,8.3376,2.8875,10.9697,-1.5101,-1.1588,7.9405,2.8179,11.2306,-1.0807,9.6633,9.8663,3.1411,12.571,0.2047,10.4976,10.8099,3.2878,12.2039,0.2881,0.3257,-0.0391,-0.036,-0.1199,-0.1104,0.9205,1.0247,0.9193,0.8782,0.8971,0.8571,0.9554,1.05,0.8451,0.7713,0.8048,0.7346,0.9127,1.1314,-2.0396,-1.3364,-1.8027,-1.1812,0.6552,0.8097,0.2765,0.2549,0.3415,0.3149,0.9221,0.9768,0.8726,0.8989,0.8934,0.9203,1.0301,0.2072,14.4461,0.5169,-0.6571,-0.674,-0.3154,-0.3711,0.9792,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.299,11.4798,3.3882,15.6232,-0.7824,9.1859,15.7358,3.9668,15.9286,0.2153,10.5051,11.1256,3.3355,12.8462,0.3387,14.3474,27.3227,5.2271,19.6008,0.2989,-0.0326,-0.0285,-0.0208,0.8744,0.6403,0.7322,0.8541,1.0158,0.6482,1.1893,0.7589,0.6381,0.7295,1.0318,0.4202,1.4144,0.5759,0.4072,-1.569,-1.0425,-0.8206,0.6644,0.523,0.7872,0.4318,0.4512,0.3135,1.045,0.7261,0.6948,0.9808,1.2162,0.7971,1.2399,0.8127,0.6554,0.3034,22.1629,-0.1127,-0.423,-0.2078,0.9085,0.9797,0.963,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.7975,0.2516,0.5015,1.9297,-9.956,4.8194,3.0629,1.7501,5.9097,0.3478,10.3375,3.1227,1.7671,7.0613,0.5236,11.4846,5.2674,2.2951,8.6041,0.5021,-0.1655,-0.0771,-0.0694,0.4662,0.4196,0.9001,0.2866,0.2838,0.2185,0.9904,0.7625,0.77,0.0821,0.0806,0.0478,0.9808,0.5815,0.5928,-0.5565,-0.226,-0.2021,0.4061,0.3632,0.8943,0.0194,0.0119,0.0102,0.6114,0.5243,0.8577,0.3265,0.2733,0.2243,0.8369,0.6869,0.8207,0.2433,15.9794,0.6998,0.6558,0.6723,0.8916,0.9482,0.9888,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.7835,1.0621,1.0306,3.788,-0.2481,7.145,2.6667,1.633,6.1102,0.4238,9.8105,4.2794,2.0687,7.6386,0.5049,12.2381,6.148,2.4795,7.7714,0.5544,0.1097,0.0799,0.064,0.7283,0.5838,0.8016,0.6311,0.4982,0.4156,0.7894,0.6586,0.8343,0.3983,0.2482,0.1727,0.6231,0.4337,0.6961,-0.1675,-0.0967,-0.0779,0.577,0.4648,0.8056,0.2862,0.1967,0.174,0.6874,0.608,0.8846,0.6199,0.4959,0.4874,0.7999,0.7862,0.9829,0.2588,17.9595,0.7543,0.0518,0.3531,0.6611,0.8616,0.9498,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3313,1.1141,1.0555,3.4087,-1.3085,7.3685,9.809,3.1319,8.9956,0.2646,10.8219,2.2907,1.5135,5.1746,0.6337,13.2927,8.0383,2.8352,8.3741,0.5393,-0.045,-0.0306,-0.0249,0.6809,0.5543,0.8141,0.337,0.6974,0.3723,2.0693,1.1047,0.5338,0.1136,0.4864,0.1386,4.282,1.2203,0.285,-0.5968,-0.2158,-0.1971,0.3616,0.3302,0.9131,0.1207,0.1045,0.0812,0.8659,0.6729,0.7771,0.3789,0.6587,0.4071,1.7384,1.0742,0.6179,0.2673,19.1807,0.9313,0.6899,0.8686,0.8172,0.9719,0.9272,?,?,?,?,?,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-1.0098,7.4675,2.7327,9.4624,-1.2517,10.6899,25.0261,5.0026,20.1303,0.0446,9.4934,2.0076,1.4169,6.7152,0.4731,14.856,19.2187,4.3839,17.5809,0.2905,-0.0945,-0.1064,-0.068,1.126,0.7196,0.639,0.5463,1.9286,0.6233,3.5306,1.1411,0.3232,0.2984,3.7196,0.3886,12.4655,1.3022,0.1045,-5.601,-0.8726,-0.7306,0.1558,0.1304,0.8373,0.1995,0.3298,0.1696,1.6533,0.8502,0.5143,0.4701,1.4091,0.5382,2.9977,1.145,0.382,0.3049,22.7462,-0.8266,-0.6478,-0.7852,0.8899,0.9844,0.9318,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.5017,5.6296,2.3727,10.0139,-0.9064,8.487,13.2752,3.6435,14.4063,-0.0571,8.3717,1.1465,1.0707,5.2491,0.5134,12.523,5.5921,2.3648,9.7654,0.431,-0.0591,-0.0599,-0.0401,1.0138,0.6777,0.6685,0.6512,2.2159,1.0034,3.4028,1.5408,0.4528,0.4241,4.9104,1.0067,11.5793,2.3739,0.205,6.1188,-0.8595,-0.6435,-0.1405,-0.1052,0.7487,0.3854,0.4869,0.306,1.2633,0.794,0.6285,0.6951,1.9077,1.0254,2.7445,1.4752,0.5375,0.2539,18.8296,-0.8425,-0.1036,-0.7057,0.2182,0.8976,0.5405,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0637,0.3554,0.5961,2.199,-0.8072,8.4822,0.9381,0.9686,3.5003,0.6633,9.0432,0.6239,0.7899,3.9879,0.6561,12.4487,0.6794,0.8243,4.1543,0.7263,-0.0075,-0.007,-0.0051,0.938,0.6814,0.7264,0.6155,0.7547,0.7232,1.2262,1.1751,0.9583,0.3788,0.5696,0.5231,1.5036,1.3808,0.9183,-0.1424,-0.1291,-0.0891,0.9063,0.6254,0.6901,0.117,0.1049,0.0802,0.8965,0.6849,0.764,0.6282,0.5514,0.5293,0.8777,0.8426,0.96,0.2638,18.0336,0.6369,0.1616,0.6373,-0.1325,0.7382,0.5689,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.4108,0.1522,0.3901,1.3644,-23.073,8.3907,0.7846,0.8858,3.7618,0.6052,9.8679,0.2382,0.4881,2.1744,0.7965,12.9762,0.7434,0.8622,3.765,0.7334,-0.049,-0.0416,-0.0317,0.8503,0.6466,0.7605,0.4404,0.7992,0.4524,1.8149,1.0274,0.5661,0.1939,0.6388,0.2047,3.294,1.0555,0.3204,-0.2267,-0.1537,-0.1262,0.6778,0.5567,0.8214,0.0059,0.0053,0.004,0.8919,0.6746,0.7564,0.3627,0.6275,0.3624,1.73,0.9991,0.5775,0.2757,18.6734,0.8674,0.378,0.7007,0.7724,0.9589,0.9205,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.5843,5.5641,2.3588,7.5317,-2.1223,0.7212,9.2285,3.0379,10.8068,-0.997,9.3963,8.1239,2.8502,9.3754,0.3834,10.3555,6.9996,2.6457,9.1014,0.4128,-2.1968,-0.1686,-0.153,0.0767,0.0696,0.9074,0.7765,0.8276,0.8916,1.0658,1.1482,1.0773,0.6029,0.6849,0.7949,1.136,1.3184,1.1606,0.9489,-0.8782,-0.8001,-0.9256,-0.8432,0.911,0.4458,0.1587,0.1556,0.3559,0.3491,0.9809,0.6969,0.8033,0.8275,1.1527,1.1874,1.0301,0.1991,14.4984,-0.0417,0.4447,0.2763,0.6481,0.6833,0.9732,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.7732,0.2642,0.514,1.8926,-7.8323,7.7365,0.829,0.9105,3.4131,0.6445,10.1709,3.0968,1.7598,7.0705,0.5109,12.8332,3.3967,1.843,7.2805,0.5796,-0.0999,-0.076,-0.0602,0.7607,0.6029,0.7925,0.5645,0.2921,0.2789,0.5174,0.494,0.9548,0.3187,0.0853,0.0778,0.2677,0.2441,0.9117,-0.2712,-0.2272,-0.1672,0.8377,0.6164,0.7358,0.0223,0.0148,0.0124,0.6641,0.5544,0.8347,0.5545,0.2677,0.26,0.4827,0.4688,0.9712,0.2667,18.6895,0.34,-0.3793,-0.2014,0.7104,0.8353,0.9802,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
0.0001,0.6773,0.823,3.1464,-0.6897,4.9161,1.0407,1.0201,3.9749,0.4599,8.7118,0.5428,0.7367,2.7147,0.7268,10.0745,0.8271,0.9095,3.0685,0.7385,0,0,0,0.5643,0.488,0.8647,0.8067,1.1171,0.9049,1.3847,1.1217,0.8101,0.6508,1.2479,0.8189,1.9174,1.2582,0.6562,-0.3795,-0.1778,-0.1482,0.4685,0.3904,0.8334,0.253,0.1874,0.1587,0.7405,0.627,0.8468,0.7916,1.159,1.0254,1.4642,1.2954,0.8847,0.2084,14.2818,0.9255,-0.2249,0.4016,0.0995,0.6809,0.7928,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
-2.1864,7.4412,2.7278,8.649,-2.2606,0.8821,9.4023,3.0663,13.1858,-0.9968,10.0849,9.2159,3.0358,11.3294,0.2995,11.0532,11.1496,3.3391,11.9804,0.2963,-2.4786,-0.2168,-0.1978,0.0875,0.0798,0.9124,0.8896,0.8986,0.8169,1.0101,0.9183,0.9092,0.7914,0.8074,0.6674,1.0202,0.8433,0.8266,0.911,-1.2377,-1.1887,-1.3586,-1.3048,0.9604,0.4017,0.164,0.1558,0.4083,0.3879,0.95,0.6559,0.7634,0.7219,1.1639,1.1006,0.9457,0.2204,15.7175,-0.0343,-0.4885,-0.6112,0.089,0.1108,0.9799,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
0.1277,0.3801,0.6165,2.2863,-0.6832,7.5185,1.9298,1.3892,4.0912,0.5807,9.5768,3.1029,1.7615,6.6806,0.5295,12.2308,4.08,2.0199,6.1974,0.6169,0.017,0.0133,0.0104,0.7851,0.6147,0.783,0.4438,0.35,0.3052,0.7886,0.6877,0.8721,0.197,0.1225,0.0932,0.6219,0.473,0.7605,-0.1638,-0.1235,-0.093,0.7539,0.5678,0.7531,0.1392,0.0957,0.084,0.6873,0.6032,0.8776,0.5588,0.3422,0.3689,0.6124,0.6601,1.078,0.2537,17.6128,0.9078,0.2771,0.5821,0.5529,0.8127,0.9342,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_BASSA
