@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0317,0.0031,0.0555,0.3304,-0.6621,-0.0333,0.0023,0.0482,0.2816,-1.5976,-0.1091,0.0046,0.0677,0.3084,-5.7935,0.1444,0.0031,0.0561,0.292,0.0649,-0.9538,-0.291,0.2198,0.3051,-0.2305,-0.7553,1.15,0.8195,0.9893,0.7126,0.8603,1.2072,1.3226,0.6716,0.9788,0.5078,0.7401,1.4574,0.7601,0.5005,-6.4925,0.6585,-8.5421,-12.9721,1.8339,4.3793,0.6366,2.388,0.3471,0.1454,1.1735,1.0715,1.1316,0.9131,0.9643,1.0561,0.0008,0.2103,-0.3923,-0.0175,0.2755,-0.1706,-0.073,-0.8343,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
0.1735,0.8611,0.928,4.7329,-0.3729,-0.2305,0.754,0.8683,3.7939,-0.6711,-0.59,0.0619,0.2488,1.7978,?,1.2948,0.4318,0.6571,3.3392,0.0623,-0.7529,-0.2942,0.134,0.3907,-0.178,-0.4556,1.0686,3.7299,1.4122,3.4903,1.3215,0.3786,1.142,13.9118,1.9943,12.1819,1.7463,0.1434,0.8437,0.715,-5.7898,0.8475,-6.8621,-8.0973,1.5185,0,0.968,0,0.6375,0,1.2475,2.6326,1.4174,2.1103,1.1361,0.5384,0.0045,1.9422,0.5455,-0.3381,0.7207,-0.4375,0.5555,-0.3508,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.1538,2.4562,1.5672,7.9826,-0.3648,0.1797,1.2917,1.1365,4.3485,-0.5047,-0.2696,0.8831,0.9397,3.4933,-2.0012,1.9155,1.0904,1.0442,6.0097,0.0755,-0.8554,0.5703,-0.0803,-0.6667,0.0938,-0.1407,1.379,1.6677,1.5009,1.2094,1.0884,0.8999,1.9016,2.7813,2.2526,1.4626,1.1846,0.8099,1.4629,0.916,-4.3486,0.6262,-2.9726,-4.7472,2.0239,5.0249,0.8998,2.4828,0.4446,0.1791,1.8357,2.2851,1.3283,1.2448,0.7236,0.5813,0.0026,2.9335,0.2527,-0.2463,0.4998,-0.5978,0.6038,-0.5082,?,?,?,?,?,3.5612,1.1815,1.087,3,0.4,SINISTRA_PANTALONI
-0.021,0.6748,0.8214,5.2425,-1.3175,-0.117,1.0419,1.0207,6.5639,-0.9944,-0.0694,0.6399,0.8,9.0522,-3.6597,1.1066,1.151,1.0729,7.2383,0.0061,0.1793,0.3024,-0.019,1.6858,-0.1058,-0.0627,0.8048,1.0269,0.7657,1.276,0.9514,0.7456,0.6476,1.0544,0.5862,1.6281,0.9052,0.556,0.9107,0.4192,-66.6659,0.4603,-73.2051,-159.0301,0.6873,1.1644,0.3106,1.6942,0.4519,0.2667,0.7987,0.5791,0.7243,0.7251,0.9068,1.2506,0.001,1.6293,0.5578,0.3379,-0.1838,0.1642,-0.1749,-0.4819,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-1.0783,4.8612,2.2048,9.8949,-3.3939,-0.9386,5.2478,2.2908,8.8808,-1.4108,0.4787,6.7388,2.5959,12.8727,-0.5871,3.4977,6.8866,2.6242,11.0674,0.0143,1.1488,-2.2528,-0.3083,-1.9609,-0.2684,0.1369,0.9625,0.8493,0.8402,0.8825,0.8729,0.9892,0.9263,0.7214,0.7059,0.7787,0.762,0.9785,1.4706,1.6051,-47.4426,1.0915,-32.2605,-29.5573,0.6113,0.2776,0.2006,0.4542,0.3281,0.7224,1.1142,0.7687,0.8941,0.6899,0.8024,1.1631,0.0106,5.2783,-0.1343,-0.4931,-0.6723,0.2931,-0.1419,0.5498,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.0746,1.3372,1.1564,9.6195,-1.4071,-0.2648,1.6645,1.2901,8.3482,-1.9547,0.0416,1.4259,1.1941,8.838,-0.9667,1.4244,2.4761,1.5736,8.7926,0.0033,0.2816,-1.7947,-0.0524,-6.3735,-0.1859,0.0292,0.8963,0.9684,0.7349,1.0804,0.8199,0.7589,0.8034,0.9378,0.54,1.1673,0.6722,0.5759,1.0182,1.2944,-195.4706,1.2713,-191.9795,-151.0089,1.4144,0.8893,0.453,0.6287,0.3203,0.5094,1.1523,1.0884,1.094,0.9446,0.9495,1.0052,0.002,2.1506,0.7411,-0.3235,-0.2416,-0.2531,-0.4186,0.2366,?,?,?,?,?,0,0,0,0,0,SINISTRA_PANTALONI
-0.3203,4.3822,2.0934,10.9756,-0.9778,-0.7614,3.7166,1.9279,8.1822,-1.3978,0.0593,3.1426,1.7727,12.3762,-1.1642,3.0018,2.9165,1.7078,7.8147,0.0297,0.4207,-5.3982,-0.1067,-12.8325,-0.2537,0.0198,1.0858,1.1809,1.2258,1.0875,1.1289,1.038,1.1791,1.3944,1.5025,1.1827,1.2743,1.0775,1.1376,0.815,-22.6505,0.7164,-19.9104,-27.7904,1.6262,0.9704,0.689,0.5967,0.4237,0.71,1.3414,0.8868,1.4045,0.6611,1.047,1.5837,0.0058,4.5287,-0.1968,0.0815,0.0609,0.1784,-0.3986,0.0079,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.7646,9.4935,3.0812,17.8501,-1.9096,-0.2473,11.0321,3.3215,13.6542,-1.4696,-0.1679,7.541,2.7461,11.8501,-1.1277,4.7215,6.4481,2.5393,11.7869,0.0661,3.0914,4.5545,-0.1619,1.4733,-0.0524,-0.0356,0.9276,1.122,1.2134,1.2095,1.308,1.0814,0.8605,1.2589,1.4723,1.4629,1.7109,1.1695,1.4418,1.8653,-14.0522,1.2937,-9.7461,-7.5335,1.1096,1.1015,0.4861,0.9927,0.4381,0.4413,1.3073,1.5063,1.5144,1.1522,1.1584,1.0054,0.0058,7.0253,-0.393,-0.2273,-0.4535,0.4297,-0.1,-0.0936,?,?,?,?,?,296.7606,8418.9463,91.7548,330,0.1316,SINISTRA_PANTALONI
-0.5738,6.2693,2.5039,13.1179,-1.2717,-0.9304,6.2758,2.5051,12.7216,-1.2746,0.3703,5.5795,2.3621,10.5063,-0.9532,3.9656,3.7308,1.9315,8.1582,0.0517,0.6167,-1.5495,-0.1447,-2.5126,-0.2346,0.0934,0.9995,1.06,1.2963,1.0606,1.297,1.2229,0.999,1.1236,1.6804,1.1248,1.6821,1.4955,1.0301,1.4322,-16.5247,1.3903,-16.0416,-11.538,1.0325,1.0735,0.6712,1.0398,0.6501,0.6253,1.0312,1.2486,1.6079,1.2109,1.5594,1.2878,0.0081,5.9844,-0.2721,-0.4569,-0.3955,0.2549,-0.0476,0.3515,?,?,?,?,?,6.4196,0.2435,0.4935,1,0.8571,SINISTRA_PANTALONI
0.1787,4.1454,2.036,11.6049,-0.5321,-1.766,2.0919,1.4463,6.4619,-2.4665,0.0218,1.9504,1.3966,8.1881,-1.1293,3.0876,1.8053,1.3436,7.726,0.0373,-0.1012,8.1895,0.0579,-80.913,-0.572,0.0071,1.4077,1.4579,1.5153,1.0356,1.0765,1.0394,1.9817,2.1254,2.2963,1.0725,1.1588,1.0804,0.8766,0.9281,-13.4505,1.0588,-15.3445,-14.4927,4.0634,1.9697,0.9438,0.4848,0.2323,0.4792,1.7959,1.4173,1.5021,0.7892,0.8364,1.0598,0.0122,4.6001,-0.516,-0.2074,0.39,-0.0805,-0.5715,0.0998,?,?,?,?,?,2,0,0,0,1,SINISTRA_PANTALONI
-1.344,14.6376,3.8259,21.9006,-3.8005,-1.0832,4.6864,2.1648,13.2767,-0.9606,-0.4879,12.4005,3.5214,23.1914,-1.1773,4.6152,13.6422,3.6935,21.9288,0.0229,1.2407,2.7547,-0.2912,2.2202,-0.2347,-0.1057,1.7673,1.0865,1.0358,0.6148,0.5861,0.9534,3.1234,1.1804,1.073,0.3779,0.3435,0.909,2.6654,1.3826,-33.6629,0.5187,-12.6295,-24.3467,0.6737,0.4283,0.2033,0.6358,0.3017,0.4746,1.6496,0.9443,0.9987,0.5725,0.6054,1.0576,0.0124,6.6902,-0.2012,0.1883,-0.6911,-0.2082,-0.2284,-0.3128,?,?,?,?,?,2.0828,0.0759,0.2755,1,0.6667,SINISTRA_PANTALONI
-2.0906,3.8201,1.9545,5.9316,-22.5426,-1.1192,1.7192,1.3112,4.6836,-5.5699,-1.3024,1.9174,1.3847,4.5742,-12.7765,3.0137,5.6934,2.3861,6.8193,0.0186,1.8679,1.6052,-0.6937,0.8594,-0.3714,-0.4322,1.4907,1.4115,0.8191,0.9469,0.5495,0.5803,2.2221,1.9924,0.671,0.8966,0.302,0.3368,1.4304,1.3389,-44.0606,0.936,-30.803,-32.9091,0.3534,0.7588,0.0363,2.1471,0.1026,0.0478,1.2665,1.2968,0.8698,1.0239,0.6868,0.6708,0.082,4.7851,0.7463,0.7561,-0.9556,0.809,-0.8731,-0.8911,?,?,?,?,?,4.8931,15.1794,3.8961,12,0,SINISTRA_PANTALONI
-1.8625,6.5749,2.5642,7.6152,-8.3278,-1.0941,3.1628,1.7784,6.4277,-3.9266,-0.9645,1.6492,1.2842,5.4863,-2.7107,3.0678,7.5719,2.7517,7.947,0.0351,1.7023,1.931,-0.6071,1.1343,-0.3566,-0.3144,1.4418,1.9967,0.9318,1.3848,0.6463,0.4667,2.0789,3.9867,0.8683,1.9178,0.4177,0.2178,1.3271,1.6964,-23.5219,1.2783,-17.7242,-13.8658,0.6257,0.5522,0.0991,0.8824,0.1584,0.1795,1.1847,1.388,0.9583,1.1716,0.8088,0.6904,0.0717,4.826,0.7787,0.7145,-0.9555,0.8519,-0.885,-0.8076,?,?,?,?,?,13.8397,64.6384,8.0398,24,0,SINISTRA_PANTALONI
-2.0056,5.1644,2.2725,9.1562,-8.686,-1.237,2.7657,1.663,6.7227,-7.274,-1.2272,4.2097,2.0518,9.2676,-1.15,3.4879,7.033,2.652,9.2427,0.0765,1.6213,1.6343,-0.575,1.0081,-0.3547,-0.3518,1.3665,1.1076,0.8569,0.8105,0.6271,0.7737,1.8673,1.2268,0.7343,0.657,0.3932,0.5986,1.3893,1.6564,-10.7285,1.1923,-7.7223,-6.4769,1.1635,0.2193,0.0945,0.1885,0.0812,0.4307,1.362,0.988,0.9907,0.7254,0.7274,1.0027,0.0805,5.5292,0.9248,0.6528,-0.9345,0.6052,-0.9086,-0.5658,?,?,?,?,?,1,0,0,0,1,SINISTRA_PANTALONI
-1.8487,8.0745,2.8416,10.1875,-15.1486,-1.2963,4.9473,2.2242,8.2422,-4.7259,-0.9727,3.2954,1.8153,5.7246,-1.6287,3.6422,9.0955,3.0159,9.6514,0.0457,1.4261,1.9005,-0.5076,1.3327,-0.3559,-0.2671,1.2775,1.5653,0.9422,1.2253,0.7375,0.6019,1.6321,2.4502,0.8878,1.5013,0.5439,0.3623,1.4048,2.6944,-20.6599,1.918,-14.7064,-7.6678,0.4383,0.2897,0.0624,0.661,0.1423,0.2153,1.236,1.7796,1.0556,1.4398,0.854,0.5931,0.0745,5.4332,0.7567,0.2119,-0.9562,0.2318,-0.8534,-0.3038,?,?,?,?,?,1,0,0,0,1,SINISTRA_PANTALONI
-1.708,4.5214,2.1264,7.0254,-18.8729,-0.1471,0.5178,0.7196,3.1758,-1.5054,-1.1667,4.1299,2.0322,8.2773,-9.0665,2.582,6.8024,2.6081,9.2779,0.0134,11.6082,1.4639,-0.6615,0.1261,-0.057,-0.4519,2.9549,1.0463,0.8153,0.3541,0.2759,0.7792,8.7314,1.0948,0.6647,0.1254,0.0761,0.6071,3.4964,0.8949,-52.9819,0.256,-15.1532,-59.2014,0.2789,0.4299,0.0376,1.5416,0.1348,0.0874,2.2122,0.8487,0.7572,0.3837,0.3423,0.8922,0.0628,3.8225,0.016,0.8349,-0.9646,-0.039,-0.0106,-0.9363,?,?,?,?,?,8.1985,21.3499,4.6206,12,0,SINISTRA_PANTALONI
-0.2916,4.3345,2.082,14.7071,-2.3121,-0.979,3.5986,1.897,8.7833,-1.0645,-1.0948,21.458,4.6323,19.9843,-0.9027,4.8159,8.4399,2.9052,13.9034,0.039,0.2978,0.2663,-0.0605,0.8942,-0.2033,-0.2273,1.0975,0.4494,0.7166,0.4095,0.653,1.5945,1.2045,0.202,0.5136,0.1677,0.4264,2.5424,2.267,1.0828,-18.2117,0.4777,-8.0335,-16.8187,1.0437,0.4228,0.3069,0.4051,0.2941,0.726,1.6744,0.7359,1.0578,0.4395,0.6317,1.4374,0.01,6.788,0.3879,-0.0741,-0.3892,0.3508,-0.1715,0.3007,?,?,?,?,?,34.8449,115.402,10.7425,45.0137,0.0843,SINISTRA_PANTALONI
0.0296,2.2354,1.4951,10.4375,-1.7268,-0.6625,1.6241,1.2744,7.1984,-1.3911,0.5481,2.7353,1.6539,9.2341,-0.2473,1.905,3.7061,1.9251,7.8069,0.0136,-0.0447,0.054,0.0155,-1.2087,-0.3478,0.2877,1.1732,0.904,0.7766,0.7706,0.662,0.8591,1.3764,0.8172,0.6032,0.5938,0.4382,0.7381,1.5783,3.61,-61.2603,2.2872,-38.8133,-16.9698,1.2714,0.517,0.4836,0.4067,0.3804,0.9354,1.45,1.1303,1.337,0.7795,0.9221,1.1828,0.0057,2.8362,-0.743,-0.2819,-0.2583,0.0186,-0.2208,0.6761,?,?,?,?,?,4.0472,0,0,0,1,SINISTRA_PANTALONI
0.1657,0.4169,0.6457,4.4926,-2.3204,-0.9155,1.1067,1.052,5.9361,-2.5057,-0.4719,2.5807,1.6065,6.629,-1.4872,1.8792,1.6613,1.2889,5.079,0.0732,-0.181,-0.3511,0.0882,1.9398,-0.4872,-0.2511,0.6138,0.4019,0.501,0.6549,0.8162,1.2464,0.3767,0.1616,0.251,0.4288,0.6662,1.5535,0.74,0.7921,-7.8278,1.0704,-10.5784,-9.8827,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.8845,0.8955,1.1687,1.3052,0.007,2.7495,0.1573,0.1131,-0.5187,0.5024,-0.6917,-0.5359,?,?,?,?,?,34.0692,20.5911,4.5377,23.201,0.4103,SINISTRA_PANTALONI
0.0097,0.3581,0.5984,2.5161,-2.6629,-1.3278,2.5796,1.6061,6.0813,?,-0.7416,4.5044,2.1224,10.2201,-1.0783,2.3242,4.3534,2.0865,6.5477,0.0311,-0.0073,-0.0131,0.0042,1.7904,-0.5713,-0.3191,0.3726,0.2819,0.2868,0.7568,0.7698,1.0172,0.1388,0.0795,0.0823,0.5727,0.5925,1.0347,0.3008,0.345,-8.693,1.1468,-28.9003,-25.1998,0,0.1397,0.1016,0,0,0.7277,0.4137,0.2462,0.3843,0.595,0.9288,1.5609,0.0101,3.3588,0.5603,0.1679,-0.6419,0.1109,-0.8933,-0.3731,?,?,?,?,?,35.6786,28.5836,5.3464,25.3598,0.3401,SINISTRA_PANTALONI
0.2062,3.0922,1.7585,7.6618,-0.5946,0.3119,3.8188,1.9542,11.9823,-1.2426,0.3219,4.3027,2.0743,10.9162,-0.643,2.9916,2.5073,1.5834,7.2145,0.0606,0.6612,0.6406,0.0689,0.9689,0.1043,0.1076,0.8999,0.8477,1.1105,0.9421,1.2341,1.31,0.8097,0.7187,1.2333,0.8875,1.523,1.7161,0.4303,0.6688,-6.1408,1.5542,-14.2699,-9.1818,0.8993,0.7231,0.6256,0.8042,0.6957,0.8652,0.6394,0.7019,1.062,1.0977,1.6609,1.5131,0.0033,4.4235,0.4252,0.2028,0.2173,0.2546,0.0162,0.4563,?,?,?,?,?,4.2088,0.2726,0.5221,3.9881,0.5007,SINISTRA_PANTALONI
-1.2176,7.414,2.7229,16.0627,-0.8664,-0.2142,2.7194,1.6491,10.3674,-1.3076,0.3822,5.7678,2.4016,19.6736,-0.4723,3.6611,4.1724,2.0427,15.0688,0.0256,5.6849,-3.1857,-0.3326,-0.5604,-0.0585,0.1044,1.6512,1.1338,1.333,0.6867,0.8073,1.1757,2.7263,1.2854,1.7769,0.4715,0.6518,1.3823,1.2692,1.1815,-18.8348,0.9309,-14.8398,-15.942,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8165,1.066,0.527,0.688,1.3056,0.0087,5.3137,-0.0642,-0.1409,0.0052,-0.4133,-0.1238,0.4789,?,?,?,?,?,0.102,0.2277,0.4772,5,0,SINISTRA_PANTALONI
-2.3192,19.8769,4.4583,17.9812,-2.0463,-1.2178,17.9206,4.2333,16.9024,-2.2645,0.6323,10.9055,3.3023,18.5776,-1.3355,6.0782,19.0199,4.3612,16.7042,0.028,1.9045,-3.6677,-0.3816,-1.9259,-0.2004,0.104,1.0532,1.3501,1.0223,1.2819,0.9707,0.7572,1.1092,1.8226,1.0451,1.6433,0.9422,0.5734,1.0302,1.137,-25.0742,1.1037,-24.3396,-22.0531,1.14,0.7421,0.3435,0.6509,0.3013,0.4628,1.0638,0.9679,1.0764,0.9098,1.0119,1.1122,0.0182,9.2109,0.2151,-0.5122,-0.6779,-0.2168,-0.5816,0.3084,?,?,?,?,?,3.4459,137.923,11.7441,47,0,SINISTRA_PANTALONI
-1.0919,25.1171,5.0117,27.9415,-0.9192,-0.4411,12.611,3.5512,15.0748,-1.4976,-0.1421,19.2031,4.3821,29.3049,-1.377,6.7441,12.8556,3.5855,17.1052,0.0693,2.4754,7.6858,-0.1619,3.1049,-0.0654,-0.0211,1.4113,1.1437,1.3978,0.8104,0.9904,1.2222,1.9917,1.308,1.9538,0.6567,0.981,1.4938,1.4805,0.7883,-10.5113,0.5324,-7.0998,-13.3343,2.4121,1.1809,0.7922,0.4896,0.3284,0.6708,1.8535,0.9535,1.6335,0.5144,0.8813,1.7132,0.0079,9.9813,0.0239,-0.0198,-0.2744,-0.1089,-0.0955,-0.0367,?,?,?,?,?,0.1477,0.1259,0.3548,1,0,SINISTRA_PANTALONI
0.192,3.6728,1.9165,13.6304,-0.9635,-0.2896,1.8176,1.3482,8.7369,-1.2141,-0.1705,2.0652,1.4371,8.6294,-0.8969,2.0838,3.3634,1.834,8.2007,0.0123,-0.6631,-1.1261,0.0922,1.6983,-0.139,-0.0818,1.4215,1.3336,1.045,0.9381,0.7351,0.7836,2.0207,1.7784,1.092,0.8801,0.5404,0.614,1.3961,1.6393,-65.6107,1.1742,-46.9957,-40.023,1.7592,1.5259,0.8361,0.8674,0.4753,0.5479,1.5601,1.5795,1.6621,1.0125,1.0654,1.0523,0.0028,3.0515,0.5642,0.2904,0.2413,0.1745,-0.0188,0.1488,?,?,?,?,?,3.4143,0.2998,0.5475,2,0.5,SINISTRA_PANTALONI
0.7188,5.0951,2.2572,14.0153,-0.3178,-0.7041,3.2269,1.7964,8.9995,-1.7738,-0.1752,6.11,2.4718,22.4871,-0.3059,3.329,4.3929,2.0959,17.6419,0.0181,-1.021,-4.1023,0.2159,4.0181,-0.2115,-0.0526,1.2566,0.9132,1.077,0.7267,0.8571,1.1794,1.579,0.8339,1.1599,0.5281,0.7346,1.3909,0.5874,0.6418,-10.3902,1.0927,-17.6893,-16.1891,3.2779,0.6176,0.5919,0.1884,0.1806,0.9584,1.5573,0.6233,0.7944,0.4002,0.5101,1.2746,0.0075,4.8766,0.4615,0.0991,0.3557,-0.0842,-0.1019,0.4162,?,?,?,?,?,1.9779,0.1686,0.4106,2,0.3333,SINISTRA_PANTALONI
0.5447,17.5088,4.1844,31.5683,-0.7659,-0.9682,11.1473,3.3387,23.265,-0.3842,0.2562,10.2944,3.2085,21.1038,-0.2937,5.0095,15.1553,3.893,22.9946,0.0277,-0.5626,2.1264,0.1087,-3.7798,-0.1933,0.0511,1.2533,1.3042,1.0748,1.0406,0.8576,0.8242,1.5707,1.7008,1.1553,1.0828,0.7355,0.6793,2.1204,2.8578,-20.932,1.3478,-9.8718,-7.3245,1.0636,1.0959,0.7559,1.0303,0.7107,0.6898,1.3569,1.4959,1.3729,1.1024,1.0118,0.9178,0.0082,7.4119,-0.0589,-0.0026,0.1376,0.3177,0.5896,0.6284,?,?,?,?,?,1.3741,0.8529,0.9235,3,0,SINISTRA_PANTALONI
0.1568,15.0959,3.8853,46.436,-1.2588,-0.4167,2.8296,1.6821,8.9096,-1.6122,0.1851,7.9138,2.8131,33.6442,-0.6117,3.4647,14.0674,3.7507,28.8703,0.0193,-0.3764,0.8473,0.0453,-2.2512,-0.1203,0.0534,2.3098,1.3811,1.0359,0.598,0.4485,0.75,5.335,1.9075,1.0731,0.3576,0.2011,0.5626,4.7061,2.0266,-45.4544,0.4306,-9.6587,-22.4291,6.0274,0.9848,0.6983,0.1634,0.1159,0.7091,5.2119,1.3802,1.6084,0.2648,0.3086,1.1654,0.0033,5.046,-0.1085,0.6656,-0.1631,0.09,0.0361,0.028,?,?,?,?,?,0.9514,0.0462,0.2151,1,0,SINISTRA_PANTALONI
0.1239,0.0273,0.1652,0.8681,-0.6081,-0.1734,0.0248,0.1575,0.7731,-3.6933,-0.0698,0.0141,0.1188,0.6395,-1.5765,0.3027,0.0249,0.1578,0.6554,0.0734,-0.7145,-1.7753,0.4094,2.4845,-0.573,-0.2306,1.0491,1.3904,1.0469,1.3253,0.9979,0.7529,1.1006,1.9332,1.0959,1.7565,0.9958,0.5669,0.5396,0.839,-6.322,1.5549,-11.7162,-7.5348,3.2771,2.1751,0.7632,0.6637,0.2329,0.3509,1.1229,1.3576,1.3245,1.2091,1.1796,0.9756,0.0016,0.4612,-0.3959,-0.336,0.6484,0.0211,-0.8141,-0.2515,?,?,?,?,?,1,0,0,0,1,SINISTRA_PANTALONI
0.1599,0.0833,0.2885,1.877,-0.8129,-0.0992,0.0839,0.2896,1.3154,-0.8146,0.0057,0.1128,0.3358,1.5795,-0.4612,0.5006,0.0647,0.2544,1.0785,0.0759,-1.6128,28.1694,0.3194,-17.4666,-0.1981,0.0113,0.9962,0.8593,1.1342,0.8626,1.1385,1.3199,0.9924,0.7384,1.2863,0.744,1.2962,1.7421,1.4252,1.6883,-9.4967,1.1846,-6.6633,-5.6251,1.4282,0.9578,0.8871,0.6706,0.6211,0.9262,1.4269,1.1884,1.7404,0.8328,1.2197,1.4645,0.0013,0.7749,-0.5177,-0.5291,-0.0661,0.6655,0.226,0.6077,?,?,?,?,?,1,0,0,0,1,SINISTRA_PANTALONI
