@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.1302,8.4339,2.9041,26.1581,-1.9845,-0.4809,12.6986,3.5635,25.2557,-1.7634,-0.0067,5.9934,2.4481,18.7514,-1.0291,4.3886,8.1143,2.8486,23.394,0.014,-0.2706,-19.5679,0.0297,72.3016,-0.1096,-0.0015,0.815,1.1863,1.0195,1.4556,1.251,0.8594,0.6642,1.4072,1.0394,2.1188,1.565,0.7386,1.0792,1.8289,-52.3419,1.6947,-48.4995,-28.6186,0.959,0.9484,0.3694,0.9889,0.3852,0.3895,1.0357,1.395,1.1182,1.3469,1.0796,0.8015,0.0013,6.6449,-0.339,-0.2158,-0.0793,-0.259,-0.1892,0.0239,0.0142,1.3848,1.1768,6.2784,-0.883,0.0254,0.8251,0.9084,4.5192,-0.9733,-0.0596,1.602,1.2657,5.7454,-1.2818,0.558,-0.2376,-0.4259,1.2955,0.9297,0.7177,1.6783,0.8644,0.5151,1.3208,0.9122,0.6906,1.4559,1.3242,0.9096,1.3893,1.0928,0.7866,0.0002,2.5435,-0.3679,-0.3318,0.2046,20.017,51.286,7.1614,25.65,0.2243,26.0993,17.0953,4.1346,13.9526,0.5763,7.0197,52.7791,7.2649,25.174,-0.4224,0.767,2.8515,3.718,1.7321,0.9858,0.5691,3,0.9717,0.3239,0.3908,-0.992,-2.5387,1.0041,1.8683,1.8606,1.8384,1.0189,0.5542,0.0869,55.2684,-0.9282,0.67,-0.7552,SINISTRA_PANTALONI
0.5334,7.0986,2.6643,17.7419,-0.4008,-1.0097,5.0993,2.2582,18.721,-2.4948,0.0772,5.3634,2.3159,15.0675,-0.7119,3.5889,5.9914,2.4477,18.1403,0.0069,-0.5283,6.9055,0.1486,-13.0712,-0.2814,0.0215,1.1799,1.1504,1.0885,0.9751,0.9226,0.9461,1.3921,1.3235,1.1848,0.9507,0.8511,0.8952,0.3798,0.8101,-40.1581,2.1328,-105.7262,-49.5715,2.3644,1.439,0.6934,0.6086,0.2933,0.4818,0.9477,1.1775,0.978,1.2425,1.032,0.8306,0.0031,5.4263,0.0677,0.3616,0.4721,0.0469,-0.4933,0.1764,0.966,2.0871,1.4447,6.272,-0.1894,0.2059,1.8226,1.35,7.4095,-0.5111,0.8789,1.5954,1.2631,5.865,-0.8521,4.6917,1.0991,0.2343,1.0701,1.1438,1.0688,1.1451,1.3082,1.1424,0.3985,0.3701,0.9288,1.0754,1.6652,1.5484,0.8465,1.0694,1.2633,0.0036,3.307,0.4402,0.1075,-0.5184,-11.9169,10.0172,3.165,20.7596,?,5.0014,139.9613,11.8305,45.7184,-1.3518,-31.7201,15.4591,3.9318,35.3989,?,-2.3827,0.3757,-0.1577,0.2675,0.805,3.0089,0.0716,0.648,9.0536,0.79,0.5864,0.7424,0,1,0,0.4541,0.5864,1.2915,0.0928,55.3878,0.6955,-0.616,-0.7591,SINISTRA_PANTALONI
0.2282,8.2704,2.8758,24.697,-1.0936,-0.4107,5.8444,2.4175,20.7285,-0.8622,-0.0006,4.9957,2.2351,18.1186,-0.8904,3.2641,8.6773,2.9457,16.9996,0.0076,-0.5556,-366.2562,0.0699,659.2405,-0.1258,-0.0002,1.1896,1.2867,0.9763,1.0816,0.8207,0.7588,1.4151,1.6555,0.9531,1.1699,0.6735,0.5757,1.3441,1.5116,-99.444,1.1246,-73.9835,-65.7875,1.0598,1.2308,0.6887,1.1614,0.6498,0.5595,1.1915,1.3631,1.4528,1.144,1.2194,1.0658,0.0013,5.0064,0.0029,0.3735,0.0293,0.4089,-0.0203,0.1442,0.7003,1.7604,1.3268,5.8575,-0.1206,-0.1306,1.3342,1.1551,7.6306,-1.4064,1.3113,3.7391,1.9337,9.9858,-0.4608,-5.363,0.5341,-0.0996,1.1486,0.6861,0.5974,1.3194,0.4708,0.3568,0.1413,0.2001,1.4157,1.6485,0.7647,0.4639,0.7676,0.5866,0.7641,0.004,2.8173,-0.4149,0.3287,-0.0417,-8.775,4.8731,2.2075,11.3388,?,3.7688,20.7023,4.55,28.1387,-3.3026,-34.8276,2.4426,1.5629,35.939,?,-2.3283,0.252,-0.1082,0.4852,1.4125,2.9113,0.2354,1.995,8.4754,0.525,0.3155,0.601,0,1,0,0.403,0.3155,0.783,0.0976,48.9566,-0.3209,0.0921,-0.9154,SINISTRA_PANTALONI
0.2593,7.3605,2.713,21.1498,-1.7173,-0.6585,11.3947,3.3756,18.3229,-0.7114,-0.226,8.6093,2.9342,16.1735,-0.9919,4.6901,5.9194,2.433,16.6105,0.0487,-0.3938,-1.1476,0.0553,2.9143,-0.1404,-0.0482,0.8037,0.9246,1.1151,1.1505,1.3874,1.206,0.646,0.8549,1.2435,1.3235,1.925,1.4544,1.755,1.6597,-15.7291,0.9457,-8.9627,-9.4773,0.727,0.9586,0.4458,1.3186,0.6132,0.465,1.1543,1.3077,1.2733,1.1329,1.1031,0.9737,0.002,7.2361,-0.2832,0.2626,-0.1656,0.5142,0.1218,0.0437,0.6649,1.4236,1.1931,6.2218,-0.2562,-0.1919,1.1052,1.0513,7.0827,-2.7918,0.9316,4.2411,2.0594,7.5003,-0.4542,-3.4655,0.7137,-0.2059,1.1349,0.5794,0.5105,1.2881,0.3357,0.2606,0.2433,0.5417,2.2261,2.6516,0.9603,0.3622,0.8784,0.8295,0.9443,0.0031,3.2399,-0.1984,0.3306,-0.0054,-7.6747,27.3904,5.2336,17.6987,?,-16.0621,314.5814,17.7364,49.8581,-2.1841,-22.3427,64.9255,8.0576,35.0388,?,0.4778,0.3435,0.7189,0.2951,0.6495,2.2012,0.0871,0.4219,4.8453,0.5175,0.5051,0.976,0,1,0,0.355,0.5051,1.4229,0.077,51.3819,-0.4345,0.3534,-0.9524,SINISTRA_PANTALONI
-0.0908,0.0906,0.301,3.1156,-0.7089,0.1092,0.0954,0.3089,2.8593,-1.0041,0.1032,0.0177,0.1329,0.9724,-0.5973,0.3498,0.1121,0.3349,2.3413,0.0077,-0.8319,-0.8798,-0.2596,1.0576,0.3121,0.2951,0.9746,2.2656,0.8989,2.3248,0.9224,0.3968,0.9498,5.1331,0.8081,5.4046,0.8508,0.1574,0.9022,3.5544,-71.4617,3.9397,-79.2076,-20.105,1.2778,2.9948,0.7727,2.3437,0.6047,0.258,1.0896,3.2041,1.3307,2.9405,1.2212,0.4153,0.0005,0.5499,-0.9497,0.1415,-0.1264,0.1489,0.2242,0.1824,0.0104,0.0076,0.0871,0.5223,-0.5003,0.0293,0.0054,0.0732,0.5351,-1.0059,0.0307,0.0029,0.0536,0.2916,-0.446,0.3542,0.3381,0.9545,1.1912,1.6256,1.3647,1.419,2.6425,1.8623,0.649,1.9365,2.9839,1.305,1.7264,1.3229,0.976,1.7912,1.8352,0.0001,0.1564,0.7443,0.6696,0.6345,-24.4465,0.2671,0.5169,25.1999,?,-25.1946,0.1582,0.3978,26.6998,?,-12.1999,0.1212,0.3482,12.8998,?,0.9703,2.0038,2.0651,1.2994,1.4845,1.1424,1.6886,2.2039,1.3052,0.9438,1.9535,2.0698,1,1,1,0.9438,1.9535,2.0698,0.1044,61.841,-0.7223,-0.455,0.5487,SINISTRA_PANTALONI
-0.0252,0.0185,0.1358,0.9718,-0.93,0.0455,0.0303,0.1741,1.0805,-0.8451,0.0473,0.0207,0.1439,0.9534,-0.4216,0.2234,0.0245,0.1566,0.8565,0.0162,-0.5531,-0.533,-0.1128,0.9636,0.2039,0.2116,0.7801,0.9443,0.8674,1.2105,1.1119,0.9186,0.6086,0.8917,0.7524,1.4653,1.2364,0.8438,0.9462,1.6563,-33.2751,1.7505,-35.1671,-20.0903,0.8598,0.7508,0.5784,0.8732,0.6727,0.7704,0.8994,1.0193,1.1346,1.1334,1.2616,1.1131,0.0002,0.3471,-0.7772,0.0144,-0.1912,0.6147,0.4276,0.4223,0.0049,0.0048,0.069,0.4016,-0.8805,0.036,0.0055,0.0745,0.4999,-0.4964,0.024,0.0029,0.0542,0.3696,-0.5391,0.1361,0.2038,1.4969,0.9257,1.2725,1.3747,0.8568,1.6194,1.8899,1.1341,1.4526,1.2809,0.6393,0.8894,1.3913,0.8034,1.0867,1.3526,0.0001,0.1481,0.7069,0.4643,0.7732,-25.1182,0.1674,0.4091,25.679,?,-26.6206,0.1444,0.3799,27.9587,?,-8.9213,0.1433,0.3786,9.8389,?,0.9436,2.8155,2.984,1.0768,1.0807,1.0036,1.1595,1.1679,1.0072,0.9185,2.61,2.8417,1,1,1,0.9185,2.61,2.8417,0.0991,60.6601,-0.7433,-0.0225,-0.24,SINISTRA_PANTALONI
-0.0516,0.0108,0.1037,0.7505,-1.8162,0.0992,0.0283,0.1681,1.0131,-0.3573,0.0241,0.0185,0.136,0.862,-0.5972,0.2202,0.0221,0.1487,0.9139,0.0229,-0.52,-2.1409,-0.2343,4.1174,0.4506,0.1094,0.6171,0.7629,0.6976,1.2361,1.1304,0.9145,0.3809,0.582,0.4867,1.528,1.2778,0.8362,1.8146,1.5016,-22.6274,0.8275,-12.4697,-15.0691,0.357,0.4938,0.2849,1.383,0.798,0.577,0.7408,0.8706,0.8212,1.1753,1.1085,0.9432,0.0003,0.3411,-0.6112,-0.0277,-0.4239,0.7933,0.7313,0.6139,-0.0001,0.0029,0.0542,0.2371,-1.7092,0.0228,0.009,0.095,0.5309,-1.5651,0.0357,0.0051,0.0712,0.3963,-1.4122,-0.0051,-0.0032,0.6395,0.5709,0.7619,1.3344,0.326,0.5804,1.7807,0.4619,0.6448,1.3961,0.4229,0.5328,1.2598,0.4467,0.5984,1.3396,0.0001,0.1843,0.6518,0.4016,0.7591,-20.9946,0.7363,0.8581,22.6196,?,-29.5463,0.2594,0.5093,30.5389,?,-9.5772,0.0264,0.1625,9.8999,?,0.7106,2.1921,3.0851,1.6849,5.2797,3.1335,2.8389,27.8748,9.8189,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.1013,60.1182,-0.8561,0.0968,-0.0631,SINISTRA_PANTALONI
-0.3742,0.58,0.7616,3.7079,-2.7017,0.3915,0.5614,0.7493,3.6374,-0.4168,0.0691,0.6228,0.7892,5.2592,-1.432,0.9957,1.0708,1.0348,4.1037,0.0096,-0.9558,-5.4145,-0.3758,5.6647,0.3932,0.0694,1.0164,0.965,0.736,0.9494,0.7241,0.7626,1.0332,0.9313,0.5416,0.9014,0.5243,0.5816,2.5288,0.8739,-68.1988,0.3456,-26.9685,-78.0397,0.3902,0.4632,0.2417,1.1872,0.6196,0.5219,1.0194,0.705,0.9035,0.6916,0.8864,1.2816,0.0014,1.5557,-0.5097,0.433,-0.7124,0.5512,0.5869,-0.0451,0.0004,0.0274,0.1655,0.8844,-0.6662,-0.0379,0.0166,0.1288,0.8321,-1.1836,0.104,0.037,0.1923,0.9389,-0.5787,-0.0114,0.0042,-0.3644,1.2853,0.8606,0.6696,1.652,0.7406,0.4483,0.784,1.0275,1.3105,1.3929,0.8925,0.6407,1.0629,0.942,0.8862,0.0003,0.3838,0.4037,0.4943,0.0854,-25.2108,6.09,2.4678,28.0197,?,-26.1933,4.9989,2.2358,29.9393,?,-10.0393,0.472,0.687,12.2391,?,0.9625,2.5112,2.6091,1.1038,3.5919,3.2543,1.2183,12.9021,10.5905,0.9359,2.2894,2.4462,1,1,1,0.9359,2.2894,2.4462,0.0995,61.4433,-0.9664,-0.7863,0.668,SINISTRA_PANTALONI
-0.0062,1.4281,1.195,8.7668,-1.6432,-0.1803,5.6816,2.3836,13.7124,-0.6077,-0.1091,1.9355,1.3912,7.2669,-1.5747,2.3627,3.5071,1.8727,8.9951,0.0052,0.0345,0.0569,-0.0026,1.6517,-0.0763,-0.0462,0.5014,0.859,0.6381,1.7133,1.2728,0.7429,0.2514,0.7378,0.4072,2.9354,1.62,0.5519,1.0514,1.2263,-115.2893,1.1663,-109.6485,-94.0163,0.3889,1.1751,0.3668,3.0218,0.9432,0.3121,0.6393,1.2064,0.9746,1.887,1.5244,0.8079,0.0005,3.4663,-0.0009,0.415,-0.2254,0.6317,0.0692,-0.042,0.4005,0.532,0.7294,3.4447,-0.4012,-0.2829,0.3433,0.5859,2.9523,-2.9289,-0.0199,0.4577,0.6765,3.2866,-1.0156,-1.4156,-20.1091,14.2053,1.2449,1.0781,0.866,1.5497,1.1623,0.75,0.4482,0.5956,1.329,3.2716,1.5076,0.4608,1.1668,1.0481,0.8983,0.0013,1.2023,-0.2294,0.0922,0.504,17.3893,19.0517,4.3648,13.7405,0.3457,-38.8302,22.8059,4.7755,53.9398,?,-100.3906,5.3275,2.3081,103.3798,?,-0.4478,-0.1732,0.3868,0.914,1.8911,2.069,0.8354,3.5761,4.2808,-0.1346,-0.0702,0.5218,0,0,1,0.2547,0.1329,0.5218,0.281,156.6102,0.9462,-0.5778,-0.7802,TASCA_GIACCA_ALTA
-0.0305,1.3317,1.154,7.6347,-1.3433,-0.0854,4.4853,2.1179,10.0255,-0.9689,-0.0946,1.5353,1.2391,6.2609,-1.1764,2.2302,2.3959,1.5479,5.6109,0.0063,0.3573,0.3227,-0.0137,0.9031,-0.0383,-0.0424,0.5449,0.9313,0.7456,1.7092,1.3682,0.8005,0.2969,0.8674,0.5559,2.9214,1.8721,0.6408,0.8871,1.2932,-123.776,1.4578,-139.5238,-95.7097,0.6398,1.1326,0.577,1.7701,0.9018,0.5095,0.7615,1.2194,1.3607,1.6013,1.7868,1.1158,0.0003,3.2897,-0.0442,0.2957,-0.1481,0.6613,-0.1134,-0.1111,0.3606,0.3427,0.5854,3.4789,-0.3534,-0.3283,0.4553,0.6748,3.7096,-1.6201,-0.0974,0.5774,0.7599,4.4006,-1.4825,-1.0983,-3.7026,3.3712,0.8676,0.7704,0.888,0.7527,0.5935,0.7886,0.396,0.3457,0.8728,1.8156,1.45,0.7987,0.9378,0.7905,0.843,0.0013,1.2629,0.1705,0.1639,0.5847,15.0828,37.961,6.1612,16.4398,0.2238,-40.5862,21.8151,4.6707,53.2791,?,-98.5356,6.4198,2.5337,101.3992,?,-0.3716,-0.1531,0.4119,1.3191,2.4317,1.8434,1.7401,5.9131,3.3981,-0.089,-0.0467,0.5254,0,0,1,0.3086,0.1621,0.5254,0.2774,154.2045,0.9179,-0.3127,-0.6432,TASCA_GIACCA_ALTA
