@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.3804,1.2831,1.1327,7.414,-1.9135,3.0811,6.1573,2.4814,12.9237,-0.5148,10.0401,2.5709,1.6034,14.6859,0.2642,10.8418,2.9083,1.7054,15.1487,0.2789,-0.1235,-0.0379,-0.0351,0.3069,0.2842,0.9261,0.4565,0.7065,0.6642,1.5476,1.455,0.9402,0.2084,0.4991,0.4412,2.395,2.1171,0.884,1.1087,-0.9234,-0.831,-0.8329,-0.7495,0.8999,0.2983,0.1275,0.1211,0.4275,0.4061,0.95,0.5737,0.5048,0.4894,0.88,0.8531,0.9694,0.0565,14.6077,0.408,-0.2503,-0.074,-0.0972,0.1018,0.9615,?,?,?,?,?,3.4677,0.249,0.499,1,0.75,PANTALONI
-0.0874,0.2567,0.5066,2.2375,-1.0627,7.0016,0.5997,0.7744,3.4171,0.6078,9.937,0.5658,0.7522,4.0388,0.6777,12.1887,0.6312,0.7945,3.9175,0.7303,-0.0125,-0.0088,-0.0072,0.7046,0.5744,0.8153,0.6542,0.6736,0.6377,1.0295,0.9747,0.9468,0.428,0.4537,0.4067,1.0599,0.9501,0.8964,-0.2177,-0.1357,-0.1087,0.6236,0.4993,0.8006,0.1245,0.0866,0.0747,0.6953,0.5999,0.8628,0.6548,0.554,0.5712,0.8461,0.8723,1.031,0.065,17.3702,-0.1014,-0.3643,-0.3414,0.0819,0.6284,0.8259,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.1809,4.8061,2.1923,15.4055,-0.5855,6.1369,13.8649,3.7236,16.4417,-0.3868,9.9086,14.7373,3.8389,16.3113,0.0366,12.3603,16.5057,4.0627,17.9061,0.0832,0.0295,0.0183,0.0146,0.6194,0.4965,0.8016,0.5888,0.5711,0.5396,0.9699,0.9165,0.9449,0.3466,0.3261,0.2912,0.9408,0.84,0.8929,1.2407,-9.1709,-3.5003,-7.3919,-2.8213,0.3817,0.8195,0.5739,0.4975,0.7002,0.607,0.8669,0.937,0.9445,0.8604,1.008,0.9182,0.9109,0.0617,17.9289,0.0474,0.3786,0.3832,0.2876,0.4667,0.9615,?,?,?,?,?,321.6984,8264.5537,90.9096,370,0.119,PANTALONI
1.0734,22.4841,4.7417,32.4067,-1.3482,-3.316,7.0849,2.6617,14.9035,-3.3881,10.4081,23.2652,4.8234,26.3547,-0.0058,12.0718,27.5833,5.252,24.8695,0.1071,-0.3237,0.1031,0.0889,-0.3186,-0.2747,0.8622,1.7814,0.9831,0.9028,0.5518,0.5068,0.9184,3.1735,0.9664,0.8151,0.3045,0.2569,0.8435,1.6169,123.1498,-6.2343,76.1634,-3.8557,-0.0506,4.0634,0.5267,0.4955,0.1296,0.1219,0.9407,2.1744,1.2296,1.3031,0.5655,0.5993,1.0597,0.0572,17.1797,-0.3255,-0.4638,-0.463,0.0062,-0.2313,0.9135,?,?,?,?,?,2.8021,6.3358,2.5171,11,0.1538,PANTALONI
0.0204,1.5178,1.232,5.3677,-1.4492,-0.5561,6.0393,2.4575,10.6085,-4.1203,9.4187,2.2591,1.503,6.8607,0.4942,9.7554,3.6692,1.9155,9.3106,0.424,-0.0367,0.0022,0.0021,-0.059,-0.057,0.9655,0.5013,0.8197,0.6432,1.635,1.2829,0.7847,0.2513,0.6719,0.4137,2.6733,1.646,0.6157,0.3721,-0.4738,-0.4633,-1.2735,-1.2453,0.9778,1.0578,0.1616,0.1356,0.1527,0.1282,0.8391,0.506,0.7824,0.5765,1.5463,1.1394,0.7369,0.0542,11.9106,0.1306,-0.0336,-0.0425,-0.6924,-0.821,0.9684,?,?,?,?,?,16.1034,64.2767,8.0173,24,0,PANTALONI
0.2882,2.8423,1.6859,11.1143,-1.3699,1.5787,15.7076,3.9633,13.9991,-1.3134,8.9433,16.6419,4.0795,20.416,0.0195,10.1115,15.506,3.9378,18.2554,0.1319,0.1826,0.0322,0.0285,0.1765,0.1561,0.8845,0.4254,0.4133,0.4281,0.9715,1.0065,1.036,0.1809,0.1708,0.1833,0.9439,1.013,1.0733,0.8084,-15.8336,-2.3154,-19.5873,-2.8643,0.1462,0.775,0.2252,0.223,0.2906,0.2877,0.9901,0.7939,0.5444,0.6088,0.6857,0.7668,1.1184,0.0454,13.8889,-0.6702,-0.2577,-0.1978,0.1853,0.111,0.9702,?,?,?,?,?,35.3931,87.5547,9.3571,45.0137,0.0843,PANTALONI
0.2073,2.1704,1.4732,11.1047,-1.3612,3.2941,8.8655,2.9775,17.2015,-0.0449,9.6861,1.7291,1.3149,9.2081,0.397,10.6343,4.3922,2.0958,14.0485,0.3622,0.0629,0.0214,0.0195,0.3401,0.3098,0.9108,0.4948,1.1204,0.7029,2.2644,1.4207,0.6274,0.2448,1.2552,0.4941,5.1274,2.0184,0.3937,8.6607,-1.0559,-0.8025,-0.1219,-0.0927,0.76,0.2857,0.308,0.2135,1.078,0.7474,0.6933,0.6456,1.206,0.7905,1.8681,1.2244,0.6555,0.0512,13.9741,-0.2258,-0.7372,-0.6008,0.3553,0.7949,0.8183,?,?,?,?,?,4.0472,0,0,0,1,PANTALONI
0.0847,4.434,2.1057,9.816,-0.5933,-12.034,7.4005,2.7204,22.3994,?,9.4792,4.7523,2.18,13.989,0.1792,15.4882,11.3814,3.3736,21.3688,0.2498,-0.007,0.0089,0.0055,-1.2695,-0.777,0.612,0.774,0.9659,0.6242,1.2479,0.8064,0.6462,0.5991,0.933,0.3896,1.5572,0.6502,0.4176,0.1632,-1.1967,-0.5136,-7.3332,-3.1473,0.4292,0,0.3615,0.2163,0,0,0.5983,0.4382,0.7017,0.4594,1.6012,1.0482,0.6546,0.0762,23.1835,0.0165,-0.1932,-0.0563,-0.8764,-0.9795,0.9506,?,?,?,?,?,4.2187,0.4895,0.6996,6.7084,0.3735,PANTALONI
-0.28,11.5095,3.3926,17.906,-0.9531,-0.8996,44.3653,6.6607,27.2001,-0.7764,9.7631,22.3772,4.7305,22.1431,-0.0333,12.19,25.8629,5.0856,22.5293,0.0446,0.3112,-0.0287,-0.023,-0.0921,-0.0738,0.8009,0.5093,0.7172,0.6671,1.4081,1.3097,0.9302,0.2594,0.5143,0.445,1.9826,1.7154,0.8652,0.735,12.2546,-8.2995,16.6729,-11.2919,-0.6773,0.5988,0.4278,0.3888,0.7145,0.6493,0.9087,0.6583,0.8086,0.7948,1.2284,1.2073,0.9829,0.0498,17.5379,0.1087,-0.4576,-0.3377,-0.4358,-0.2476,0.9007,?,?,?,?,?,14.5635,535.1192,23.1326,73,0,PANTALONI
-0.2853,11.415,3.3786,19.0434,-1.0272,-5.6566,54.9101,7.4101,36.718,-1.7002,9.6775,19.4547,4.4107,24.9703,-0.1908,13.2046,37.15,6.0951,27.7481,0.042,0.0504,-0.0295,-0.0216,-0.5845,-0.4284,0.7329,0.4559,0.766,0.5543,1.68,1.2158,0.7237,0.2079,0.5868,0.3073,2.8225,1.4781,0.5237,0.4174,2.4119,-7.9417,5.7789,-19.028,-3.2927,0.6908,0.448,0.3243,0.6485,0.4695,0.724,0.5186,0.7626,0.6863,1.4705,1.3233,0.8999,0.0563,19.9106,-0.0528,-0.3708,-0.2511,-0.6131,-0.7888,0.859,?,?,?,?,?,0.9347,2.7244,1.6506,6,0,PANTALONI
-0.4091,4.2062,2.0509,12.0149,-1.7164,5.2378,15.2024,3.899,19.1477,-0.5082,10.1,6.048,2.4593,19.6297,0.2372,12.1467,7.5267,2.7435,19.5854,0.2693,-0.0781,-0.0405,-0.0337,0.5186,0.4312,0.8315,0.526,0.8339,0.7476,1.5854,1.4212,0.8964,0.2767,0.6955,0.5588,2.5136,2.0198,0.8035,1.1767,-1.2438,-1.0516,-1.057,-0.8937,0.8455,0.3484,0.1719,0.165,0.4934,0.4737,0.96,0.6275,0.6121,0.6135,0.9754,0.9777,1.0023,0.0626,17.5425,-0.0488,-0.0681,-0.2803,0.185,0.5501,0.8605,?,?,?,?,?,2.2198,0.3253,0.5704,2,0.3333,PANTALONI
0.3809,6.8472,2.6167,23.0456,-1.032,3.277,62.7589,7.9221,58.1452,-0.1859,9.8845,16.0371,4.0046,25.7103,0.1047,12.2198,44.9063,6.7012,49.1568,0.0731,0.1162,0.0385,0.0312,0.3315,0.2682,0.8089,0.3303,0.6534,0.3905,1.9782,1.1822,0.5976,0.1091,0.427,0.1525,3.9134,1.3976,0.3571,1.2842,-3.8913,-3.0175,-3.0302,-2.3497,0.7754,0.2313,0.3949,0.2138,1.7073,0.9245,0.5415,0.3963,0.8964,0.4688,2.2616,1.1829,0.523,0.0563,17.0522,-0.345,-0.0038,-0.2408,0.1713,0.696,0.7431,?,?,?,?,?,1.7784,1.1347,1.0652,3,0,PANTALONI
0.2088,0.3515,0.5929,2.2308,-0.9006,6.3878,0.5574,0.7466,3.1366,0.6064,9.8692,0.4113,0.6413,3.1956,0.7299,11.7932,0.4887,0.6991,3.1188,0.7734,0.0327,0.0212,0.0177,0.6472,0.5416,0.8369,0.7941,0.9244,0.848,1.1641,1.0679,0.9174,0.6306,0.8546,0.7192,1.3551,1.1404,0.8416,-0.2188,-0.1224,-0.0993,0.5597,0.454,0.8112,0.1473,0.0992,0.0853,0.6736,0.579,0.8596,0.7112,0.6981,0.7153,0.9815,1.0057,1.0246,0.0646,16.8146,-0.338,-0.1526,-0.3057,0.1114,0.6602,0.8191,?,?,?,?,?,0.2692,0.1967,0.4436,1,0,PANTALONI
0.3389,0.5236,0.7236,2.5936,-0.586,6.4511,1.0005,1.0002,3.7912,0.5367,9.859,0.5207,0.7216,3.9737,0.6776,11.8436,0.7053,0.8398,4.4815,0.6862,0.0525,0.0344,0.0286,0.6543,0.5447,0.8324,0.7234,1.0028,0.8616,1.3862,1.191,0.8592,0.5233,1.0056,0.7423,1.9216,1.4185,0.7382,-0.2182,-0.1147,-0.0978,0.5257,0.4482,0.8526,0.1999,0.1327,0.1145,0.6638,0.573,0.8633,0.6841,0.6527,0.5787,0.9541,0.846,0.8867,0.0637,16.9969,-0.6528,-0.058,-0.432,0.114,0.7033,0.7846,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.2644,5.8168,2.4118,14.4792,-0.9156,9.485,3.0878,1.7572,8.2261,0.4307,9.9082,1.647,1.2833,6.8931,0.4875,13.9955,2.8846,1.6984,7.9931,0.5733,0.0279,0.0267,0.0189,0.9573,0.6777,0.708,1.3725,1.8793,1.42,1.3692,1.0346,0.7556,1.8838,3.5318,2.0165,1.8748,1.0704,0.5709,-1.1121,-1.0554,-0.6443,0.949,0.5794,0.6105,0.5231,0.562,0.4035,1.0743,0.7713,0.718,1.7602,2.1005,1.8115,1.1934,1.0292,0.8624,0.0686,21.0737,0.1844,-0.1665,0.091,0.0969,0.7809,0.6555,?,?,?,?,?,4.1434,0,0.0034,0.0489,0.9883,PANTALONI
0.5388,5.9172,2.4325,13.7259,-0.7875,4.843,25.953,5.0944,21.6905,-0.366,9.9944,7.6338,2.7629,15.0872,0.1592,12.2407,13.3024,3.6472,18.3794,0.1667,0.1113,0.0539,0.044,0.4846,0.3956,0.8165,0.4775,0.8804,0.667,1.8438,1.3968,0.7575,0.228,0.7751,0.4448,3.3997,1.951,0.5739,1.0406,-2.1172,-1.6441,-2.0346,-1.58,0.7765,0.4836,0.428,0.3481,0.885,0.7199,0.8135,0.6328,0.9098,0.7468,1.4377,1.1802,0.8209,0.0601,17.7336,-0.1281,0.4499,0.1415,0.3584,0.7321,0.8499,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.0081,4.9844,2.2326,13.4741,-0.8535,7.3807,21.539,4.641,21.1374,-0.5062,10.2048,7.4324,2.7262,18.8757,0.1343,13.6304,6.7809,2.604,16.2836,0.2677,-0.0011,-0.0008,-0.0006,0.7233,0.5415,0.7487,0.4811,0.8189,0.8574,1.7023,1.7823,1.0469,0.2314,0.6706,0.7351,2.898,3.1764,1.0961,0.8734,-2.1191,-1.0426,-2.4262,-1.1937,0.492,0.518,0.3334,0.3269,0.6436,0.6312,0.9806,0.6375,0.7138,0.8275,1.1198,1.2981,1.1592,0.0673,19.5894,0.2699,0.5306,0.5945,-0.1223,0.3257,0.8376,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.765,1.5253,1.235,6.977,-0.5307,1.3916,14.3968,3.7943,22.5532,-0.3928,9.8996,6.9798,2.6419,16.5428,0.1397,10.6157,10.7327,3.2761,20.9615,0.1707,0.5497,0.0773,0.0721,0.1406,0.1311,0.9325,0.3255,0.4675,0.377,1.4362,1.1582,0.8064,0.1059,0.2185,0.1421,2.0626,1.3414,0.6503,0.3803,-0.9004,-0.5606,-2.3674,-1.4739,0.6226,0.2815,0.237,0.1803,0.8421,0.6406,0.7608,0.3094,0.4218,0.3328,1.3633,1.0759,0.7892,0.0539,13.8234,-0.0635,0.2902,0.3363,0.4771,0.6121,0.9527,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.5641,1.5807,1.2572,6.68,-0.4058,10.2543,4.7389,2.1769,11.8272,0.2857,9.9344,0.8399,0.9165,4.1745,0.6689,14.3991,3.9861,1.9965,9.3746,0.5396,0.055,0.0568,0.0392,1.0322,0.7121,0.6899,0.5775,1.3719,0.6297,2.3754,1.0903,0.459,0.3336,1.882,0.3965,5.6423,1.1888,0.2107,-0.4076,-0.2286,-0.1755,0.5609,0.4306,0.7676,0.287,0.3768,0.2333,1.3131,0.8132,0.6192,0.5648,1.6002,0.7126,2.8332,1.2616,0.4453,0.0737,21.1249,0.7987,0.0063,0.7005,0.4331,0.9644,0.6387,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.1403,0.6696,0.8183,2.7423,-0.4889,9.0349,1.2981,1.1393,3.9613,0.661,9.936,0.367,0.6058,3.5093,0.7095,13.4855,0.8503,0.9221,3.505,0.7763,0.0155,0.0141,0.0104,0.9093,0.67,0.7368,0.7182,1.3507,0.8874,1.8807,1.2356,0.657,0.5158,1.8244,0.7875,3.537,1.5267,0.4316,-0.1166,-0.1051,-0.0741,0.9014,0.6352,0.7048,0.1576,0.1525,0.1176,0.9674,0.746,0.7711,0.6923,0.7814,0.7824,1.1288,1.1302,1.0012,0.0692,19.6875,0.7841,-0.3187,0.5417,0.0059,0.882,0.4749,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.787,0.7033,0.8386,3.4398,-0.2634,10.1823,2.3168,1.5221,5.9431,0.5676,9.8788,0.6792,0.8242,4.9667,0.6295,14.26,2.2424,1.4975,6.2955,0.6566,0.0773,0.0797,0.0552,1.0307,0.714,0.6928,0.551,1.0175,0.56,1.8469,1.0165,0.5504,0.3035,1.0354,0.3136,3.411,1.0332,0.3029,-0.0919,-0.085,-0.0596,0.9247,0.6483,0.7012,0.1981,0.2031,0.1485,1.0254,0.7499,0.7313,0.5788,0.6926,0.5464,1.1966,0.944,0.7889,0.0764,20.8932,0.7929,-0.0476,0.6212,0.4211,0.9472,0.6884,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.0853,3.1044,1.7619,14.5812,-2.8512,6.9885,59.0112,7.6819,62.3672,-0.1776,9.7969,26.5032,5.1481,39.2156,-0.0524,13.1807,59.7148,7.7275,61.9938,0.0422,-0.0122,-0.0087,-0.0065,0.7133,0.5302,0.7433,0.2294,0.3422,0.228,1.4922,0.9941,0.6662,0.0526,0.1171,0.052,2.2266,0.9882,0.4438,1.1474,5.5255,-3.9496,4.8155,-3.4421,-0.7148,0.0715,0.1016,0.0585,1.4213,0.8182,0.5757,0.2338,0.3718,0.2352,1.5904,1.006,0.6326,0.062,18.8195,-0.2453,-0.1434,-0.267,0.6619,0.8609,0.9157,?,?,?,?,?,0.134,0.1161,0.3407,1,0,GIACCA
-0.1075,4.4412,2.1074,14.0253,-1.5162,1.8347,12.5654,3.5448,19.4512,-0.5731,9.8227,15.3305,3.9154,21.3115,-0.1187,10.8364,14.7732,3.8436,17.531,0.1828,-0.0586,-0.0109,-0.0099,0.1868,0.1693,0.9065,0.5945,0.5382,0.5483,0.9053,0.9223,1.0187,0.3535,0.2897,0.3006,0.8196,0.8506,1.0377,1.1926,3.7375,-2.1558,3.1339,-1.8076,-0.5768,0.4508,0.2926,0.2598,0.6491,0.5764,0.8881,0.721,0.6581,0.8,0.9127,1.1095,1.2156,0.05,14.2228,0.2499,0.1422,0.1421,-0.1397,0.1541,0.9048,?,?,?,?,?,0,0,0,0,0,GIACCA
0.0055,3.0872,1.7571,8.8495,-1.0045,2.3153,13.1193,3.6221,16.1868,-0.4034,9.9883,8.4802,2.9121,13.9347,0.1771,10.9705,9.4595,3.0756,13.5081,0.2426,0.0024,0.0006,0.0005,0.2318,0.211,0.9105,0.4851,0.6034,0.5713,1.2438,1.1777,0.9468,0.2353,0.3641,0.3264,1.5471,1.3869,0.8965,0.9531,-1.4783,-1.0249,-1.551,-1.0753,0.6933,0.3828,0.2607,0.2475,0.6811,0.6467,0.9495,0.5467,0.6351,0.6551,1.1616,1.1983,1.0316,0.0523,14.5435,0.3214,0.0128,0.0494,-0.0826,0.2619,0.9133,?,?,?,?,?,0.7143,0.2041,0.4518,1,0,GIACCA
-0.0853,3.1044,1.7619,14.5812,-2.8512,6.9885,59.0112,7.6819,62.3672,-0.1776,9.7969,26.5032,5.1481,39.2156,-0.0524,13.1807,59.7148,7.7275,61.9938,0.0422,-0.0122,-0.0087,-0.0065,0.7133,0.5302,0.7433,0.2294,0.3422,0.228,1.4922,0.9941,0.6662,0.0526,0.1171,0.052,2.2266,0.9882,0.4438,1.1474,5.5255,-3.9496,4.8155,-3.4421,-0.7148,0.0715,0.1016,0.0585,1.4213,0.8182,0.5757,0.2338,0.3718,0.2352,1.5904,1.006,0.6326,0.062,18.8195,-0.2453,-0.1434,-0.267,0.6619,0.8609,0.9157,?,?,?,?,?,0.134,0.1161,0.3407,1,0,GIACCA
-0.1075,4.4412,2.1074,14.0253,-1.5162,1.8347,12.5654,3.5448,19.4512,-0.5731,9.8227,15.3305,3.9154,21.3115,-0.1187,10.8364,14.7732,3.8436,17.531,0.1828,-0.0586,-0.0109,-0.0099,0.1868,0.1693,0.9065,0.5945,0.5382,0.5483,0.9053,0.9223,1.0187,0.3535,0.2897,0.3006,0.8196,0.8506,1.0377,1.1926,3.7375,-2.1558,3.1339,-1.8076,-0.5768,0.4508,0.2926,0.2598,0.6491,0.5764,0.8881,0.721,0.6581,0.8,0.9127,1.1095,1.2156,0.05,14.2228,0.2499,0.1422,0.1421,-0.1397,0.1541,0.9048,?,?,?,?,?,0,0,0,0,0,GIACCA
0.0055,3.0872,1.7571,8.8495,-1.0045,2.3153,13.1193,3.6221,16.1868,-0.4034,9.9883,8.4802,2.9121,13.9347,0.1771,10.9705,9.4595,3.0756,13.5081,0.2426,0.0024,0.0006,0.0005,0.2318,0.211,0.9105,0.4851,0.6034,0.5713,1.2438,1.1777,0.9468,0.2353,0.3641,0.3264,1.5471,1.3869,0.8965,0.9531,-1.4783,-1.0249,-1.551,-1.0753,0.6933,0.3828,0.2607,0.2475,0.6811,0.6467,0.9495,0.5467,0.6351,0.6551,1.1616,1.1983,1.0316,0.0523,14.5435,0.3214,0.0128,0.0494,-0.0826,0.2619,0.9133,?,?,?,?,?,0.7143,0.2041,0.4518,1,0,GIACCA
-0.716,1.8939,1.3762,7.7583,-1.6634,8.4077,8.9025,2.9837,15.5024,0.1512,10.0285,1.951,1.3968,6.5224,0.5017,13.3366,6.6559,2.5799,14.0912,0.3652,-0.0852,-0.0714,-0.0537,0.8384,0.6304,0.752,0.4612,0.9853,0.5334,2.1361,1.1565,0.5414,0.2127,0.9707,0.2845,4.5631,1.3375,0.2931,-1.755,-0.7379,-0.5978,0.4204,0.3406,0.8102,0.1595,0.2225,0.1312,1.3953,0.8228,0.5897,0.5005,1.1895,0.5506,2.3768,1.1001,0.4629,0.0693,19.5887,-0.44,-0.3465,-0.5005,0.3067,0.9244,0.6367,?,?,?,?,?,0,0,0,0,0,GIACCA
-0.0422,3.8655,1.9661,9.9166,-0.9012,1.7081,12.1327,3.4832,18.1321,-0.6322,9.6856,1.9913,1.4111,6.3356,0.5153,10.5977,2.4086,1.552,8.0517,0.4616,-0.0247,-0.0044,-0.004,0.1764,0.1612,0.9139,0.5644,1.3932,1.2668,2.4683,2.2444,0.9093,0.3186,1.9411,1.6049,6.0927,5.0372,0.8268,0.6693,-0.6979,-0.6809,-1.0428,-1.0174,0.9756,0.4695,0.3991,0.3488,0.8499,0.7428,0.874,0.5469,1.5652,1.2316,2.8619,2.252,0.7869,0.0523,14.3362,0.385,-0.0682,-0.0215,0.1108,0.3118,0.8049,?,?,?,?,?,0,0,0,0,0,GIACCA
-0.2059,0.8814,0.9388,4.6039,-1.3005,6.3314,1.3417,1.1583,6.3756,0.319,9.9193,0.6882,0.8296,5.1313,0.6205,11.8477,1.0628,1.0309,5.6293,0.6343,-0.0325,-0.0208,-0.0174,0.6383,0.5344,0.8372,0.8105,1.1317,0.9107,1.3963,1.1236,0.8047,0.657,1.2808,0.8294,1.9496,1.2625,0.6475,-0.8715,-0.3103,-0.2666,0.356,0.3059,0.8593,0.2138,0.148,0.13,0.6925,0.6083,0.8784,0.7221,0.8972,0.8178,1.2425,1.1326,0.9115,0.0676,16.9989,-0.2088,0.4112,0.1207,0.2267,0.7449,0.8131,?,?,?,?,?,0,0,0,0,0,GIACCA
0.4622,0.5159,0.7183,3.0416,-0.4658,10.2855,1.8144,1.347,5.4617,0.596,9.9008,1.0308,1.0153,5.8788,0.5587,14.3165,2.4309,1.5591,7.932,0.5804,0.0449,0.0467,0.0323,1.0389,0.7184,0.6916,0.5332,0.7075,0.4607,1.3267,0.8639,0.6512,0.2843,0.5005,0.2122,1.7602,0.7464,0.424,-0.12,-0.1299,-0.0881,1.0828,0.7344,0.6783,0.1535,0.1558,0.1098,1.015,0.7152,0.7047,0.5569,0.5174,0.3835,0.929,0.6886,0.7411,0.0772,20.8919,0.2372,-0.0326,0.1536,0.7217,0.9525,0.8976,?,?,?,?,?,?,?,?,?,?,GIACCA
