@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.818,2.6314,1.6222,7.77,-2.4316,5.3239,19.59,4.4261,16.5089,-0.0099,8.6021,1.6751,1.2942,6.094,0.4798,10.77,10.9112,3.3032,13.2032,0.3389,-0.1536,-0.0951,-0.0759,0.6189,0.4943,0.7987,0.3665,1.2534,0.4911,3.4198,1.3399,0.3918,0.1343,1.5709,0.2412,11.695,1.7954,0.1535,34.1618,-0.9796,-0.8136,-0.0287,-0.0238,0.8306,0.1385,0.1933,0.1134,1.3955,0.8186,0.5866,0.4707,1.275,0.5885,2.709,1.2504,0.4616,0.2071,15.2399,-0.1889,-0.1002,-0.287,0.6181,0.9258,0.8416,10.3266,2.0206,1.4215,6.3004,0.5353,-46.5324,9.2004,3.0332,53.9398,?,-97.836,10.9511,3.3092,101.4587,?,-0.2219,-0.1056,0.4756,0.4686,0.4295,0.9166,0.2196,0.1845,0.8401,-0.1346,-0.0715,0.5316,0,0,1,0.1168,0.0621,0.5316,2.221,154.695,0.5017,-0.3905,-0.9876,GIACCA
-1.0538,2.4459,1.5639,7.3844,-1.4944,6.9981,8.7779,2.9628,10.631,0.1223,8.9303,1.6055,1.2671,5.7199,0.5224,11.7061,5.6291,2.3726,9.661,0.4326,-0.1506,-0.118,-0.09,0.7836,0.5978,0.7629,0.5279,1.2343,0.6592,2.3383,1.2488,0.5341,0.2786,1.5235,0.4345,5.4674,1.5594,0.2852,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2444,0.2472,0.1739,1.0113,0.7114,0.7034,0.6946,1.291,0.7644,1.8586,1.1004,0.5921,0.2325,17.382,0.0778,0.0264,-0.0031,0.5837,0.9127,0.8509,6.2405,1.0017,1.0009,3.1799,0.5985,-47.2451,14.4041,3.7953,53.2791,?,-96.2821,16.6007,4.0744,101.1597,?,-0.1321,-0.0648,0.4907,0.2637,0.2456,0.9315,0.0695,0.0603,0.8677,-0.089,-0.0469,0.5267,0,0,1,0.0597,0.0314,0.5267,2.1925,149.7678,0.5767,-0.5053,-0.9942,GIACCA
-0.7077,8.2702,2.8758,14.1798,-1.0619,4.8825,16.3026,4.0376,21.1289,-0.7457,8.274,2.0733,1.4399,6.468,0.452,10.7049,4.8483,2.2019,8.5214,0.4431,-0.145,-0.0855,-0.0661,0.5901,0.4561,0.7729,0.7122,1.9972,1.3061,2.8042,1.8337,0.6539,0.5073,3.989,1.7058,7.8633,3.3625,0.4276,0.8091,-1.3691,-1.0769,-1.6921,-1.331,0.7866,0.5682,0.5827,0.4494,1.0255,0.7909,0.7712,0.6711,2.1923,1.664,3.2667,2.4795,0.759,0.1966,15.7713,-0.1479,0.4071,-0.1466,-0.1056,0.5871,0.4619,9.7694,3.9184,1.9795,6.5399,0.4906,-47.1519,4.5732,2.1385,52.4399,?,-95.5829,6.5853,2.5662,98.8785,?,-0.2072,-0.1022,0.4933,0.9256,0.7714,0.8333,0.8568,0.595,0.6945,-0.1201,-0.0637,0.5303,0,0,1,0.1247,0.0661,0.5303,2.1842,152.5042,0.8867,-0.7903,-0.9767,GIACCA
-0.818,2.6314,1.6222,7.77,-2.4316,5.3239,19.59,4.4261,16.5089,-0.0099,8.6021,1.6751,1.2942,6.094,0.4798,10.77,10.9112,3.3032,13.2032,0.3389,-0.1536,-0.0951,-0.0759,0.6189,0.4943,0.7987,0.3665,1.2534,0.4911,3.4198,1.3399,0.3918,0.1343,1.5709,0.2412,11.695,1.7954,0.1535,34.1618,-0.9796,-0.8136,-0.0287,-0.0238,0.8306,0.1385,0.1933,0.1134,1.3955,0.8186,0.5866,0.4707,1.275,0.5885,2.709,1.2504,0.4616,0.2071,15.2399,-0.1889,-0.1002,-0.287,0.6181,0.9258,0.8416,10.3266,2.0206,1.4215,6.3004,0.5353,-46.5324,9.2004,3.0332,53.9398,?,-97.836,10.9511,3.3092,101.4587,?,-0.2219,-0.1056,0.4756,0.4686,0.4295,0.9166,0.2196,0.1845,0.8401,-0.1346,-0.0715,0.5316,0,0,1,0.1168,0.0621,0.5316,2.221,154.695,0.5017,-0.3905,-0.9876,GIACCA
-1.0538,2.4459,1.5639,7.3844,-1.4944,6.9981,8.7779,2.9628,10.631,0.1223,8.9303,1.6055,1.2671,5.7199,0.5224,11.7061,5.6291,2.3726,9.661,0.4326,-0.1506,-0.118,-0.09,0.7836,0.5978,0.7629,0.5279,1.2343,0.6592,2.3383,1.2488,0.5341,0.2786,1.5235,0.4345,5.4674,1.5594,0.2852,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2444,0.2472,0.1739,1.0113,0.7114,0.7034,0.6946,1.291,0.7644,1.8586,1.1004,0.5921,0.2325,17.382,0.0778,0.0264,-0.0031,0.5837,0.9127,0.8509,6.2405,1.0017,1.0009,3.1799,0.5985,-47.2451,14.4041,3.7953,53.2791,?,-96.2821,16.6007,4.0744,101.1597,?,-0.1321,-0.0648,0.4907,0.2637,0.2456,0.9315,0.0695,0.0603,0.8677,-0.089,-0.0469,0.5267,0,0,1,0.0597,0.0314,0.5267,2.1925,149.7678,0.5767,-0.5053,-0.9942,GIACCA
-0.7077,8.2702,2.8758,14.1798,-1.0619,4.8825,16.3026,4.0376,21.1289,-0.7457,8.274,2.0733,1.4399,6.468,0.452,10.7049,4.8483,2.2019,8.5214,0.4431,-0.145,-0.0855,-0.0661,0.5901,0.4561,0.7729,0.7122,1.9972,1.3061,2.8042,1.8337,0.6539,0.5073,3.989,1.7058,7.8633,3.3625,0.4276,0.8091,-1.3691,-1.0769,-1.6921,-1.331,0.7866,0.5682,0.5827,0.4494,1.0255,0.7909,0.7712,0.6711,2.1923,1.664,3.2667,2.4795,0.759,0.1966,15.7713,-0.1479,0.4071,-0.1466,-0.1056,0.5871,0.4619,9.7694,3.9184,1.9795,6.5399,0.4906,-47.1519,4.5732,2.1385,52.4399,?,-95.5829,6.5853,2.5662,98.8785,?,-0.2072,-0.1022,0.4933,0.9256,0.7714,0.8333,0.8568,0.595,0.6945,-0.1201,-0.0637,0.5303,0,0,1,0.1247,0.0661,0.5303,2.1842,152.5042,0.8867,-0.7903,-0.9767,GIACCA
-0.0915,2.0962,1.4478,5.7893,-1.1512,8.4571,7.2797,2.6981,10.9208,0.2248,8.5653,3.1922,1.7867,6.0864,0.4596,12.3242,5.5763,2.3614,8.9014,0.4797,-0.0108,-0.0107,-0.0074,0.9874,0.6862,0.695,0.5366,0.8103,0.6131,1.5101,1.1426,0.7566,0.288,0.6567,0.3759,2.2804,1.3055,0.5725,-0.9782,-0.5986,-0.3775,0.6119,0.3859,0.6307,0.191,0.2389,0.1573,1.2509,0.8234,0.6583,0.5301,0.9512,0.6504,1.7943,1.2269,0.6838,0.2561,18.2595,-0.297,-0.4662,-0.4914,0.1231,0.8063,0.6775,17.4454,122.1055,11.0501,35.939,-0.0399,-34.7737,30.8373,5.5531,40.3198,?,5.0229,33.5307,5.7906,18.3594,-0.0552,-0.5017,3.4732,-6.9231,1.9899,1.9083,0.959,3.9597,3.6416,0.9197,0.0342,1.4372,42.0095,0,1.9862,0,0.8913,1.9575,2.1961,0.8346,57.5991,0.9174,-0.8983,-0.6527,GIACCA
-0.606,3.7766,1.9434,8.6913,-1.7268,9.7376,5.6541,2.3778,8.5869,0.4178,9.3473,1.7111,1.3081,4.6493,0.598,13.8092,3.007,1.7341,7.119,0.6016,-0.0622,-0.0648,-0.0439,1.0418,0.7052,0.6769,0.8173,1.4856,1.1207,1.8178,1.3713,0.7544,0.6679,2.2071,1.256,3.3043,1.8803,0.5691,-0.893,-0.7958,-0.5119,0.8911,0.5732,0.6433,0.2161,0.2756,0.1784,1.2753,0.8254,0.6472,1.0122,1.8694,1.2209,1.8469,1.2062,0.6531,0.2757,20.7129,0.3607,-0.4213,0.0361,-0.2913,0.8031,0.3249,13.7332,41.7636,6.4625,19.9188,0.0377,-37.1088,7.5479,2.7473,41.5192,?,-4.2645,27.7135,5.2644,16.7389,-1.3848,-0.3701,-3.2204,8.7019,2.3523,1.2276,0.5219,5.5332,1.507,0.2724,-0.0188,-0.0802,4.2716,0,2.9489,0,0.4798,1.19,2.4804,0.8122,57.1045,0.9793,-0.9901,-0.9659,GIACCA
0.1188,0.0035,0.0594,0.2996,-0.2662,6.3481,0.0248,0.1575,0.6313,0.9039,9.9292,0.0039,0.0621,0.2779,0.9724,11.7865,0.0116,0.1076,0.5284,0.9561,0.0187,0.012,0.0101,0.6393,0.5386,0.8424,0.377,0.956,0.552,2.5358,1.4643,0.5775,0.1421,0.9139,0.3047,6.4305,2.1443,0.3335,-0.0106,-0.0064,-0.0055,0.605,0.5157,0.8524,0.036,0.0235,0.0197,0.6509,0.5455,0.8381,0.4745,1.0778,0.567,2.2714,1.1949,0.526,0.2405,16.3993,-0.2763,0.4318,-0.0021,0.1992,0.8784,0.6451,-40.9915,0.0095,0.0975,41.2186,?,-7.2198,0.0607,0.2464,7.7393,?,-6.3618,0.0697,0.2641,6.72,?,5.6776,6.4434,1.1349,0.3955,0.3691,0.9332,0.1564,0.1362,0.8709,5.3259,6.1337,1.1517,1,1,1,5.3259,6.1337,1.1517,0.8593,54.5731,0.2579,0.3237,0.5795,GIACCA
0.0957,0.009,0.0948,0.4042,-0.3173,6.6419,0.0631,0.2511,1.3358,0.8201,9.9353,0.0129,0.1136,0.5302,0.9483,11.9539,0.0223,0.1493,0.6224,0.9494,0.0144,0.0096,0.008,0.6685,0.5556,0.8311,0.3775,0.8348,0.635,2.2112,1.6821,0.7607,0.1425,0.6968,0.4032,4.8895,2.8296,0.5787,-0.016,-0.01,-0.0083,0.6262,0.5216,0.833,0.0413,0.0299,0.0249,0.7241,0.6038,0.8339,0.3026,0.7623,0.6494,2.5193,2.1463,0.8519,0.2598,16.6898,-0.0147,0.5886,0.362,-0.2539,0.7888,0.3933,-41.3443,0.065,0.2549,41.9388,?,-7.943,0.1454,0.3813,8.6395,?,-4.0284,0.2891,0.5377,5.04,?,5.2051,10.2633,1.9718,0.6684,0.474,0.7091,0.4468,0.2247,0.5029,4.8543,8.3212,1.7142,1,1,1,4.8543,8.3212,1.7142,0.9194,53.3157,-0.6265,-0.5087,-0.1488,GIACCA
0.6215,2.3583,1.5357,5.8854,-0.6643,0.3449,15.3876,3.9227,14.8401,-0.4772,9.7284,2.7167,1.6482,6.3298,0.5112,10.5246,4.8416,2.2004,7.7745,0.4892,1.802,0.0639,0.059,0.0354,0.0328,0.9243,0.3915,0.9317,0.6979,2.38,1.7828,0.7491,0.1533,0.8681,0.4871,5.6642,3.1782,0.5611,0.49,-0.3548,-0.3155,-0.7242,-0.6439,0.8891,0.352,0.2731,0.2323,0.7758,0.66,0.8508,0.3966,0.9298,0.757,2.3445,1.9088,0.8142,0.2032,13.744,0.0377,-0.0653,0.0302,0.4635,0.765,0.8732,19.9068,56.5176,7.5178,18.84,0.3819,15.1141,15.6466,3.9556,11.3388,0.4933,-48.1394,21.8649,4.676,52.8,?,1.3171,-0.4135,-0.314,1.9006,1.6077,0.8459,3.6121,2.5849,0.7156,1.0543,-0.2204,-0.2091,1.362,0,0,1.6616,0.3568,0.2148,1.13,83.1604,0.9735,0.9859,0.9941,GIACCA
