@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.051,0.0172,0.131,0.7338,-0.5688,-0.0572,0.0072,0.0851,0.4338,-1.0934,-0.1176,0.0077,0.0878,0.4591,-4.3166,0.2114,0.0071,0.0843,0.4595,0.0536,-0.8921,-0.4338,0.2412,0.4863,-0.2704,-0.5561,1.5402,1.4923,1.5548,0.9689,1.0095,1.0419,2.3721,2.2268,2.4173,0.9388,1.019,1.0855,1.1743,0.7138,-10.2205,0.6079,-8.7038,-14.3176,2.2574,5.4177,0.9634,2.3999,0.4268,0.1778,1.6917,1.5986,1.5969,0.945,0.944,0.999,0.0007,0.3202,-0.0239,-0.2111,0.4121,-0.5381,0.1351,-0.6126,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0497,0.0214,0.1462,0.8588,-1.0523,-0.0457,0.0101,0.1005,0.4802,-1.9575,-0.119,0.0088,0.0938,0.7129,-3.5908,0.2214,0.01,0.1,0.5552,0.044,-1.0887,-0.4177,0.2246,0.3837,-0.2063,-0.5377,1.4544,1.5592,1.4619,1.072,1.0052,0.9376,2.1154,2.431,2.1372,1.1492,1.0103,0.8791,1.3854,0.7897,-17.2145,0.57,-12.4255,-21.7992,2.5772,2.6947,0.7205,1.0456,0.2796,0.2674,1.7884,1.2047,1.5467,0.6736,0.8649,1.284,0.0007,0.332,-0.2271,-0.2166,0.4311,-0.08,-0.1055,-0.3416,?,?,?,?,?,1100,0,0,0,1,PANTALONI
0.0427,0.0173,0.1314,0.6416,-0.6407,0.0031,0.0241,0.1553,0.7234,-0.8742,-0.2892,0.0136,0.1165,0.6737,?,0.3532,0.0157,0.1251,0.6415,0.1101,13.7852,-0.1476,0.1208,-0.0107,0.0088,-0.8187,0.846,1.1282,1.0502,1.3337,1.2414,0.9309,0.7156,1.2729,1.1029,1.7786,1.5412,0.8665,0.7425,0.3719,-3.1564,0.5009,-4.2512,-8.4879,1.0131,0,0.5424,0,0.5354,0,0.8868,0.9523,1.0001,1.0738,1.1277,1.0502,0.0015,0.5202,-0.0937,-0.3094,0.3954,0.1029,-0.1061,-0.911,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-0.1973,2.8863,1.6989,9.3375,-1.4533,-0.4966,2.1372,1.4619,7.1801,-1.2055,0.1211,3.2662,1.8072,8.9394,-1.4664,2.5188,2.2456,1.4985,6.8477,0.0062,0.3973,-1.6293,-0.0783,-4.1009,-0.1971,0.0481,1.1621,0.9401,1.1337,0.8089,0.9756,1.206,1.3505,0.8837,1.2853,0.6544,0.9517,1.4545,1.4094,1.0407,-129.3714,0.7384,-91.7905,-124.3096,1.1691,1.0501,0.5524,0.8982,0.4725,0.526,1.3005,1.0445,1.3636,0.8032,1.0485,1.3055,0.0028,3.8788,0.2347,0.3823,-0.2854,-0.216,0.0256,-0.16,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.2137,2.814,1.6775,7.1796,-1.4399,-0.3442,1.4773,1.2154,6.0036,-0.9644,0.0143,1.9075,1.3811,9.2382,-1.6883,2.3501,0.8403,0.9167,5.7151,0.039,0.6209,-14.9835,-0.0909,-24.1314,-0.1464,0.0061,1.3802,1.2146,1.83,0.88,1.3259,1.5067,1.9049,1.4752,3.3488,0.7744,1.758,2.2701,1.4375,0.7303,-18.2653,0.508,-12.706,-25.011,0.9628,0.8563,0.4948,0.8894,0.5139,0.5778,1.1959,0.7772,1.2562,0.6499,1.0505,1.6164,0.0021,3.4708,0.1609,0.2525,-0.3655,-0.0521,-0.1954,0.0708,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.2324,5.9514,2.4395,13.2474,-1.3673,-0.6655,2.0349,1.4265,8.5787,-1.5481,0.2475,4.3278,2.0803,16.7269,-0.4073,3.0141,3.7872,1.9461,12.6797,0.0056,0.3493,-0.9393,-0.0771,-2.6891,-0.2208,0.0821,1.7102,1.1727,1.2536,0.6857,0.733,1.069,2.9246,1.3751,1.5715,0.4702,0.5373,1.1428,1.4681,1.5804,-107.1097,1.0765,-72.96,-67.7729,1.6621,0.4708,0.4389,0.2833,0.264,0.9321,1.5442,0.792,1.0448,0.5129,0.6766,1.3192,0.0039,4.4046,0.3764,0.1573,-0.3867,-0.0363,-0.3522,0.1802,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.1973,2.8863,1.6989,9.3375,-1.4533,-0.4966,2.1372,1.4619,7.1801,-1.2055,0.1211,3.2662,1.8072,8.9394,-1.4664,2.5188,2.2456,1.4985,6.8477,0.0062,0.3973,-1.6293,-0.0783,-4.1009,-0.1971,0.0481,1.1621,0.9401,1.1337,0.8089,0.9756,1.206,1.3505,0.8837,1.2853,0.6544,0.9517,1.4545,1.4094,1.0407,-129.3714,0.7384,-91.7905,-124.3096,1.1691,1.0501,0.5524,0.8982,0.4725,0.526,1.3005,1.0445,1.3636,0.8032,1.0485,1.3055,0.0028,3.8788,0.2347,0.3823,-0.2854,-0.216,0.0256,-0.16,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.2137,2.814,1.6775,7.1796,-1.4399,-0.3442,1.4773,1.2154,6.0036,-0.9644,0.0143,1.9075,1.3811,9.2382,-1.6883,2.3501,0.8403,0.9167,5.7151,0.039,0.6209,-14.9835,-0.0909,-24.1314,-0.1464,0.0061,1.3802,1.2146,1.83,0.88,1.3259,1.5067,1.9049,1.4752,3.3488,0.7744,1.758,2.2701,1.4375,0.7303,-18.2653,0.508,-12.706,-25.011,0.9628,0.8563,0.4948,0.8894,0.5139,0.5778,1.1959,0.7772,1.2562,0.6499,1.0505,1.6164,0.0021,3.4708,0.1609,0.2525,-0.3655,-0.0521,-0.1954,0.0708,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.2324,5.9514,2.4395,13.2474,-1.3673,-0.6655,2.0349,1.4265,8.5787,-1.5481,0.2475,4.3278,2.0803,16.7269,-0.4073,3.0141,3.7872,1.9461,12.6797,0.0056,0.3493,-0.9393,-0.0771,-2.6891,-0.2208,0.0821,1.7102,1.1727,1.2536,0.6857,0.733,1.069,2.9246,1.3751,1.5715,0.4702,0.5373,1.1428,1.4681,1.5804,-107.1097,1.0765,-72.96,-67.7729,1.6621,0.4708,0.4389,0.2833,0.264,0.9321,1.5442,0.792,1.0448,0.5129,0.6766,1.3192,0.0039,4.4046,0.3764,0.1573,-0.3867,-0.0363,-0.3522,0.1802,?,?,?,?,?,1100,0,0,0,1,GIACCA
0.681,3.1598,1.7776,8.9838,-0.7895,-0.5252,2.9579,1.7199,8.7736,-0.6747,0.2985,4.0188,2.0047,9.586,-0.7206,3.046,1.687,1.2989,6.675,0.0953,-1.2966,2.2814,0.2236,-1.7595,-0.1724,0.098,1.0336,0.8867,1.3686,0.8579,1.3241,1.5434,1.0683,0.7863,1.873,0.736,1.7533,2.3822,1.1213,0.9872,-5.6383,0.8804,-5.0283,-5.7111,0.9583,0.9011,0.6805,0.9403,0.7101,0.7551,1.024,0.9372,1.3459,0.9153,1.3144,1.4361,0.0048,4.7808,-0.2585,-0.4519,0.2923,0.5441,0.0391,-0.076,?,?,?,?,?,1100,0,0,0,1,GIACCA
1.0071,4.2285,2.0563,10.104,-0.5156,-0.347,2.3948,1.5475,8.3355,-0.7874,0.8437,4.3035,2.0745,11.0103,-0.5259,3.2219,2.3926,1.5468,7.7944,0.0331,-2.9025,1.1936,0.3126,-0.4112,-0.1077,0.2619,1.3288,0.9913,1.3294,0.746,1.0005,1.3411,1.7657,0.9826,1.7673,0.5565,1.0009,1.7987,0.9361,0.9058,-12.8878,0.9677,-13.7681,-14.2283,1.4296,0.9239,0.827,0.6463,0.5785,0.8951,1.2122,0.9177,1.2963,0.7571,1.0694,1.4126,0.007,4.7732,0.1804,-0.1719,0.4898,0.3715,-0.0607,0.1378,?,?,?,?,?,1100,0,0,0,1,GIACCA
0.0186,0.0082,0.0907,0.4534,-0.9263,-0.0069,0.0064,0.0797,0.3754,-1.3245,-0.1187,0.0039,0.0626,0.3127,-7.3524,0.1708,0.0038,0.0617,0.2808,0.1215,-2.6934,-0.1566,0.1088,0.0582,-0.0404,-0.6948,1.1385,1.4492,1.4707,1.2729,1.2918,1.0149,1.2961,2.1001,2.1629,1.6202,1.6688,1.0299,1.0192,0.792,-5.6109,0.7771,-5.5052,-7.0844,1.4574,6.2865,0.7363,4.3136,0.5052,0.1171,1.2077,1.4498,1.6145,1.2005,1.3368,1.1136,0.0006,0.2583,-0.279,-0.2341,0.2189,-0.3204,0.0187,-0.7003,?,?,?,?,?,1100,0,0,0,1,GIACCA
0.0199,0.02,0.1414,0.8441,-1.001,-0.0149,0.0117,0.1082,0.5741,-0.6474,-0.1083,0.0098,0.0991,0.4749,-2.3846,0.2078,0.0107,0.1035,0.5637,0.0689,-1.336,-0.1838,0.0958,0.1376,-0.0717,-0.5212,1.3074,1.4267,1.3669,1.0913,1.0455,0.9581,1.7093,2.0355,1.8685,1.1909,1.0932,0.918,1.8715,1.2621,-10.1261,0.6744,-5.4108,-8.0233,1.2103,3.0065,0.6967,2.484,0.5756,0.2317,1.4701,1.7775,1.4973,1.2091,1.0185,0.8424,0.0006,0.32,-0.3751,0.0932,-0.0472,-0.5387,0.4495,-0.6849,?,?,?,?,?,1100,0,0,0,1,GIACCA
-0.1179,3.8365,1.9587,8.4027,-1.0383,-0.3812,6.667,2.582,11.7009,-1.0863,-0.0831,1.2617,1.1233,6.7263,-0.8804,3.0814,2.4362,1.5608,6.7221,0.0125,0.3092,1.419,-0.0383,4.5889,-0.1237,-0.027,0.7586,1.7438,1.2549,2.2987,1.6543,0.7197,0.5754,3.0407,1.5748,5.284,2.7366,0.5179,0.7026,1.3591,-50.2821,1.9345,-71.5685,-36.9956,0.735,1.1525,0.6056,1.568,0.8239,0.5255,0.7181,1.2492,1.25,1.7396,1.7407,1.0006,0.0021,4.5345,0.1386,0.2969,-0.2207,-0.1328,0.1853,-0.1542,?,?,?,?,?,1100,0,0,0,1,GIACCA
