@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0031,6.3828,2.5264,11.3504,-1.6056,2.1899,26.7704,5.174,17.7562,-0.4021,8.9179,5.3063,2.3035,9.0747,0.3394,10.82,5.7115,2.3899,8.4032,0.4435,0.0014,0.0003,0.0003,0.2456,0.2024,0.8242,0.4883,1.0968,1.0571,2.2461,2.165,0.9639,0.2384,1.2029,1.1175,5.0451,4.6871,0.929,1.3736,-1.5003,-1.0443,-1.0922,-0.7602,0.6961,0.344,0.3171,0.2885,0.9219,0.8386,0.9097,0.6392,1.2508,1.3507,1.9567,2.113,1.0799,0.1874,15.0158,-0.1741,0.6126,0.2557,-0.2471,0.5737,0.559,2.3362,0.6895,0.8303,2.7531,0.2236,6.8068,1.8448,1.3582,4.1511,0.5423,6.164,3.8419,1.9601,5.9132,0.2978,0.3432,0.379,1.1043,0.6113,0.4236,0.693,0.3737,0.1795,0.4802,0.1612,0.3162,1.9614,0.391,0.4211,1.0771,0.6632,0.4656,0.702,0.1934,15.307,0.7268,-0.6826,-0.9908,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.5604,6.869,2.6209,14.4537,-1.6194,6.2343,25.1923,5.0192,18.4191,-0.205,9.0459,5.762,2.4004,8.6415,0.4195,11.9693,15.5683,3.9457,13.5321,0.3382,-0.0899,-0.062,-0.0468,0.6892,0.5209,0.7558,0.5222,1.0918,0.6642,2.091,1.2721,0.6084,0.2727,1.1921,0.4412,4.3722,1.6182,0.3701,2.8512,-1.4311,-1.2923,-0.5019,-0.4532,0.903,0.361,0.3707,0.2699,1.0268,0.7475,0.728,0.7847,1.6726,1.0681,2.1315,1.3611,0.6386,0.2245,17.7528,-0.0372,0.087,-0.0446,0.5067,0.8627,0.8002,3.0907,0.1681,0.41,1.8623,0.5187,8.46,0.4966,0.7047,2.1512,0.7695,3.5003,2.1113,1.453,4.5852,0.213,0.3653,0.883,2.4169,0.5817,0.2821,0.485,0.3384,0.0796,0.2352,0.2795,1.6177,5.7874,0.4146,0.6642,1.6018,0.8657,0.4062,0.4692,0.1972,15.0511,-0.246,0.0864,-0.9757,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.0805,5.7461,2.3971,13.5567,-3.905,5.9364,29.0899,5.3935,25.8658,0.0191,9.5802,3.5579,1.8862,10.2094,0.3964,11.9273,23.1619,4.8127,24.0686,0.2431,-0.0136,-0.0084,-0.0068,0.6197,0.4977,0.8032,0.4444,1.2708,0.4981,2.8594,1.1207,0.3919,0.1975,1.615,0.2481,8.1761,1.2559,0.1536,-21.3808,-1.6095,-1.3959,0.0753,0.0653,0.8673,0.1048,0.1634,0.0869,1.559,0.8293,0.5319,0.5241,1.3279,0.5633,2.5335,1.0747,0.4242,0.23,17.1996,-0.7942,-0.4369,-0.7271,0.7566,0.9592,0.883,-5.2674,0.1095,0.3309,5.6586,?,4.0897,3.5414,1.8819,6.0135,0.2475,6.7414,2.5502,1.5969,5.9457,0.2971,-1.288,-0.7813,0.6067,0.1758,0.2072,1.1784,0.0309,0.0429,1.3887,-2.8615,-2.2512,0.7867,0,0,0.9446,0.941,0.9517,1.0114,0.1935,16.0985,-0.2308,0.2364,-0.9701,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.1246,1.2508,1.1184,6.3457,-0.985,3.399,3.8671,1.9665,10.7895,-0.351,9.755,2.0461,1.4304,5.9783,0.5416,10.5725,2.1155,1.4545,6.9389,0.5212,-0.0367,-0.0128,-0.0118,0.3484,0.3215,0.9227,0.5687,0.7818,0.7689,1.3748,1.352,0.9835,0.3234,0.6113,0.5912,1.89,1.828,0.9672,1.1232,-0.4458,-0.4168,-0.3969,-0.3711,0.9349,0.4003,0.2451,0.2206,0.6124,0.551,0.8998,0.5881,1.0615,0.9145,1.8048,1.5549,0.8616,0.2198,14.1741,-0.6841,0.1444,-0.1376,-0.0096,0.3698,0.8783,-4.1385,4.7531,2.1802,7.7564,?,2.8908,0.4279,0.6541,2.0996,0.4825,8.0185,1.184,1.0881,3.3839,0.6263,-1.4316,-0.5161,0.3605,3.3329,2.0037,0.6012,11.108,4.0146,0.3614,-3.9624,-1.3674,0.3451,0,0,0.448,3.6942,2.2921,0.6205,0.2016,15.0478,0.9159,0.9483,0.7806,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.1007,0.0066,0.0815,0.3826,-0.4019,5.4786,0.0294,0.1713,0.8002,0.863,9.9576,0.0073,0.0852,0.3633,0.9643,11.3671,0.0123,0.1107,0.4618,0.9602,0.0184,0.0101,0.0089,0.5502,0.482,0.876,0.4757,0.9564,0.736,2.0104,1.5471,0.7696,0.2263,0.9147,0.5417,4.0418,2.3936,0.5922,-0.0218,-0.0112,-0.0098,0.514,0.4522,0.8797,0.0467,0.0268,0.0235,0.5743,0.5032,0.876,0.4781,1.053,0.8284,2.2026,1.7328,0.7867,0.2471,15.5462,-0.2064,0.5539,0.2274,-0.0154,0.729,0.6702,8.3367,0.0001,0.0101,0.0349,0.9958,5.164,0.0003,0.0163,0.0561,0.9892,-0.0505,0,0.0067,0.0693,?,1.6144,-164.9604,-102.181,0.6215,1.51,2.4294,0.3863,2.28,5.9021,1.6179,-120.056,-74.2035,1.6072,0,0,0.6221,0.5036,0.8096,0.2132,13.5512,-1.0625,0.6155,-0.6101,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.1193,0.0081,0.0902,0.3702,-0.2221,5.8934,0.0175,0.1323,0.589,0.906,9.9425,0.0059,0.0771,0.3803,0.9623,11.5595,0.0074,0.0861,0.3392,0.9711,0.0202,0.012,0.0103,0.5927,0.5098,0.8601,0.6819,1.1699,1.0482,1.7156,1.5372,0.896,0.465,1.3686,1.0988,2.9432,2.3628,0.8028,-0.0119,-0.0069,-0.0059,0.5843,0.4976,0.8517,0.0484,0.03,0.0258,0.6206,0.5334,0.8595,0.6285,0.9735,1.0912,1.5488,1.7361,1.1209,0.2408,15.9625,-0.681,0.5149,-0.1293,-0.176,0.6456,0.6388,7.8795,0.0012,0.035,0.1125,0.9858,5.824,0.0022,0.0474,0.1527,0.974,0.4012,0,0.0032,0.0114,0.972,1.3529,19.642,14.5181,0.7377,11.06,14.9925,0.5442,122.3236,224.7761,1.3675,19.7915,14.473,1.3511,19.5138,14.4428,0.7369,9.8699,13.3933,0.2043,14.1047,-1.0024,-0.4201,0.4116,1100,0,0,0,1,TASCA_GIACCA_ALTA
1.9821,6.8565,2.6185,13.8411,-1.1779,-7.8859,77.2603,8.7898,30.0334,-4.4535,10.3319,26.3933,5.1374,17.6719,0.1368,14.9635,59.4679,7.7115,28.1601,0.1101,-0.2513,0.1918,0.1325,-0.7633,-0.527,0.6905,0.2979,0.5097,0.3396,1.7109,1.1398,0.6662,0.0887,0.2598,0.1153,2.9273,1.2992,0.4438,0.3052,-2.6737,-2.1493,-8.7599,-7.0417,0.8039,1.154,0.3104,0.2008,0.269,0.174,0.647,0.4609,0.7832,0.4915,1.6995,1.0665,0.6275,0.2739,22.1096,0.5051,-0.3316,-0.3986,-0.6892,-0.9038,0.9001,5.913,7.5084,2.7401,8.4452,0.0979,0.8015,29.6161,5.4421,15.4324,-1.2512,4.5029,3.2278,1.7966,4.6625,0.3346,7.3772,1.3131,0.178,0.5035,1.5252,3.0291,0.2535,2.3262,9.1753,-0.1068,0.3907,-3.6584,1.3656,1.336,0.9783,0.5472,1.8113,3.3099,0.1557,15.4366,-0.3295,-0.7467,0.8545,1100,0,0,0,1,TASCA_GIACCA_BASSA
3.1046,12.9424,3.5976,16.6464,-0.6115,-4.8938,74.0294,8.604,30.3691,-8.2735,9.5685,31.2365,5.589,22.2655,0.0359,13.3657,64.7099,8.0442,31.8543,0.1001,-0.6344,0.3245,0.2323,-0.5114,-0.3661,0.7159,0.4181,0.6437,0.4472,1.5395,1.0696,0.6948,0.1748,0.4143,0.2,2.37,1.144,0.4827,0.2331,-7.6182,-1.7819,-32.6759,-7.6431,0.2339,3.1542,0.4473,0.2918,0.1418,0.0925,0.6524,0.5481,0.7476,0.5226,1.364,0.9534,0.699,0.2331,19.6578,-0.0034,-0.1729,-0.0229,-0.7313,-0.9436,0.8945,4.7512,14.9711,3.8692,10.1554,-0.0363,3.7247,14.1032,3.7554,12.6204,-0.9447,4.1938,13.0669,3.6148,9.8909,-0.2558,1.2756,1.1329,0.8882,1.0303,1.0704,1.0389,1.0615,1.1457,1.0793,0.0581,0.1768,3.0431,1.51,1.2442,0.8239,0.8047,1.0267,1.276,0.1531,14.6042,-0.6845,-0.9196,0.9133,1100,0,0,0,1,TASCA_GIACCA_BASSA
1.9821,6.8565,2.6185,13.8411,-1.1779,-7.8859,77.2603,8.7898,30.0334,-4.4535,10.3319,26.3933,5.1374,17.6719,0.1368,14.9635,59.4679,7.7115,28.1601,0.1101,-0.2513,0.1918,0.1325,-0.7633,-0.527,0.6905,0.2979,0.5097,0.3396,1.7109,1.1398,0.6662,0.0887,0.2598,0.1153,2.9273,1.2992,0.4438,0.3052,-2.6737,-2.1493,-8.7599,-7.0417,0.8039,1.154,0.3104,0.2008,0.269,0.174,0.647,0.4609,0.7832,0.4915,1.6995,1.0665,0.6275,0.2739,22.1096,0.5051,-0.3316,-0.3986,-0.6892,-0.9038,0.9001,5.913,7.5084,2.7401,8.4452,0.0979,0.8015,29.6161,5.4421,15.4324,-1.2512,4.5029,3.2278,1.7966,4.6625,0.3346,7.3772,1.3131,0.178,0.5035,1.5252,3.0291,0.2535,2.3262,9.1753,-0.1068,0.3907,-3.6584,1.3656,1.336,0.9783,0.5472,1.8113,3.3099,0.1557,15.4366,-0.3295,-0.7467,0.8545,1100,0,0,0,1,TASCA_GIACCA_BASSA
3.1046,12.9424,3.5976,16.6464,-0.6115,-4.8938,74.0294,8.604,30.3691,-8.2735,9.5685,31.2365,5.589,22.2655,0.0359,13.3657,64.7099,8.0442,31.8543,0.1001,-0.6344,0.3245,0.2323,-0.5114,-0.3661,0.7159,0.4181,0.6437,0.4472,1.5395,1.0696,0.6948,0.1748,0.4143,0.2,2.37,1.144,0.4827,0.2331,-7.6182,-1.7819,-32.6759,-7.6431,0.2339,3.1542,0.4473,0.2918,0.1418,0.0925,0.6524,0.5481,0.7476,0.5226,1.364,0.9534,0.699,0.2331,19.6578,-0.0034,-0.1729,-0.0229,-0.7313,-0.9436,0.8945,4.7512,14.9711,3.8692,10.1554,-0.0363,3.7247,14.1032,3.7554,12.6204,-0.9447,4.1938,13.0669,3.6148,9.8909,-0.2558,1.2756,1.1329,0.8882,1.0303,1.0704,1.0389,1.0615,1.1457,1.0793,0.0581,0.1768,3.0431,1.51,1.2442,0.8239,0.8047,1.0267,1.276,0.1531,14.6042,-0.6845,-0.9196,0.9133,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.1074,20.3937,4.5159,19.2626,-1.4035,-8.9135,24.3278,4.9323,18.9243,?,9.7727,37.4947,6.1233,26.4499,-0.2128,14.7294,40.2284,6.3426,22.9998,0.1889,0.012,-0.011,-0.0073,-0.9121,-0.6052,0.6635,0.9156,0.7375,0.712,0.8055,0.7777,0.9654,0.8383,0.5439,0.5069,0.6488,0.6047,0.932,0.5944,2.4241,-2.1006,4.0784,-3.5341,-0.8665,0,0.3675,0.2827,0,0,0.7692,1.0179,0.7283,0.8375,0.7155,0.8228,1.15,0.2646,22.6316,-0.0269,0.7776,0.3319,-0.4896,-0.9002,0.7384,7.5439,2.7052,1.6447,4.286,0.5605,-3.8788,6.6452,2.5778,6.9798,-27.5705,-2.4264,8.9762,2.996,7.546,-2.025,-1.9449,-3.1091,1.5986,0.638,0.549,0.8604,0.4071,0.3014,0.7403,-0.8115,-1.082,1.3334,39.9175,3.9092,0.0979,0.6141,0.568,0.925,0.1765,15.0496,0.9827,0.8812,0.9467,1100,0,0,0,1,TASCA_GIACCA_BASSA
