@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-4.1726,6.2713,2.5043,9.4117,?,-0.2495,4.5778,2.1396,7.7702,-1.0522,-4.1726,6.2713,2.5043,9.4117,?,6.4288,10.6744,3.2672,12.1296,0.1251,16.7216,1,-0.649,0.0598,-0.0388,-0.649,1.1704,1,0.7665,0.8544,0.6549,0.7665,1.3699,1,0.5875,0.73,0.4289,0.5875,2.3624,1,-5.4254,0.4233,-2.2966,-5.4254,0,1,0,0,0.2731,0,1.2113,1,0.7759,0.8256,0.6406,0.7759,0.1181,10.2368,0.8322,1,-0.9823,0.8322,-0.8035,-0.9823,?,?,?,?,?,PANTALONI
-2.3025,10.5778,3.2523,11.7432,-6.8061,1.0025,8.0122,2.8306,9.2475,-1.0496,-2.3025,10.5778,3.2523,11.7432,-6.8061,5.2806,12.8904,3.5903,13.8592,0.0846,-2.2968,1,-0.436,-0.4354,0.1898,-0.436,1.149,1,0.9059,0.8703,0.7884,0.9059,1.3202,1,0.8206,0.7575,0.6216,0.8206,2.1621,1,-7.9955,0.4625,-3.698,-7.9955,0.3334,1,0.0994,2.9992,0.298,0.0994,1.2699,1,0.8473,0.7875,0.6672,0.8473,0.0681,8.2432,0.8803,1,-0.9585,0.8803,-0.8424,-0.9585,?,?,?,?,?,PANTALONI
-0.4441,1.5334,1.2383,5.1499,-1.302,-9.3684,6.0567,2.461,15.827,?,-0.4441,1.5334,1.2383,5.1499,-1.302,9.5627,5.8391,2.4164,11.4255,0.2821,0.0474,1,-0.0464,21.0973,-0.9797,-0.0464,0.5032,1,0.5125,1.9874,1.0185,0.5125,0.2532,1,0.2626,3.9498,1.0373,0.2626,0.184,1,-0.6488,5.4336,-3.5254,-0.6488,0,1,0.1406,0,0,0.1406,0.3254,1,0.4507,3.0733,1.3852,0.4507,0.1841,11.4298,0.4928,1,-0.5247,0.4928,-0.9951,-0.5247,?,?,?,?,?,PANTALONI
-7.719,7.575,2.7523,16.3745,?,-3.1095,3.1435,1.773,10.4236,-8.7531,-7.719,7.575,2.7523,16.3745,?,11.6106,12.3222,3.5103,20.315,0.1486,2.4824,1,-0.6648,0.4028,-0.2678,-0.6648,1.5523,1,0.7841,0.6442,0.5051,0.7841,2.4097,1,0.6148,0.415,0.2551,0.6148,1.7504,1,-4.6191,0.5713,-2.6389,-4.6191,0,1,0,0,0.0448,0,1.5709,1,0.806,0.6366,0.5131,0.806,0.2316,18.5977,-0.0003,1,-0.9768,-0.0003,-0.1831,-0.9768,?,?,?,?,?,PANTALONI
-10.002,3.3611,1.8333,14.1774,?,-1.5546,4.2342,2.0577,7.8957,-5.5041,-10.002,3.3611,1.8333,14.1774,?,14.3499,7.5305,2.7442,12.7407,0.3848,6.434,1,-0.697,0.1554,-0.1083,-0.697,0.891,1,0.6681,1.1224,0.7498,0.6681,0.7938,1,0.4463,1.2598,0.5623,0.4463,2.1218,1,-1.779,0.4713,-0.8384,-1.779,0,1,0,0,0.0586,0,1.7956,1,1.1128,0.5569,0.6197,1.1128,0.2846,21.9187,0.504,1,-0.9949,0.504,-0.5782,-0.9949,?,?,?,?,?,PANTALONI
-7.5502,12.8761,3.5883,15.0487,-15.5918,-5.1026,24.6342,4.9633,18.3217,-3.598,-7.5502,12.8761,3.5883,15.0487,-15.5918,12.568,32.4812,5.6992,21.8313,0.0397,1.4797,1,-0.6008,0.6758,-0.406,-0.6008,0.723,1,0.6296,1.3832,0.8709,0.6296,0.5227,1,0.3964,1.9132,0.7584,0.3964,0.9864,1,-15.6532,1.0138,-15.8694,-15.6532,0.2276,1,0.0399,4.3933,0.1753,0.0399,0.8214,1,0.6893,1.2175,0.8392,0.6893,0.2367,20.7998,0.4982,1,-0.9385,0.4982,-0.7382,-0.9385,?,?,?,?,?,PANTALONI
7.3557,13.7501,3.7081,15.2784,0.0449,1.3898,4.476,2.1157,10.4534,-0.6523,7.3557,13.7501,3.7081,15.2784,0.0449,10.7752,26.017,5.1007,19.9198,0.1349,5.2925,1,0.6827,0.1889,0.129,0.6827,1.7527,1,0.727,0.5705,0.4148,0.727,3.072,1,0.5285,0.3255,0.172,0.5285,-0.1742,1,0.2313,-5.742,-1.3281,0.2313,2.5285,1,0.6947,0.3955,0.2748,0.6947,1.4616,1,0.767,0.6842,0.5248,0.767,0.2233,16.6226,0.5677,1,0.9937,0.5677,0.5658,0.9937,?,?,?,?,?,PANTALONI
9.579,8.7041,2.9503,10.5081,0.3234,1.7268,8.861,2.9768,10.0737,-0.5276,9.579,8.7041,2.9503,10.5081,0.3234,13.9403,18.4333,4.2934,14.4939,0.3469,5.5473,1,0.6871,0.1803,0.1239,0.6871,0.9911,1,0.6872,1.009,0.6933,0.6872,0.9823,1,0.4722,1.018,0.4807,0.4722,-1.4439,1,0.6525,-0.6926,-0.4519,0.6525,2.3553,1,0.6998,0.4246,0.2971,0.6998,1.0431,1,0.725,0.9587,0.695,0.725,0.2969,22.1332,0.6688,1,0.9966,0.6688,0.7042,0.9966,?,?,?,?,?,PANTALONI
3.3519,29.6029,5.4409,32.7206,-0.4823,8.659,27.1708,5.2126,24.0715,0.0799,3.3519,29.6029,5.4409,32.7206,-0.4823,11.7687,45.3225,6.7322,32.3022,0.0986,0.3871,1,0.2848,2.5833,0.7358,0.2848,1.0438,1,0.8082,0.958,0.7743,0.8082,1.0895,1,0.6532,0.9178,0.5995,0.6532,-5.092,1,-3.0137,-0.1964,0.5919,-3.0137,0.8437,1,0.616,1.1852,0.7301,0.616,1.3593,1,1.013,0.7357,0.7452,1.013,0.21,18.8659,-0.0909,1,0.1739,-0.0909,0.883,0.1739,?,?,?,?,?,PANTALONI
1.3489,48.8141,6.9867,44.3558,-1.4673,0.7191,2.5569,1.599,7.2339,-1.0932,1.3489,48.8141,6.9867,44.3558,-1.4673,7.6374,46.0115,6.7832,36.7467,0.0165,1.8758,1,0.1766,0.5331,0.0942,0.1766,4.3693,1,1.03,0.2289,0.2357,1.03,19.091,1,1.0609,0.0524,0.0556,1.0609,6.982,1,-42.7933,0.1432,-6.129,-42.7933,5.2019,1,0.4812,0.1922,0.0925,0.4812,6.1316,1,1.2071,0.1631,0.1969,1.2071,0.0425,11.8325,0.055,1,-0.4095,0.055,-0.1013,-0.4095,?,?,?,?,?,PANTALONI
6.273,0.0158,0.1256,0.4915,0.9243,7.6041,0.0058,0.0763,0.3392,0.9566,6.273,0.0158,0.1256,0.4915,0.9243,11.6851,0.0191,0.1381,0.5483,0.9541,0.825,1,0.5368,1.2122,0.6508,0.5368,1.6453,1,0.9088,0.6078,0.5524,0.9088,2.7069,1,0.826,0.3694,0.3051,0.826,0.8022,1,0.5262,1.2466,0.656,0.5262,0.8303,1,0.5432,1.2045,0.6543,0.5432,1.4491,1,0.8966,0.6901,0.6187,0.8966,0.2486,20.1502,-0.1099,0.9999,0.9325,-0.1099,0.2526,0.9325,?,?,?,?,?,PANTALONI
6.5641,0.0144,0.1199,0.5237,0.9236,7.2889,0.0083,0.0913,0.3416,0.954,6.5641,0.0144,0.1199,0.5237,0.9236,11.8033,0.0227,0.1508,0.6611,0.9456,0.9006,1,0.5561,1.1104,0.6175,0.5561,1.3137,1,0.7952,0.7612,0.6054,0.7952,1.7257,1,0.6324,0.5795,0.3665,0.6324,0.8945,1,0.5507,1.118,0.6157,0.5507,0.9239,1,0.5639,1.0824,0.6104,0.5639,1.5331,1,0.7921,0.6523,0.5167,0.7921,0.2511,20.4171,0.1165,0.9993,0.9296,0.1165,0.4764,0.9296,?,?,?,?,?,PANTALONI
7.1697,0.1008,0.3175,1.2533,0.8369,6.1297,0.0894,0.299,1.0509,0.8427,7.1697,0.1008,0.3175,1.2533,0.8369,11.8536,0.1641,0.4051,1.689,0.8658,1.1697,1,0.6049,0.8549,0.5171,0.6049,1.0618,1,0.7837,0.9418,0.7381,0.7837,1.1274,1,0.6141,0.887,0.5447,0.6141,1.1427,1,0.5906,0.8751,0.5168,0.5906,1.1506,1,0.6109,0.8691,0.5309,0.6109,1.1925,1,0.742,0.8386,0.6222,0.742,0.2576,20.469,-0.0543,1,0.9241,-0.0543,0.3309,0.9241,?,?,?,?,?,PANTALONI
6.3404,14.8792,3.8574,15.6688,-0.1804,7.1446,5.5127,2.3479,9.0478,0.2691,6.3404,14.8792,3.8574,15.6688,-0.1804,12.2353,17.0141,4.1248,16.2599,0.231,0.8874,1,0.5182,1.1268,0.5839,0.5182,1.6429,1,0.9352,0.6087,0.5692,0.9352,2.6991,1,0.8745,0.3705,0.324,0.8745,-0.719,1,-0.4902,-1.3909,0.6819,-0.4902,1.0723,1,0.6278,0.9326,0.5854,0.6278,1.7318,1,0.9636,0.5774,0.5564,0.9636,0.2492,20.1632,0.028,1,0.909,0.028,0.388,0.909,?,?,?,?,?,PANTALONI
5.2958,1.1172,1.057,4.224,0.42,9.5111,3.5655,1.8882,8.2075,0.4105,5.2958,1.1172,1.057,4.224,0.42,12.2046,3.3996,1.8438,6.85,0.5729,0.5568,1,0.4339,1.796,0.7793,0.4339,0.5598,1,0.5732,1.7865,1.0241,0.5732,0.3133,1,0.3286,3.1916,1.0488,0.3286,0.5352,1,0.3329,1.8685,0.6219,0.3329,0.5231,1,0.4541,1.9117,0.868,0.4541,0.5146,1,0.6166,1.9431,1.1982,0.6166,0.2632,20.1027,0.1412,1,0.6269,0.1412,0.8574,0.6269,?,?,?,?,?,PANTALONI
7.3967,13.4656,3.6695,12.1625,0.115,4.6417,4.6884,2.1653,8.2468,0.0838,7.3967,13.4656,3.6695,12.1625,0.115,11.8999,20.9806,4.5805,16.3548,0.16,1.5935,1,0.6216,0.6275,0.3901,0.6216,1.6947,1,0.8011,0.5901,0.4727,0.8011,2.8721,1,0.6418,0.3482,0.2235,0.6418,2.0954,1,0.5072,0.4772,0.2421,0.5072,1.5268,1,0.7058,0.655,0.4623,0.7058,1.4748,1,0.7437,0.6781,0.5042,0.7437,0.2488,19.4351,-0.1627,1,0.967,-0.1627,0.0636,0.967,?,?,?,?,?,PANTALONI
4.7715,0.9447,0.972,5.3058,0.3708,7.6429,1.2264,1.1074,4.0181,0.5848,4.7715,0.9447,0.972,5.3058,0.3708,10.2374,2.2605,1.5035,7.5242,0.5091,0.6243,1,0.4661,1.6018,0.7466,0.4661,0.8777,1,0.6465,1.1394,0.7366,0.6465,0.7703,1,0.4179,1.2982,0.5425,0.4179,0.5524,1,0.4007,1.8104,0.7255,0.4007,0.8713,1,0.5502,1.1478,0.6315,0.5502,1.3205,1,0.7052,0.7573,0.534,0.7052,0.2169,17.1859,0.4667,1,0.8599,0.4667,0.8514,0.8599,?,?,?,?,?,PANTALONI
8.4876,3.0282,1.7402,7.5232,0.4313,6.9048,1.2353,1.1114,3.3873,0.608,8.4876,3.0282,1.7402,7.5232,0.4313,13.9088,5.5924,2.3648,9.9397,0.5171,1.2292,1,0.6102,0.8135,0.4964,0.6102,1.5657,1,0.7359,0.6387,0.47,0.7359,2.4515,1,0.5415,0.4079,0.2209,0.5415,1.0861,1,0.536,0.9207,0.4935,0.536,1.531,1,0.6426,0.6532,0.4197,0.6426,2.221,1,0.7569,0.4502,0.3408,0.7569,0.2946,23.88,0.3486,1,0.9712,0.3486,0.5614,0.9712,?,?,?,?,?,PANTALONI
8.2872,0.6958,0.8341,2.8279,0.7117,4.5147,0.4157,0.6448,2.566,0.5545,8.2872,0.6958,0.8341,2.8279,0.7117,12.5883,1.0812,1.0398,3.8719,0.733,1.8356,1,0.6583,0.5448,0.3586,0.6583,1.2937,1,0.8022,0.773,0.6201,0.8022,1.6737,1,0.6435,0.5975,0.3845,0.6435,2.1857,1,0.6566,0.4575,0.3004,0.6566,1.703,1,0.6763,0.5872,0.3971,0.6763,1.102,1,0.7304,0.9074,0.6627,0.7304,0.2617,21.0891,-0.3572,1,0.976,-0.3572,-0.1468,0.976,?,?,?,?,?,PANTALONI
9.112,4.6317,2.1521,8.3789,0.3935,5.8086,0.2604,0.5103,2.0221,0.708,9.112,4.6317,2.1521,8.3789,0.3935,14.2095,7.4116,2.7224,10.5048,0.4844,1.5687,1,0.6413,0.6375,0.4088,0.6413,4.2176,1,0.7905,0.2371,0.1874,0.7905,17.7879,1,0.6249,0.0562,0.0351,0.6249,1.1088,1,0.5508,0.9019,0.4967,0.5508,1.9951,1,0.6781,0.5012,0.3399,0.6781,4.1436,1,0.7976,0.2413,0.1925,0.7976,0.3073,24.0327,-0.3305,1,0.9963,-0.3305,-0.2531,0.9963,?,?,?,?,?,PANTALONI
5.7371,1.2812,1.1319,3.9824,0.4943,8.6054,2.4488,1.5649,4.9714,0.5564,5.7371,1.2812,1.1319,3.9824,0.4943,11.8685,4.0289,2.0072,5.755,0.615,0.6667,1,0.4834,1.5,0.7251,0.4834,0.7233,1,0.5639,1.3825,0.7796,0.5639,0.5232,1,0.318,1.9114,0.6078,0.318,0.6242,1,0.4235,1.6019,0.6784,0.4235,0.7027,1,0.5268,1.4231,0.7498,0.5268,0.8011,1,0.692,1.2484,0.8638,0.692,0.2414,20.0795,0.6229,1,0.8987,0.6229,0.9023,0.8987,?,?,?,?,?,PANTALONI
8.4213,3.5847,1.8933,7.0126,0.4562,6.5989,0.4008,0.6331,2.0281,0.7452,8.4213,3.5847,1.8933,7.0126,0.4562,13.6934,5.4457,2.3336,8.8679,0.548,1.2762,1,0.615,0.7836,0.4819,0.615,2.9907,1,0.8113,0.3344,0.2713,0.8113,8.9444,1,0.6583,0.1118,0.0736,0.6583,0.992,1,0.5473,1.0081,0.5517,0.5473,1.6203,1,0.6573,0.6172,0.4057,0.6573,3.4577,1,0.7908,0.2892,0.2287,0.7908,0.2837,23.4416,-0.141,1,0.9893,-0.141,0.0028,0.9893,?,?,?,?,?,PANTALONI
7.0192,0.0053,0.0729,0.3166,0.9559,6.8928,0.0053,0.0727,0.2821,0.9599,7.0192,0.0053,0.0729,0.3166,0.9559,12.0855,0.0052,0.072,0.3547,0.971,1.0183,1,0.5808,0.982,0.5703,0.5808,1.0026,1,1.0116,0.9974,1.0089,1.0116,1.0052,1,1.0232,0.9948,1.0179,1.0232,1.0177,1,0.578,0.9826,0.568,0.578,1.0219,1,0.5871,0.9786,0.5746,0.5871,1.1224,1,0.8924,0.891,0.7951,0.8924,0.2466,20.9311,-0.5258,0.9994,0.8721,-0.5258,-0.0466,0.8721,?,?,?,?,?,PANTALONI
7.9566,0.5198,0.721,2.5898,0.7207,6.1672,0.1407,0.3751,1.3247,0.8101,7.9566,0.5198,0.721,2.5898,0.7207,12.8457,0.8164,0.9036,3.0207,0.7918,1.2901,1,0.6194,0.7751,0.4801,0.6194,1.9219,1,0.7979,0.5203,0.4152,0.7979,3.6935,1,0.6367,0.2707,0.1724,0.6367,1.1829,1,0.5818,0.8454,0.4918,0.5818,1.3296,1,0.6392,0.7521,0.4807,0.6392,1.9551,1,0.8574,0.5115,0.4385,0.8574,0.273,22.0804,-0.0173,1,0.9792,-0.0173,0.1856,0.9792,?,?,?,?,?,PANTALONI
7.5124,0.0082,0.0903,0.3654,0.9527,6.432,0.0042,0.0648,0.2868,0.9563,7.5124,0.0082,0.0903,0.3654,0.9527,12.4197,0.0139,0.118,0.5222,0.959,1.168,1,0.6049,0.8562,0.5179,0.6049,1.3938,1,0.7652,0.7175,0.549,0.7652,1.9427,1,0.5855,0.5148,0.3014,0.5855,1.1725,1,0.6029,0.8529,0.5142,0.6029,1.1769,1,0.6069,0.8497,0.5156,0.6069,1.2739,1,0.6997,0.785,0.5493,0.6997,0.2587,21.4568,0.1161,1.0002,0.9594,0.1161,0.3932,0.9594,?,?,?,?,?,PANTALONI
8.5207,4.8798,2.209,13.1992,0.0465,3.8974,2.4252,1.5573,6.4472,0.1153,8.5207,4.8798,2.209,13.1992,0.0465,12.8634,7.1113,2.6667,14.6135,0.2845,2.1862,1,0.6624,0.4574,0.303,0.6624,1.4185,1,0.8284,0.705,0.584,0.8284,2.0121,1,0.6862,0.497,0.341,0.6862,0.7664,1,0.1108,1.3048,0.1446,0.1108,1.8996,1,0.6778,0.5264,0.3568,0.6778,2.0473,1,0.9032,0.4885,0.4412,0.9032,0.2638,20.9388,-0.0973,1,0.9706,-0.0973,0.1086,0.9706,?,?,?,?,?,PANTALONI
-7.5417,4.283,2.0695,12.4838,?,-3.3222,5.5743,2.361,10.3748,-2.4241,-7.5417,4.283,2.0695,12.4838,?,11.3675,9.7139,3.1167,14.4408,0.2325,2.2701,1,-0.6634,0.4405,-0.2923,-0.6634,0.8766,1,0.664,1.1408,0.7575,0.664,0.7684,1,0.4409,1.3015,0.5738,0.4409,1.6996,1,-2.8543,0.5884,-1.6793,-2.8543,0,1,0,0,0.161,0,1.2033,1,0.8645,0.8311,0.7184,0.8645,0.2327,18.697,0.7331,1,-0.9828,0.7331,-0.8221,-0.9828,?,?,?,?,?,PANTALONI
-5.9379,9.4552,3.0749,11.3793,?,-2.2623,17.4217,4.1739,13.0897,-1.6997,-5.9379,9.4552,3.0749,11.3793,?,9.5526,20.7154,4.5514,13.1119,0.2566,2.6247,1,-0.6216,0.381,-0.2368,-0.6216,0.7367,1,0.6756,1.3574,0.9171,0.6756,0.5427,1,0.4564,1.8425,0.841,0.4564,1.3808,1,-2.5143,0.7242,-1.8209,-2.5143,0,1,0,0,0.2749,0,0.8693,1,0.8679,1.1503,0.9983,0.8679,0.1812,15.8788,0.8596,1,-0.9773,0.8596,-0.8707,-0.9773,?,?,?,?,?,PANTALONI
-5.9265,9.1829,3.0303,11.9268,?,-4.6086,12.8686,3.5873,12.51,-3.6228,-5.9265,9.1829,3.0303,11.9268,?,9.8982,24.7465,4.9746,18.0585,0.0634,1.286,1,-0.5987,0.7776,-0.4656,-0.5987,0.8447,1,0.6092,1.1838,0.7211,0.6092,0.7136,1,0.3711,1.4014,0.52,0.3711,1.2165,1,-9.7487,0.822,-8.0134,-9.7487,0,1,0,0,0.1403,0,0.9534,1,0.6605,1.0489,0.6927,0.6605,0.1993,16.8265,0.7535,1,-0.9797,0.7535,-0.8576,-0.9797,?,?,?,?,?,PANTALONI
-5.0481,19.1125,4.3718,16.9447,-5.3585,-5.9561,9.67,3.1097,10.7655,?,-5.0481,19.1125,4.3718,16.9447,-5.3585,10.2676,28.9123,5.377,18.8709,0.0996,0.8475,1,-0.4916,1.1799,-0.5801,-0.4916,1.4059,1,0.8131,0.7113,0.5783,0.8131,1.9765,1,0.6611,0.506,0.3345,0.6611,1.3264,1,-6.8387,0.7539,-5.1557,-6.8387,0,1,0.1271,0,0,0.1271,1.574,1,0.8979,0.6353,0.5705,0.8979,0.1937,16.6362,0.339,1,-0.9298,0.339,-0.6036,-0.9298,?,?,?,?,?,PANTALONI
1.0475,3.1068,1.7626,8.5526,-0.512,8.1591,1.1653,1.0795,6.1995,0.415,1.0475,3.1068,1.7626,8.5526,-0.512,8.6816,0.7733,0.8794,4.5963,0.5954,0.1284,1,0.1207,7.7893,0.9398,0.1207,1.6328,1,2.0044,0.6124,1.2276,2.0044,2.6661,1,4.0177,0.3751,1.5069,4.0177,-0.6585,1,-0.4281,-1.5186,0.6501,-0.4281,0.5338,1,0.4979,1.8735,0.9328,0.4979,1.3796,1,1.8607,0.7249,1.3488,1.8607,0.1658,11.8625,-0.7818,1,-0.5913,-0.7818,0.7782,-0.5913,?,?,?,?,?,PANTALONI
-6.0508,8.8013,2.9667,14.5845,-6.3905,-7.5935,4.9597,2.227,11.4258,?,-6.0508,8.8013,2.9667,14.5845,-6.3905,11.9089,11.627,3.4098,15.6927,0.1817,0.7968,1,-0.5081,1.2549,-0.6376,-0.5081,1.3321,1,0.87,0.7507,0.6531,0.87,1.7745,1,0.757,0.5635,0.4266,0.757,1.1037,1,-3.6185,0.906,-3.2784,-3.6185,0,1,0.1029,0,0,0.1029,1.2765,1,0.9294,0.7834,0.7281,0.9294,0.2335,20.0803,0.3244,1,-0.8524,0.3244,-0.7102,-0.8524,?,?,?,?,?,PANTALONI
4.9223,2.1959,1.4819,6.6293,0.1551,7.7055,4.8403,2.2001,8.1254,0.2639,4.9223,2.1959,1.4819,6.6293,0.1551,10.5289,6.2086,2.4917,9.5116,0.3208,0.6388,1,0.4675,1.5654,0.7318,0.4675,0.6736,1,0.5947,1.4847,0.883,0.5947,0.4537,1,0.3537,2.2042,0.7796,0.3537,0.4179,1,0.271,2.393,0.6484,0.271,0.7108,1,0.5603,1.4068,0.7882,0.5603,0.8159,1,0.697,1.2257,0.8543,0.697,0.2163,17.5501,0.3623,1,0.7847,0.3623,0.8603,0.7847,?,?,?,?,?,PANTALONI
6.141,13.2359,3.6381,12.2173,0.0434,3.1346,9.7697,3.1256,11.8542,-0.468,6.141,13.2359,3.6381,12.2173,0.0434,9.6102,29.1347,5.3977,17.7143,0.0618,1.9591,1,0.639,0.5104,0.3262,0.639,1.164,1,0.674,0.8591,0.5791,0.674,1.3548,1,0.4543,0.7381,0.3353,0.4543,-0.1467,1,0.4748,-6.8162,-3.2365,0.4748,1.5816,1,0.6764,0.6323,0.4277,0.6764,1.0306,1,0.6897,0.9703,0.6692,0.6897,0.1884,16.1605,0.8262,1,0.9961,0.8262,0.8322,0.9961,?,?,?,?,?,PANTALONI
5.1279,5.7007,2.3876,9.1573,0.1416,6.9611,4.6681,2.1606,7.2899,0.3469,5.1279,5.7007,2.3876,9.1573,0.1416,10.4802,7.2843,2.6989,12.205,0.3132,0.7367,1,0.4893,1.3575,0.6642,0.4893,1.1051,1,0.8847,0.9049,0.8005,0.8847,1.2212,1,0.7826,0.8189,0.6408,0.7826,0.3901,1,0.2713,2.5635,0.6954,0.2713,0.9558,1,0.6003,1.0463,0.628,0.6003,1.2562,1,0.7503,0.7961,0.5973,0.7503,0.2139,17.217,-0.0922,1,0.8069,-0.0922,0.5049,0.8069,?,?,?,?,?,PANTALONI
8.7694,28.9798,5.3833,18.1099,0.0505,4.0758,10.408,3.2261,11.84,-0.2528,8.7694,28.9798,5.3833,18.1099,0.0505,13.2261,63.8544,7.9909,27.0565,0.0482,2.1516,1,0.663,0.4648,0.3082,0.663,1.6686,1,0.6737,0.5993,0.4037,0.6737,2.7844,1,0.4538,0.3591,0.163,0.4538,-0.4034,1,0.7036,-2.4786,-1.7439,0.7036,2.0182,1,0.671,0.4955,0.3325,0.671,1.5296,1,0.6693,0.6538,0.4376,0.6693,0.2778,21.9759,0.9173,1,0.9991,0.9173,0.9278,0.9991,?,?,?,?,?,PANTALONI
5.6519,13.5445,3.6803,12.9492,0.1256,1.1394,6.9097,2.6286,11.7971,-0.4786,5.6519,13.5445,3.6803,12.9492,0.1256,8.3781,28.9925,5.3845,18.9555,0.1542,4.9603,1,0.6746,0.2016,0.136,0.6746,1.4001,1,0.6835,0.7142,0.4882,0.6835,1.9602,1,0.4672,0.5101,0.2383,0.4672,-0.4871,1,0.5382,-2.0529,-1.1048,0.5382,1.8561,1,0.6608,0.5388,0.356,0.6608,1.0977,1,0.6831,0.911,0.6224,0.6831,0.1718,13.4346,0.6847,1,0.9965,0.6847,0.6986,0.9965,?,?,?,?,?,PANTALONI
